col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,order,division
Mariel J K Martin,,,,,,,0,31,31,32,26,17,19,17,9,1
Tom Young,,,,,,,,3,22,21,25,20,30,13,10,1
Darrell L Clarke,,,,,,,,,0,26,24,19,10,20,11,1
Judi Golding Baker,,,,,,,,,,1,19,15,15,17,12,1
Noam Kugelmass,,,,,,,,,,,0,20,24,8,13,1
Jon Geeting,,,,,,,,,,,,1,18,10,14,1
Joe Celentano,,,,,,,,,,,,,0,8,15,1
Matthew D Myers,,,,,,,,,,,,,,0,16,1
Total,170,101,81,81,74,68,61,61,59,52,49,48,44,30,17,1
,United States Senator - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,2
,Bob Casey Jr,Marylouise Isaacson,Rhea Powell,Amanda Mcillmurray,Andi Perez,Darrell L Clarke,Mariel J K Martin,Micah Mahjoubian,Noam Kugelmass,Judi Golding Baker,Tom Young,Jon Geeting,Joe Celentano,Matthew D Myers,2,2
Bob Casey Jr,30,90,88,75,69,63,64,63,55,53,53,51,48,33,3,2
Marylouise Isaacson,,2,63,60,55,49,52,47,41,43,38,31,31,24,4,2
Rhea Powell,,,1,57,55,38,50,42,41,43,35,31,33,20,5,2
Amanda Mcillmurray,,,,1,48,39,51,32,38,43,27,31,30,16,6,2
Andi Perez,,,,,0,31,45,35,32,31,31,24,26,20,7,2
Darrell L Clarke,,,,,,0,34,25,23,28,23,22,17,22,8,2
Mariel J K Martin,,,,,,,0,31,32,35,28,21,19,23,9,2
Micah Mahjoubian,,,,,,,,0,32,25,31,20,25,19,10,2
Noam Kugelmass,,,,,,,,,0,27,29,16,28,15,11,2
Judi Golding Baker,,,,,,,,,,0,12,22,17,16,12,2
Tom Young,,,,,,,,,,,0,17,30,18,13,2
Jon Geeting,,,,,,,,,,,,0,18,6,14,2
Joe Celentano,,,,,,,,,,,,,0,11,15,2
Matthew D Myers,,,,,,,,,,,,,,0,16,2
Total,177,95,89,76,69,66,64,64,55,53,53,51,48,33,17,2
,United States Senator - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,3
,Bob Casey Jr,Darrell L Clarke,Andi Perez,Micah Mahjoubian,Tom Young,Mariel J K Martin,Marylouise Isaacson,Matthew D Myers,Rhea Powell,Amanda Mcillmurray,Judi Golding Baker,Noam Kugelmass,Jon Geeting,Joe Celentano,2,3
Bob Casey Jr,1,17,16,16,15,15,15,14,3,3,2,3,1,0,3,3
Darrell L Clarke,,0,15,14,15,14,14,14,2,3,2,1,1,0,4,3
Andi Perez,,,0,14,15,13,14,13,3,2,1,1,2,0,5,3
Micah Mahjoubian,,,,0,13,14,15,13,2,2,2,2,0,0,6,3
Tom Young,,,,,0,13,13,13,2,1,0,1,2,0,7,3
Mariel J K Martin,,,,,,0,14,12,2,2,2,1,0,0,8,3
Marylouise Isaacson,,,,,,,0,13,2,2,2,1,0,0,9,3
Matthew D Myers,,,,,,,,0,2,3,2,2,1,0,10,3
Rhea Powell,,,,,,,,,1,3,2,2,2,0,11,3
Amanda Mcillmurray,,,,,,,,,,0,3,2,1,0,12,3
Judi Golding Baker,,,,,,,,,,,0,1,0,0,13,3
Noam Kugelmass,,,,,,,,,,,,0,1,0,14,3
Jon Geeting,,,,,,,,,,,,,0,0,15,3
Joe Celentano,,,,,,,,,,,,,,0,16,3
Total,21,18,17,16,16,15,15,15,5,4,3,3,2,0,17,3
,United States Senator - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,4
,Bob Casey Jr,Rhea Powell,Marylouise Isaacson,Amanda Mcillmurray,Andi Perez,Darrell L Clarke,Mariel J K Martin,Judi Golding Baker,Jon Geeting,Micah Mahjoubian,Joe Celentano,Noam Kugelmass,Tom Young,Matthew D Myers,2,4
Bob Casey Jr,17,73,61,58,56,50,56,52,53,46,41,41,42,26,3,4
Rhea Powell,,1,43,41,43,32,46,41,30,36,33,33,28,15,4,4
Marylouise Isaacson,,,0,44,36,36,37,39,22,29,24,27,23,15,5,4
Amanda Mcillmurray,,,,0,34,31,41,39,20,28,23,26,24,16,6,4
Andi Perez,,,,,0,33,34,35,29,30,25,25,20,17,7,4
Darrell L Clarke,,,,,,0,28,27,23,19,19,17,14,17,8,4
Mariel J K Martin,,,,,,,0,36,22,31,25,24,22,15,9,4
Judi Golding Baker,,,,,,,,0,21,28,24,27,20,17,10,4
Jon Geeting,,,,,,,,,0,18,22,18,19,15,11,4
Micah Mahjoubian,,,,,,,,,,0,24,23,18,9,12,4
Joe Celentano,,,,,,,,,,,0,23,20,10,13,4
Noam Kugelmass,,,,,,,,,,,,1,25,7,14,4
Tom Young,,,,,,,,,,,,,0,16,15,4
Matthew D Myers,,,,,,,,,,,,,,0,16,4
Total,135,75,65,59,58,56,56,54,53,47,43,43,43,27,17,4
,United States Senator - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,5
,Bob Casey Jr,Rhea Powell,Marylouise Isaacson,Micah Mahjoubian,Amanda Mcillmurray,Andi Perez,Jon Geeting,Darrell L Clarke,Noam Kugelmass,Mariel J K Martin,Joe Celentano,Tom Young,Judi Golding Baker,Matthew D Myers,2,5
Bob Casey Jr,23,38,34,34,32,31,28,28,28,26,25,24,20,13,3,5
Rhea Powell,,0,27,28,25,22,16,13,21,19,18,16,16,6,4,5
Marylouise Isaacson,,,1,24,21,19,14,14,20,19,15,16,14,9,5,5
Micah Mahjoubian,,,,0,21,19,15,15,17,17,18,15,15,9,6,5
Amanda Mcillmurray,,,,,0,18,15,16,16,20,13,13,17,8,7,5
Andi Perez,,,,,,0,18,16,16,18,16,16,12,8,8,5
Jon Geeting,,,,,,,1,13,10,10,11,11,6,9,9,5
Darrell L Clarke,,,,,,,,0,11,14,8,9,10,10,10,5
Noam Kugelmass,,,,,,,,,0,17,14,14,13,6,11,5
Mariel J K Martin,,,,,,,,,,0,11,12,12,9,12,5
Joe Celentano,,,,,,,,,,,0,9,8,5,13,5
Tom Young,,,,,,,,,,,,0,7,5,14,5
Judi Golding Baker,,,,,,,,,,,,,0,3,15,5
Matthew D Myers,,,,,,,,,,,,,,0,16,5
Total,89,39,36,35,33,32,29,28,28,27,26,24,21,13,17,5
,United States Senator - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,6
,Bob Casey Jr,Rhea Powell,Marylouise Isaacson,Andi Perez,Amanda Mcillmurray,Mariel J K Martin,Darrell L Clarke,Micah Mahjoubian,Jon Geeting,Judi Golding Baker,Tom Young,Noam Kugelmass,Joe Celentano,Matthew D Myers,2,6
Bob Casey Jr,11,72,62,61,60,49,49,47,42,41,35,33,33,22,3,6
Rhea Powell,,0,50,49,48,39,34,37,28,36,24,28,24,15,4,6
Marylouise Isaacson,,,0,48,48,38,33,36,25,32,23,26,14,17,5,6
Andi Perez,,,,0,46,38,34,39,27,30,23,25,20,16,6,6
Amanda Mcillmurray,,,,,0,40,30,32,22,32,16,21,16,16,7,6
Mariel J K Martin,,,,,,0,30,27,17,28,16,15,14,15,8,6
Darrell L Clarke,,,,,,,1,27,16,21,17,14,11,14,9,6
Micah Mahjoubian,,,,,,,,0,20,19,21,24,18,13,10,6
Jon Geeting,,,,,,,,,1,11,18,14,15,5,11,6
Judi Golding Baker,,,,,,,,,,0,12,13,8,8,12,6
Tom Young,,,,,,,,,,,1,16,18,9,13,6
Noam Kugelmass,,,,,,,,,,,,0,17,8,14,6
Joe Celentano,,,,,,,,,,,,,0,7,15,6
Matthew D Myers,,,,,,,,,,,,,,0,16,6
Total,123,73,64,63,62,51,50,48,44,42,36,34,33,22,17,6
,United States Senator - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,7
,Bob Casey Jr,Marylouise Isaacson,Rhea Powell,Amanda Mcillmurray,Darrell L Clarke,Andi Perez,Micah Mahjoubian,Judi Golding Baker,Mariel J K Martin,Jon Geeting,Tom Young,Noam Kugelmass,Joe Celentano,Matthew D Myers,2,7
Bob Casey Jr,22,79,83,74,64,62,67,57,55,50,47,48,37,32,3,7
Marylouise Isaacson,,0,62,62,48,48,48,45,46,25,37,37,24,25,4,7
Rhea Powell,,,0,61,33,51,44,53,45,32,37,41,32,22,5,7
Amanda Mcillmurray,,,,1,36,41,43,46,42,27,32,39,26,24,6,7
Darrell L Clarke,,,,,0,27,34,29,28,22,22,19,15,18,7,7
Andi Perez,,,,,,0,33,37,38,28,28,30,19,21,8,7
Micah Mahjoubian,,,,,,,0,32,32,18,29,32,20,21,9,7
Judi Golding Baker,,,,,,,,0,37,19,23,23,15,22,10,7
Mariel J K Martin,,,,,,,,,0,18,30,24,18,21,11,7
Jon Geeting,,,,,,,,,,1,16,15,16,13,12,7
Tom Young,,,,,,,,,,,2,26,19,18,13,7
Noam Kugelmass,,,,,,,,,,,,0,17,14,14,7
Joe Celentano,,,,,,,,,,,,,1,8,15,7
Matthew D Myers,,,,,,,,,,,,,,0,16,7
Total,162,94,88,78,74,68,68,61,60,54,52,49,39,35,17,7
,United States Senator - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,8
,Bob Casey Jr,Tom Young,Rhea Powell,Andi Perez,Joe Celentano,Darrell L Clarke,Micah Mahjoubian,Mariel J K Martin,Matthew D Myers,Noam Kugelmass,Amanda Mcillmurray,Marylouise Isaacson,Judi Golding Baker,Jon Geeting,2,8
Bob Casey Jr,6,9,7,5,5,4,4,3,3,3,2,2,1,0,3,8
Tom Young,,0,2,3,3,2,2,1,2,2,1,1,0,0,4,8
Rhea Powell,,,0,1,2,0,2,1,1,3,1,1,1,0,5,8
Andi Perez,,,,0,3,2,2,1,2,1,1,1,0,0,6,8
Joe Celentano,,,,,0,1,2,1,1,2,0,1,0,0,7,8
Darrell L Clarke,,,,,,0,1,1,2,0,1,1,0,0,8,8
Micah Mahjoubian,,,,,,,0,1,2,2,2,1,1,0,9,8
Mariel J K Martin,,,,,,,,0,2,1,1,2,1,0,10,8
Matthew D Myers,,,,,,,,,0,1,2,2,1,0,11,8
Noam Kugelmass,,,,,,,,,,0,1,1,1,0,12,8
Amanda Mcillmurray,,,,,,,,,,,0,1,1,0,13,8
Marylouise Isaacson,,,,,,,,,,,,0,1,0,14,8
Judi Golding Baker,,,,,,,,,,,,,0,0,15,8
Jon Geeting,,,,,,,,,,,,,,0,16,8
Total,26,9,7,5,5,4,4,3,3,3,2,2,1,0,17,8
,United States Senator - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,9
,Bob Casey Jr,Rhea Powell,Marylouise Isaacson,Andi Perez,Amanda Mcillmurray,Darrell L Clarke,Micah Mahjoubian,Mariel J K Martin,Tom Young,Noam Kugelmass,Judi Golding Baker,Joe Celentano,Jon Geeting,Matthew D Myers,2,9
Bob Casey Jr,22,72,70,66,63,61,61,60,57,45,43,35,34,31,3,9
Rhea Powell,,0,40,39,41,24,37,34,36,33,33,22,22,12,4,9
Marylouise Isaacson,,,0,44,45,39,42,45,37,29,27,21,18,21,5,9
Andi Perez,,,,0,34,40,39,42,33,26,30,18,24,22,6,9
Amanda Mcillmurray,,,,,0,30,34,40,29,29,31,21,23,17,7,9
Darrell L Clarke,,,,,,1,36,38,26,18,27,13,15,22,8,9
Micah Mahjoubian,,,,,,,1,40,36,28,25,19,18,21,9,9
Mariel J K Martin,,,,,,,,0,28,22,29,17,16,23,10,9
Tom Young,,,,,,,,,1,27,17,19,17,19,11,9
Noam Kugelmass,,,,,,,,,,0,21,19,16,13,12,9
Judi Golding Baker,,,,,,,,,,,0,10,15,15,13,9
Joe Celentano,,,,,,,,,,,,0,14,9,14,9
Jon Geeting,,,,,,,,,,,,,0,11,15,9
Matthew D Myers,,,,,,,,,,,,,,0,16,9
Total,148,72,70,66,63,62,62,60,58,45,43,35,34,31,17,9
,United States Senator - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,10
,Bob Casey Jr,Rhea Powell,Jon Geeting,Andi Perez,Tom Young,Marylouise Isaacson,Amanda Mcillmurray,Joe Celentano,Noam Kugelmass,Darrell L Clarke,Mariel J K Martin,Micah Mahjoubian,Judi Golding Baker,Matthew D Myers,2,10
Bob Casey Jr,19,74,69,55,52,45,45,44,43,38,40,40,28,17,3,10
Rhea Powell,,0,41,41,35,32,34,33,40,20,23,26,21,5,4,10
Jon Geeting,,,1,39,30,22,25,33,32,20,16,20,12,7,5,10
Andi Perez,,,,0,38,24,25,33,34,22,27,25,14,13,6,10
Tom Young,,,,,1,21,21,32,30,19,20,23,9,13,7,10
Marylouise Isaacson,,,,,,1,29,14,19,19,29,26,18,10,8,10
Amanda Mcillmurray,,,,,,,0,16,15,20,27,22,22,10,9,10
Joe Celentano,,,,,,,,0,30,13,13,17,8,7,10,10
Noam Kugelmass,,,,,,,,,0,9,15,18,12,3,11,10
Darrell L Clarke,,,,,,,,,,2,20,16,11,15,12,10
Mariel J K Martin,,,,,,,,,,,0,22,17,15,13,10
Micah Mahjoubian,,,,,,,,,,,,0,12,10,14,10
Judi Golding Baker,,,,,,,,,,,,,0,3,15,10
Matthew D Myers,,,,,,,,,,,,,,1,16,10
Total,147,78,72,58,54,49,47,46,45,41,41,41,29,19,17,10
,United States Senator - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,11
,Bob Casey Jr,Rhea Powell,Amanda Mcillmurray,Jon Geeting,Marylouise Isaacson,Andi Perez,Darrell L Clarke,Tom Young,Micah Mahjoubian,Mariel J K Martin,Judi Golding Baker,Noam Kugelmass,Joe Celentano,Matthew D Myers,2,11
Bob Casey Jr,17,67,53,51,52,51,45,47,44,41,34,32,30,17,3,11
Rhea Powell,,1,42,30,41,39,28,27,33,34,26,26,24,13,4,11
Amanda Mcillmurray,,,0,24,40,30,21,27,29,31,25,20,22,10,5,11
Jon Geeting,,,,1,22,29,27,21,23,13,17,16,16,9,6,11
Marylouise Isaacson,,,,,0,31,23,27,32,30,26,19,20,11,7,11
Andi Perez,,,,,,0,25,26,29,28,21,24,15,10,8,11
Darrell L Clarke,,,,,,,3,19,20,16,18,11,9,13,9,11
Tom Young,,,,,,,,0,25,20,20,16,22,11,10,11
Micah Mahjoubian,,,,,,,,,0,20,19,23,18,10,11,11
Mariel J K Martin,,,,,,,,,,1,20,18,13,11,12,11
Judi Golding Baker,,,,,,,,,,,0,14,12,7,13,11
Noam Kugelmass,,,,,,,,,,,,0,13,3,14,11
Joe Celentano,,,,,,,,,,,,,1,7,15,11
Matthew D Myers,,,,,,,,,,,,,,1,16,11
Total,136,71,56,54,54,53,51,48,46,43,35,33,32,19,17,11
,United States Senator - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,12
,Bob Casey Jr,Rhea Powell,Andi Perez,Amanda Mcillmurray,Marylouise Isaacson,Micah Mahjoubian,Mariel J K Martin,Jon Geeting,Darrell L Clarke,Noam Kugelmass,Tom Young,Judi Golding Baker,Joe Celentano,Matthew D Myers,2,12
Bob Casey Jr,25,91,75,71,66,66,62,61,58,53,53,42,35,31,3,12
Rhea Powell,,0,54,61,50,47,47,39,35,42,38,33,27,19,4,12
Andi Perez,,,0,47,38,48,47,37,34,35,35,25,20,16,5,12
Amanda Mcillmurray,,,,0,47,43,49,31,32,39,34,33,20,18,6,12
Marylouise Isaacson,,,,,0,40,38,24,36,35,31,30,13,22,7,12
Micah Mahjoubian,,,,,,1,41,23,35,33,34,25,20,17,8,12
Mariel J K Martin,,,,,,,0,22,28,29,28,29,19,17,9,12
Jon Geeting,,,,,,,,1,30,19,21,13,18,14,10,12
Darrell L Clarke,,,,,,,,,0,18,25,23,12,20,11,12
Noam Kugelmass,,,,,,,,,,0,26,20,16,14,12,12
Tom Young,,,,,,,,,,,0,17,17,20,13,12
Judi Golding Baker,,,,,,,,,,,,0,11,13,14,12
Joe Celentano,,,,,,,,,,,,,0,8,15,12
Matthew D Myers,,,,,,,,,,,,,,0,16,12
Total,164,93,77,73,69,68,64,62,60,54,53,43,36,31,17,12
,United States Senator - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,13
,Bob Casey Jr,Rhea Powell,Andi Perez,Micah Mahjoubian,Tom Young,Joe Celentano,Marylouise Isaacson,Noam Kugelmass,Amanda Mcillmurray,Judi Golding Baker,Mariel J K Martin,Darrell L Clarke,Jon Geeting,Matthew D Myers,2,13
Bob Casey Jr,8,16,9,9,9,8,7,7,6,6,5,4,4,2,3,13
Rhea Powell,,0,5,6,6,6,7,5,6,6,5,2,3,2,4,13
Andi Perez,,,0,4,3,4,3,2,2,2,4,2,3,1,5,13
Micah Mahjoubian,,,,0,4,6,3,5,3,3,4,3,3,0,6,13
Tom Young,,,,,0,4,3,5,3,2,4,0,2,1,7,13
Joe Celentano,,,,,,0,3,4,2,2,4,2,3,1,8,13
Marylouise Isaacson,,,,,,,0,1,5,6,3,2,2,1,9,13
Noam Kugelmass,,,,,,,,0,2,1,3,0,1,0,10,13
Amanda Mcillmurray,,,,,,,,,0,5,2,1,1,0,11,13
Judi Golding Baker,,,,,,,,,,0,2,2,1,0,12,13
Mariel J K Martin,,,,,,,,,,,0,1,2,1,13,13
Darrell L Clarke,,,,,,,,,,,,0,2,0,14,13
Jon Geeting,,,,,,,,,,,,,0,1,15,13
Matthew D Myers,,,,,,,,,,,,,,0,16,13
Total,35,16,9,9,9,8,7,7,6,6,5,4,4,2,17,13
,United States Senator - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,14
,Bob Casey Jr,Micah Mahjoubian,Rhea Powell,Tom Young,Darrell L Clarke,Marylouise Isaacson,Amanda Mcillmurray,Mariel J K Martin,Andi Perez,Jon Geeting,Joe Celentano,Noam Kugelmass,Judi Golding Baker,Matthew D Myers,2,14
Bob Casey Jr,9,41,40,36,32,34,30,30,27,25,22,22,18,15,3,14
Micah Mahjoubian,,0,27,28,19,25,24,23,22,15,19,19,11,13,4,14
Rhea Powell,,,0,22,16,21,24,18,15,14,20,20,13,6,5,14
Tom Young,,,,1,20,21,15,20,16,10,15,14,7,13,6,14
Darrell L Clarke,,,,,0,17,14,19,17,15,7,5,9,15,7,14
Marylouise Isaacson,,,,,,0,22,23,20,12,11,14,12,9,8,14
Amanda Mcillmurray,,,,,,,0,20,15,12,14,16,15,5,9,14
Mariel J K Martin,,,,,,,,0,18,11,10,11,9,12,10,14
Andi Perez,,,,,,,,,0,14,9,9,5,10,11,14
Jon Geeting,,,,,,,,,,0,6,4,7,5,12,14
Joe Celentano,,,,,,,,,,,0,16,9,3,13,14
Noam Kugelmass,,,,,,,,,,,,0,10,3,14,14
Judi Golding Baker,,,,,,,,,,,,,0,3,15,14
Matthew D Myers,,,,,,,,,,,,,,0,16,14
Total,82,42,42,38,34,34,32,31,29,25,23,23,18,16,17,14
,United States Senator - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,15
,Bob Casey Jr,Micah Mahjoubian,Andi Perez,Tom Young,Marylouise Isaacson,Mariel J K Martin,Rhea Powell,Darrell L Clarke,Noam Kugelmass,Matthew D Myers,Amanda Mcillmurray,Joe Celentano,Jon Geeting,Judi Golding Baker,2,15
Bob Casey Jr,4,45,44,41,39,37,35,30,21,22,19,19,14,13,3,15
Micah Mahjoubian,,0,34,36,33,30,28,25,17,20,15,17,7,10,4,15
Andi Perez,,,0,32,33,32,25,28,15,20,13,14,10,8,5,15
Tom Young,,,,0,30,26,24,24,17,21,11,15,9,6,6,15
Marylouise Isaacson,,,,,0,31,23,20,13,18,17,11,5,11,7,15
Mariel J K Martin,,,,,,0,22,25,12,19,14,10,8,12,8,15
Rhea Powell,,,,,,,0,13,22,8,20,20,12,12,9,15
Darrell L Clarke,,,,,,,,0,7,18,4,6,7,6,10,15
Noam Kugelmass,,,,,,,,,0,4,11,14,7,7,11,15
Matthew D Myers,,,,,,,,,,0,4,2,3,5,12,15
Amanda Mcillmurray,,,,,,,,,,,0,8,6,9,13,15
Joe Celentano,,,,,,,,,,,,0,8,5,14,15
Jon Geeting,,,,,,,,,,,,,0,4,15,15
Judi Golding Baker,,,,,,,,,,,,,,0,16,15
Total,62,47,44,42,39,38,37,31,23,22,20,20,14,14,17,15
,United States Senator - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,16
,Bob Casey Jr,Rhea Powell,Andi Perez,Amanda Mcillmurray,Mariel J K Martin,Marylouise Isaacson,Micah Mahjoubian,Judi Golding Baker,Tom Young,Darrell L Clarke,Joe Celentano,Jon Geeting,Noam Kugelmass,Matthew D Myers,2,16
Bob Casey Jr,22,43,41,40,31,32,31,27,28,26,23,24,17,15,3,16
Rhea Powell,,0,30,29,24,28,26,22,16,20,14,12,12,8,4,16
Andi Perez,,,0,27,23,22,21,17,16,18,13,13,12,9,5,16
Amanda Mcillmurray,,,,0,26,25,23,21,17,16,14,12,11,11,6,16
Mariel J K Martin,,,,,0,24,21,19,13,14,8,7,11,11,7,16
Marylouise Isaacson,,,,,,0,22,22,14,16,10,9,10,7,8,16
Micah Mahjoubian,,,,,,,0,16,15,15,11,6,13,8,9,16
Judi Golding Baker,,,,,,,,1,9,12,10,9,9,6,10,16
Tom Young,,,,,,,,,1,12,13,10,7,11,11,16
Darrell L Clarke,,,,,,,,,,0,7,11,6,10,12,16
Joe Celentano,,,,,,,,,,,0,9,8,6,13,16
Jon Geeting,,,,,,,,,,,,0,3,4,14,16
Noam Kugelmass,,,,,,,,,,,,,0,4,15,16
Matthew D Myers,,,,,,,,,,,,,,1,16,16
Total,98,43,41,40,33,33,31,29,29,27,24,24,17,16,17,16
,United States Senator - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,17
,Bob Casey Jr,Andi Perez,Rhea Powell,Micah Mahjoubian,Marylouise Isaacson,Tom Young,Amanda Mcillmurray,Mariel J K Martin,Judi Golding Baker,Joe Celentano,Darrell L Clarke,Jon Geeting,Noam Kugelmass,Matthew D Myers,2,17
Bob Casey Jr,12,90,86,66,63,62,55,51,49,48,41,41,41,26,3,17
Andi Perez,,2,63,49,51,43,43,44,40,36,36,32,32,21,4,17
Rhea Powell,,,0,54,48,43,45,39,39,39,25,30,37,17,5,17
Micah Mahjoubian,,,,1,45,41,31,32,30,32,22,23,30,17,6,17
Marylouise Isaacson,,,,,0,38,35,38,34,24,24,20,24,18,7,17
Tom Young,,,,,,1,32,29,22,30,15,23,25,21,8,17
Amanda Mcillmurray,,,,,,,0,29,34,23,19,21,21,11,9,17
Mariel J K Martin,,,,,,,,0,27,18,20,15,19,17,10,17
Judi Golding Baker,,,,,,,,,0,19,18,17,16,14,11,17
Joe Celentano,,,,,,,,,,0,10,21,25,7,12,17
Darrell L Clarke,,,,,,,,,,,0,16,12,12,13,17
Jon Geeting,,,,,,,,,,,,0,10,10,14,17
Noam Kugelmass,,,,,,,,,,,,,0,11,15,17
Matthew D Myers,,,,,,,,,,,,,,0,16,17
Total,139,92,86,67,63,63,55,51,49,48,41,41,41,26,17,17
