col_1,col_2,col_3,division
,Representative In The General Assembly 174th District - Democrat,Governor - Democrat,All
,Ed Neilson,Tom Wolf,All
Ed Neilson,142,"1,174",All
Tom Wolf,,75,All
Total,"1,316","1,249",All
,Representative In The General Assembly 174th District - Democrat,Governor - Democrat,1
,Ed Neilson,Tom Wolf,1
Ed Neilson,5,46,1
Tom Wolf,,0,1
Total,51,46,1
,Representative In The General Assembly 174th District - Democrat,Governor - Democrat,2
,Ed Neilson,Tom Wolf,2
Ed Neilson,8,43,2
Tom Wolf,,4,2
Total,51,47,2
,Representative In The General Assembly 174th District - Democrat,Governor - Democrat,3
,Ed Neilson,Tom Wolf,3
Ed Neilson,2,44,3
Tom Wolf,,0,3
Total,46,44,3
,Representative In The General Assembly 174th District - Democrat,Governor - Democrat,4
,Ed Neilson,Tom Wolf,4
Ed Neilson,3,49,4
Tom Wolf,,3,4
Total,52,52,4
,Governor - Democrat,Representative In The General Assembly 174th District - Democrat,5
,Tom Wolf,Ed Neilson,5
Tom Wolf,4,35,5
Ed Neilson,,2,5
Total,39,37,5
,Governor - Democrat,Representative In The General Assembly 174th District - Democrat,6
,Tom Wolf,Ed Neilson,6
Tom Wolf,10,72,6
Ed Neilson,,7,6
Total,82,79,6
,Governor - Democrat,Representative In The General Assembly 174th District - Democrat,7
,Tom Wolf,Ed Neilson,7
Tom Wolf,5,42,7
Ed Neilson,,3,7
Total,47,45,7
,Representative In The General Assembly 174th District - Democrat,Governor - Democrat,8
,Ed Neilson,Tom Wolf,8
Ed Neilson,9,48,8
Tom Wolf,,0,8
Total,57,48,8
,Representative In The General Assembly 174th District - Democrat,Governor - Democrat,9
,Ed Neilson,Tom Wolf,9
Ed Neilson,5,31,9
Tom Wolf,,0,9
Total,36,31,9
,Representative In The General Assembly 174th District - Democrat,Governor - Democrat,10
,Ed Neilson,Tom Wolf,10
Ed Neilson,2,49,10
Tom Wolf,,2,10
Total,51,51,10
,Representative In The General Assembly 174th District - Democrat,Governor - Democrat,11
,Ed Neilson,Tom Wolf,11
Ed Neilson,8,47,11
Tom Wolf,,2,11
Total,55,49,11
,Representative In The General Assembly 174th District - Democrat,Governor - Democrat,12
,Ed Neilson,Tom Wolf,12
Ed Neilson,11,51,12
Tom Wolf,,2,12
Total,62,53,12
,Representative In The General Assembly 174th District - Democrat,Governor - Democrat,15
,Ed Neilson,Tom Wolf,15
Ed Neilson,5,43,15
Tom Wolf,,2,15
Total,48,45,15
,Representative In The General Assembly 174th District - Democrat,Governor - Democrat,16
,Ed Neilson,Tom Wolf,16
Ed Neilson,7,34,16
Tom Wolf,,1,16
Total,41,35,16
,Representative In The General Assembly 174th District - Democrat,Governor - Democrat,17
,Ed Neilson,Tom Wolf,17
Ed Neilson,14,63,17
Tom Wolf,,4,17
Total,77,67,17
,Representative In The General Assembly 174th District - Democrat,Governor - Democrat,18
,Ed Neilson,Tom Wolf,18
Ed Neilson,9,57,18
Tom Wolf,,2,18
Total,66,59,18
,Representative In The General Assembly 174th District - Democrat,Governor - Democrat,19
,Ed Neilson,Tom Wolf,19
Ed Neilson,8,33,19
Tom Wolf,,4,19
Total,41,37,19
,Representative In The General Assembly 174th District - Democrat,Governor - Democrat,20
,Ed Neilson,Tom Wolf,20
Ed Neilson,3,33,20
Tom Wolf,,0,20
Total,36,33,20
,Representative In The General Assembly 174th District - Democrat,Governor - Democrat,21
,Ed Neilson,Tom Wolf,21
Ed Neilson,9,60,21
Tom Wolf,,6,21
Total,69,66,21
,Representative In The General Assembly 174th District - Democrat,Governor - Democrat,22
,Ed Neilson,Tom Wolf,22
Ed Neilson,4,53,22
Tom Wolf,,2,22
Total,57,55,22
,Governor - Democrat,Representative In The General Assembly 174th District - Democrat,23
,Tom Wolf,Ed Neilson,23
Tom Wolf,4,46,23
Ed Neilson,,0,23
Total,50,46,23
,Governor - Democrat,Representative In The General Assembly 174th District - Democrat,24
,Tom Wolf,Ed Neilson,24
Tom Wolf,3,25,24
Ed Neilson,,2,24
Total,28,27,24
,Representative In The General Assembly 174th District - Democrat,Governor - Democrat,25
,Ed Neilson,Tom Wolf,25
Ed Neilson,5,31,25
Tom Wolf,,3,25
Total,36,34,25
,Governor - Democrat,Representative In The General Assembly 174th District - Democrat,26
,Tom Wolf,Ed Neilson,26
Tom Wolf,5,41,26
Ed Neilson,,3,26
Total,46,44,26
,Governor - Democrat,Representative In The General Assembly 174th District - Democrat,27
,Tom Wolf,Ed Neilson,27
Tom Wolf,4,49,27
Ed Neilson,,3,27
Total,53,52,27
,Representative In The General Assembly 174th District - Democrat,Governor - Democrat,28
,Ed Neilson,Tom Wolf,28
Ed Neilson,5,49,28
Tom Wolf,,3,28
Total,54,52,28
