col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Representative In Congress 3rd District - Democrat,,Member Of The Democratic State Committee 4th Senatorial District,,,,All
,Dwight Evans,Kevin Johnson,Sherrie Cohen,Qasim Rashad,Carla Cain,Chris Rabb,All
Dwight Evans,507,0,"3,468","3,208","3,082","2,376",All
Kevin Johnson,,33,317,276,272,324,All
Sherrie Cohen,,,25,"3,149","3,226","1,785",All
Qasim Rashad,,,,16,"3,063","1,680",All
Carla Cain,,,,,6,"1,650",All
Chris Rabb,,,,,,38,All
Total,"5,148",511,"3,890","3,572","3,436","2,772",All
,Representative In Congress 3rd District - Democrat,,Member Of The Democratic State Committee 4th Senatorial District,,,,1
,Dwight Evans,Kevin Johnson,Sherrie Cohen,Chris Rabb,Qasim Rashad,Carla Cain,1
Dwight Evans,11,0,81,69,73,66,1
Kevin Johnson,,1,8,9,7,5,1
Sherrie Cohen,,,1,40,65,68,1
Chris Rabb,,,,6,35,32,1
Qasim Rashad,,,,,0,63,1
Carla Cain,,,,,,0,1
Total,139,13,90,84,80,71,1
,Representative In Congress 3rd District - Democrat,,Member Of The Democratic State Committee 4th Senatorial District,,,,2
,Dwight Evans,Kevin Johnson,Sherrie Cohen,Carla Cain,Qasim Rashad,Chris Rabb,2
Dwight Evans,10,0,125,106,105,96,2
Kevin Johnson,,2,18,17,14,20,2
Sherrie Cohen,,,0,119,110,70,2
Carla Cain,,,,0,107,66,2
Qasim Rashad,,,,,0,65,2
Chris Rabb,,,,,,3,2
Total,182,29,144,124,121,120,2
,Representative In Congress 3rd District - Democrat,,Member Of The Democratic State Committee 4th Senatorial District,,,,3
,Dwight Evans,Kevin Johnson,Sherrie Cohen,Qasim Rashad,Carla Cain,Chris Rabb,3
Dwight Evans,16,0,134,124,118,94,3
Kevin Johnson,,0,15,12,14,15,3
Sherrie Cohen,,,0,123,124,68,3
Qasim Rashad,,,,0,117,66,3
Carla Cain,,,,,1,62,3
Chris Rabb,,,,,,0,3
Total,200,24,151,138,135,109,3
,Representative In Congress 3rd District - Democrat,,Member Of The Democratic State Committee 4th Senatorial District,,,,4
,Dwight Evans,Kevin Johnson,Sherrie Cohen,Qasim Rashad,Carla Cain,Chris Rabb,4
Dwight Evans,19,0,102,97,92,69,4
Kevin Johnson,,0,17,15,17,18,4
Sherrie Cohen,,,0,97,100,54,4
Qasim Rashad,,,,0,98,51,4
Carla Cain,,,,,0,54,4
Chris Rabb,,,,,,2,4
Total,156,28,120,113,110,89,4
,Representative In Congress 3rd District - Democrat,,Member Of The Democratic State Committee 4th Senatorial District,,,,5
,Dwight Evans,Kevin Johnson,Sherrie Cohen,Qasim Rashad,Chris Rabb,Carla Cain,5
Dwight Evans,8,0,118,116,110,112,5
Kevin Johnson,,2,19,13,16,14,5
Sherrie Cohen,,,0,109,73,116,5
Qasim Rashad,,,,0,74,109,5
Chris Rabb,,,,,2,72,5
Carla Cain,,,,,,0,5
Total,191,27,137,129,128,126,5
,Representative In Congress 3rd District - Democrat,,Member Of The Democratic State Committee 4th Senatorial District,,,,6
