col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,Member Of The Democratic State Committee 2nd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,All
,Mona Getzes Cohen,James Harrity,Meagan Ingerson,Erica Vanstone,Richard Lombardo,Catherine Bartch,Frank T Brzozowski,Marnie Aument Loughrey,Billy Cortes,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,All
Mona Getzes Cohen,2,22,27,17,17,15,11,10,9,21,15,5,3,0,All
James Harrity,,1,23,17,16,13,12,10,10,14,10,7,1,0,All
Meagan Ingerson,,,0,17,16,14,11,10,9,17,9,4,2,0,All
Erica Vanstone,,,,0,18,17,13,11,11,10,3,6,2,0,All
Richard Lombardo,,,,,0,14,13,11,10,10,3,5,3,0,All
Catherine Bartch,,,,,,0,10,10,9,10,1,5,2,0,All
Frank T Brzozowski,,,,,,,0,6,9,10,2,3,1,0,All
Marnie Aument Loughrey,,,,,,,,0,5,8,0,3,2,0,All
Billy Cortes,,,,,,,,,0,6,3,3,0,0,All
Mike Stack,,,,,,,,,,3,0,0,0,0,All
Kathi Cozzone,,,,,,,,,,,1,0,0,0,All
Nina Ahmad,,,,,,,,,,,,0,0,0,All
John Fetterman,,,,,,,,,,,,,0,0,All
Ray Sosa,,,,,,,,,,,,,,0,All
Total,46,33,32,21,21,18,16,13,12,33,17,8,3,0,All
,Member Of The Democratic State Committee 2nd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,1
,Mona Getzes Cohen,James Harrity,Meagan Ingerson,Erica Vanstone,Richard Lombardo,Frank T Brzozowski,Catherine Bartch,Billy Cortes,Marnie Aument Loughrey,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,1
Mona Getzes Cohen,2,14,17,11,11,9,9,7,6,14,9,2,1,0,1
James Harrity,,0,14,11,11,10,7,8,5,8,7,4,0,0,1
Meagan Ingerson,,,0,11,11,9,8,7,6,10,6,2,1,0,1
Erica Vanstone,,,,0,12,10,10,8,6,6,3,4,1,0,1
Richard Lombardo,,,,,0,10,8,8,7,6,3,4,1,0,1
Frank T Brzozowski,,,,,,0,7,7,5,7,2,3,1,0,1
Catherine Bartch,,,,,,,0,6,5,6,1,3,1,0,1
Billy Cortes,,,,,,,,0,3,4,3,2,0,0,1
Marnie Aument Loughrey,,,,,,,,,0,6,0,1,1,0,1
Mike Stack,,,,,,,,,,2,0,0,0,0,1
Kathi Cozzone,,,,,,,,,,,0,0,0,0,1
Nina Ahmad,,,,,,,,,,,,0,0,0,1
John Fetterman,,,,,,,,,,,,,0,0,1
Ray Sosa,,,,,,,,,,,,,,0,1
Total,28,19,19,14,14,13,11,9,8,20,9,4,1,0,1
,Member Of The Democratic State Committee 2nd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,2
,Mona Getzes Cohen,James Harrity,Meagan Ingerson,Catherine Bartch,Erica Vanstone,Richard Lombardo,Marnie Aument Loughrey,Billy Cortes,Frank T Brzozowski,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2
Mona Getzes Cohen,0,8,10,6,6,6,4,2,2,7,6,3,2,0,2
James Harrity,,1,9,6,6,5,5,2,2,6,3,3,1,0,2
Meagan Ingerson,,,0,6,6,5,4,2,2,7,3,2,1,0,2
Catherine Bartch,,,,0,7,6,5,3,3,4,0,2,1,0,2
Erica Vanstone,,,,,0,6,5,3,3,4,0,2,1,0,2
Richard Lombardo,,,,,,0,4,2,3,4,0,1,2,0,2
Marnie Aument Loughrey,,,,,,,0,2,1,2,0,2,1,0,2
Billy Cortes,,,,,,,,0,2,2,0,1,0,0,2
Frank T Brzozowski,,,,,,,,,0,3,0,0,0,0,2
Mike Stack,,,,,,,,,,1,0,0,0,0,2
Kathi Cozzone,,,,,,,,,,,1,0,0,0,2
Nina Ahmad,,,,,,,,,,,,0,0,0,2
John Fetterman,,,,,,,,,,,,,0,0,2
Ray Sosa,,,,,,,,,,,,,,0,2
Total,18,14,13,7,7,7,5,3,3,13,8,4,2,0,2
