col_1,col_2,col_3,col_4,col_5,order,division
,Member Of The - Democratic State Committee 4th Senatorial District,,,,1,All
,Sherrie Cohen,Chris Rabb,Qasim Rashad,Carla Cain,2,All
Sherrie Cohen,"2,333","10,541","11,835","12,111",3,All
Chris Rabb,,"3,762","10,037","10,041",4,All
Qasim Rashad,,,"1,140","11,637",5,All
Carla Cain,,,,656,6,All
Total,"15,552","14,925","13,628","13,274",7,All
