col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,Representative In The General Assembly 185th District - Democrat,,Representative In Congress 5th District - Democrat,,,,,,,,,,,,,All
,Maria P Donatucci,Evette Thompson,Rich Lazer,Lindy Li,Molly Sheehan,Theresa M Wright,Mary Gay Scanlon,Ashley Lunkenheimer,Greg Vitali,Thaddeus Kirkland,Margo Davidson,Larry Arata,Shelly Chauncey,Dan Muroff,David Wertime,All
Maria P Donatucci,231,0,"1,346",476,520,303,286,256,174,106,83,22,5,4,0,All
Evette Thompson,,1,10,1,3,11,1,1,2,0,0,0,0,0,0,All
Rich Lazer,,,211,0,0,0,0,0,0,0,0,0,0,0,0,All
Lindy Li,,,,92,0,0,0,0,0,0,0,0,0,0,0,All
Molly Sheehan,,,,,43,0,0,0,0,0,0,0,0,0,0,All
Theresa M Wright,,,,,,44,0,0,0,0,0,0,0,0,0,All
Mary Gay Scanlon,,,,,,,46,0,0,0,0,0,0,0,0,All
Ashley Lunkenheimer,,,,,,,,32,0,0,0,0,0,0,0,All
Greg Vitali,,,,,,,,,20,0,0,0,0,0,0,All
Thaddeus Kirkland,,,,,,,,,,14,0,0,0,0,0,All
Margo Davidson,,,,,,,,,,,23,0,0,0,0,All
Larry Arata,,,,,,,,,,,,6,0,0,0,All
Shelly Chauncey,,,,,,,,,,,,,0,0,0,All
Dan Muroff,,,,,,,,,,,,,,0,0,All
David Wertime,,,,,,,,,,,,,,,1,All
Total,"3,812",30,"1,567",569,566,358,333,289,196,120,106,28,5,4,1,All
