col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,division
,Representative In The General Assembly 177th District - Democrat,,,,Member Of The Democratic State Committee 2nd Senatorial District,,,,,,,,,All
,Joe Hohenstein,Maggie Borski,Dan Martino,Sean Kilkenny,Mona Getzes Cohen,James Harrity,Meagan Ingerson,Erica Vanstone,Richard Lombardo,Frank T Brzozowski,Catherine Bartch,Marnie Aument Loughrey,Billy Cortes,All
Joe Hohenstein,89,0,0,0,175,182,170,142,123,115,110,108,95,All
Maggie Borski,,12,0,0,32,30,29,35,24,21,28,24,19,All
Dan Martino,,,1,0,29,20,23,8,10,7,5,4,5,All
Sean Kilkenny,,,,8,13,15,16,12,13,10,8,9,13,All
Mona Getzes Cohen,,,,,2,152,174,133,106,91,99,90,82,All
James Harrity,,,,,,3,150,145,130,115,107,105,104,All
Meagan Ingerson,,,,,,,1,137,113,97,101,93,86,All
Erica Vanstone,,,,,,,,0,138,128,131,120,113,All
Richard Lombardo,,,,,,,,,0,115,100,93,97,All
Frank T Brzozowski,,,,,,,,,,0,91,88,83,All
Catherine Bartch,,,,,,,,,,,0,106,85,All
Marnie Aument Loughrey,,,,,,,,,,,,0,83,All
Billy Cortes,,,,,,,,,,,,,1,All
Total,403,59,41,31,251,250,239,197,170,153,151,145,133,All
,Representative In The General Assembly 177th District - Democrat,,,,Member Of The Democratic State Committee 2nd Senatorial District,,,,,,,,,1
,Joe Hohenstein,Dan Martino,Maggie Borski,Sean Kilkenny,James Harrity,Mona Getzes Cohen,Meagan Ingerson,Erica Vanstone,Billy Cortes,Richard Lombardo,Catherine Bartch,Marnie Aument Loughrey,Frank T Brzozowski,1
Joe Hohenstein,5,0,0,0,16,12,9,9,7,6,5,6,4,1
Dan Martino,,1,0,0,1,3,1,0,0,0,0,0,0,1
Maggie Borski,,,0,0,1,1,1,1,1,1,1,0,0,1
Sean Kilkenny,,,,0,0,0,0,0,0,0,0,0,0,1
James Harrity,,,,,1,8,7,9,8,6,6,6,3,1
Mona Getzes Cohen,,,,,,0,7,5,4,3,2,2,0,1
Meagan Ingerson,,,,,,,0,5,4,4,2,2,1,1
Erica Vanstone,,,,,,,,0,7,7,6,5,4,1
Billy Cortes,,,,,,,,,0,6,5,6,3,1
Richard Lombardo,,,,,,,,,,0,5,4,4,1
Catherine Bartch,,,,,,,,,,,0,3,3,1
Marnie Aument Loughrey,,,,,,,,,,,,0,3,1
Frank T Brzozowski,,,,,,,,,,,,,0,1
Total,31,4,1,0,19,16,11,10,8,7,6,6,4,1
,Representative In The General Assembly 177th District - Democrat,,,,Member Of The Democratic State Committee 2nd Senatorial District,,,,,,,,,3
,Joe Hohenstein,Dan Martino,Maggie Borski,Sean Kilkenny,James Harrity,Meagan Ingerson,Mona Getzes Cohen,Erica Vanstone,Richard Lombardo,Frank T Brzozowski,Billy Cortes,Catherine Bartch,Marnie Aument Loughrey,3
Joe Hohenstein,9,0,0,0,14,10,10,13,12,11,7,7,6,3
Dan Martino,,0,0,0,4,5,5,0,0,0,0,0,0,3
Maggie Borski,,,0,0,0,0,0,0,0,0,0,0,0,3
Sean Kilkenny,,,,0,0,0,0,0,0,0,0,0,0,3
James Harrity,,,,,0,10,9,8,7,8,4,5,4,3
Meagan Ingerson,,,,,,0,11,8,7,8,4,4,3,3
Mona Getzes Cohen,,,,,,,0,8,7,8,4,5,3,3
Erica Vanstone,,,,,,,,0,10,11,7,7,6,3
Richard Lombardo,,,,,,,,,0,10,6,6,6,3
Frank T Brzozowski,,,,,,,,,,0,7,7,6,3
Billy Cortes,,,,,,,,,,,0,5,5,3
Catherine Bartch,,,,,,,,,,,,0,3,3
Marnie Aument Loughrey,,,,,,,,,,,,,0,3
Total,34,6,0,0,18,15,15,13,12,11,7,7,6,3
,Representative In The General Assembly 177th District - Democrat,,,,Member Of The Democratic State Committee 2nd Senatorial District,,,,,,,,,4
,Joe Hohenstein,Dan Martino,Maggie Borski,Sean Kilkenny,Mona Getzes Cohen,James Harrity,Meagan Ingerson,Richard Lombardo,Erica Vanstone,Billy Cortes,Marnie Aument Loughrey,Catherine Bartch,Frank T Brzozowski,4
Joe Hohenstein,16,0,0,0,21,19,18,14,11,10,10,10,9,4
Dan Martino,,0,0,0,4,3,4,2,1,1,1,0,1,4
Maggie Borski,,,1,0,1,1,1,0,1,0,0,0,0,4
Sean Kilkenny,,,,0,1,1,1,2,1,2,1,1,1,4
Mona Getzes Cohen,,,,,1,18,17,13,9,10,7,7,7,4
James Harrity,,,,,,0,18,14,10,10,9,8,8,4
Meagan Ingerson,,,,,,,0,12,9,9,7,6,8,4
Richard Lombardo,,,,,,,,0,11,8,9,8,11,4
Erica Vanstone,,,,,,,,,0,7,6,7,7,4
Billy Cortes,,,,,,,,,,0,6,4,5,4
Marnie Aument Loughrey,,,,,,,,,,,0,7,6,4
Catherine Bartch,,,,,,,,,,,,0,4,4
Frank T Brzozowski,,,,,,,,,,,,,0,4
Total,48,7,5,3,28,24,24,18,14,13,12,11,11,4
,Representative In The General Assembly 177th District - Democrat,,,,Member Of The Democratic State Committee 2nd Senatorial District,,,,,,,,,8
,Joe Hohenstein,Dan Martino,Maggie Borski,Sean Kilkenny,Mona Getzes Cohen,James Harrity,Meagan Ingerson,Erica Vanstone,Richard Lombardo,Frank T Brzozowski,Billy Cortes,Catherine Bartch,Marnie Aument Loughrey,8
Joe Hohenstein,9,0,0,0,43,32,33,29,27,26,25,26,23,8
Dan Martino,,0,0,0,2,5,2,3,4,4,2,2,1,8
Maggie Borski,,,0,0,4,3,3,2,2,2,1,0,1,8
Sean Kilkenny,,,,0,1,1,2,1,1,1,1,0,0,8
Mona Getzes Cohen,,,,,0,27,33,25,23,22,20,19,17,8
James Harrity,,,,,,0,27,26,26,24,21,19,18,8
Meagan Ingerson,,,,,,,0,26,24,22,22,19,16,8
Erica Vanstone,,,,,,,,0,27,28,26,22,19,8
Richard Lombardo,,,,,,,,,0,25,21,20,16,8
Frank T Brzozowski,,,,,,,,,,0,22,18,17,8
Billy Cortes,,,,,,,,,,,1,21,16,8
Catherine Bartch,,,,,,,,,,,,0,16,8
Marnie Aument Loughrey,,,,,,,,,,,,,0,8
Total,68,6,4,2,50,41,40,35,34,33,30,28,25,8
,Representative In The General Assembly 177th District - Democrat,,,,Member Of The Democratic State Committee 2nd Senatorial District,,,,,,,,,9
,Joe Hohenstein,Maggie Borski,Sean Kilkenny,Dan Martino,Meagan Ingerson,James Harrity,Mona Getzes Cohen,Erica Vanstone,Catherine Bartch,Richard Lombardo,Frank T Brzozowski,Marnie Aument Loughrey,Billy Cortes,9
Joe Hohenstein,17,0,0,0,37,37,33,31,23,23,20,19,12,9
Maggie Borski,,2,0,0,9,8,10,11,9,3,5,6,5,9
Sean Kilkenny,,,6,0,4,3,2,3,2,2,2,2,3,9
Dan Martino,,,,0,5,4,6,2,2,2,0,0,2,9
