col_1,col_2,col_3,division
,United States Senator - Republican,,1
,Lou Barletta,Jim Christiana,1
Lou Barletta,6,0,1
Jim Christiana,,3,1
Total,6,3,1
,United States Senator - Republican,,2
,Lou Barletta,Jim Christiana,2
Lou Barletta,5,0,2
Jim Christiana,,4,2
Total,5,4,2
,United States Senator - Republican,,3
,Lou Barletta,Jim Christiana,3
Lou Barletta,8,0,3
Jim Christiana,,4,3
Total,8,4,3
,United States Senator - Republican,,4
,Jim Christiana,Lou Barletta,4
Jim Christiana,5,0,4
Lou Barletta,,1,4
Total,5,1,4
,United States Senator - Republican,,5
,Lou Barletta,Jim Christiana,5
Lou Barletta,14,0,5
Jim Christiana,,12,5
Total,14,12,5
,United States Senator - Republican,,6
,Jim Christiana,Lou Barletta,6
Jim Christiana,7,0,6
Lou Barletta,,6,6
Total,7,6,6
,United States Senator - Republican,,7
,Lou Barletta,Jim Christiana,7
Lou Barletta,14,0,7
Jim Christiana,,6,7
Total,14,6,7
,United States Senator - Republican,,8
,Lou Barletta,Jim Christiana,8
Lou Barletta,11,0,8
Jim Christiana,,8,8
Total,11,8,8
,United States Senator - Republican,,9
,Jim Christiana,Lou Barletta,9
Jim Christiana,8,0,9
Lou Barletta,,8,9
Total,8,8,9
,United States Senator - Republican,,10
,Lou Barletta,Jim Christiana,10
Lou Barletta,14,0,10
Jim Christiana,,7,10
Total,14,7,10
,United States Senator - Republican,,11
,Lou Barletta,Jim Christiana,11
Lou Barletta,8,0,11
Jim Christiana,,2,11
Total,8,2,11
,United States Senator - Republican,,12
,Lou Barletta,Jim Christiana,12
Lou Barletta,7,0,12
Jim Christiana,,3,12
Total,7,3,12
,United States Senator - Republican,,13
,Jim Christiana,Lou Barletta,13
Jim Christiana,8,0,13
Lou Barletta,,7,13
Total,8,7,13
,United States Senator - Republican,,14
,Lou Barletta,Jim Christiana,14
Lou Barletta,6,0,14
Jim Christiana,,2,14
Total,6,2,14
,United States Senator - Republican,,15
,Lou Barletta,Jim Christiana,15
Lou Barletta,11,0,15
Jim Christiana,,10,15
Total,11,10,15
,United States Senator - Republican,,16
,Lou Barletta,Jim Christiana,16
Lou Barletta,12,0,16
Jim Christiana,,8,16
Total,12,8,16
,United States Senator - Republican,,17
,Lou Barletta,Jim Christiana,17
Lou Barletta,10,0,17
Jim Christiana,,4,17
Total,10,4,17
,United States Senator - Republican,,18
,Lou Barletta,Jim Christiana,18
Lou Barletta,15,0,18
Jim Christiana,,5,18
Total,15,5,18
,United States Senator - Republican,,19
,Lou Barletta,Jim Christiana,19
Lou Barletta,9,0,19
Jim Christiana,,5,19
Total,9,5,19
,United States Senator - Republican,,20
,Lou Barletta,Jim Christiana,20
Lou Barletta,8,0,20
Jim Christiana,,3,20
Total,8,3,20
,United States Senator - Republican,,21
,Lou Barletta,Jim Christiana,21
Lou Barletta,14,0,21
Jim Christiana,,12,21
Total,14,12,21
,United States Senator - Republican,,22
,Lou Barletta,Jim Christiana,22
Lou Barletta,3,0,22
Jim Christiana,,2,22
Total,3,2,22
,United States Senator - Republican,,23
,Lou Barletta,Jim Christiana,23
Lou Barletta,11,0,23
Jim Christiana,,6,23
Total,11,6,23
,United States Senator - Republican,,24
,Jim Christiana,Lou Barletta,24
Jim Christiana,18,0,24
Lou Barletta,,13,24
Total,18,13,24
,United States Senator - Republican,,25
,Jim Christiana,Lou Barletta,25
Jim Christiana,11,0,25
Lou Barletta,,11,25
Total,11,11,25
,United States Senator - Republican,,26
,Lou Barletta,Jim Christiana,26
Lou Barletta,6,0,26
Jim Christiana,,4,26
Total,6,4,26
,United States Senator - Republican,,27
,Jim Christiana,Lou Barletta,27
Jim Christiana,3,0,27
Lou Barletta,,1,27
Total,3,1,27
,United States Senator - Republican,,28
,Lou Barletta,Jim Christiana,28
Lou Barletta,6,0,28
Jim Christiana,,2,28
Total,6,2,28
,United States Senator - Republican,,29
,Lou Barletta,Jim Christiana,29
Lou Barletta,22,0,29
Jim Christiana,,19,29
Total,22,19,29
,United States Senator - Republican,,30
,Lou Barletta,Jim Christiana,30
Lou Barletta,8,0,30
Jim Christiana,,5,30
Total,8,5,30
,United States Senator - Republican,,All
,Lou Barletta,Jim Christiana,All
Lou Barletta,275,0,All
Jim Christiana,,196,All
Total,275,196,All
