col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,division
,Member Of The Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1
,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Liam G Boyle,Linda Norris,Monica Maria Djerassi,Lisa Rhodes,Kevin Bundy,Rebecca Poyourow,John Brady,Joe Khan,Jacque Whaumbush,Nat Lownes,1
Kathryn S Huggins,6,27,25,22,19,17,15,11,5,5,2,2,2,1
Dewayne Drummond,,0,25,23,18,17,16,10,6,4,4,2,1,1
Ken Washington,,,1,22,17,16,14,9,4,3,2,2,2,1
Liam G Boyle,,,,0,14,14,14,7,2,1,1,0,1,1
Linda Norris,,,,,0,15,16,4,3,4,1,3,1,1
Monica Maria Djerassi,,,,,,0,13,2,1,0,1,3,1,1
Lisa Rhodes,,,,,,,1,2,2,2,1,1,0,1
Kevin Bundy,,,,,,,,1,4,2,2,2,2,1
Rebecca Poyourow,,,,,,,,,0,3,3,1,1,1
John Brady,,,,,,,,,,0,1,0,0,1
Joe Khan,,,,,,,,,,,0,1,0,1
Jacque Whaumbush,,,,,,,,,,,,0,1,1
Nat Lownes,,,,,,,,,,,,,0,1
Total,35,30,27,23,20,18,17,12,6,5,4,3,2,1
,Member Of The Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,2
,Kathryn S Huggins,Ken Washington,Dewayne Drummond,Liam G Boyle,Lisa Rhodes,Kevin Bundy,Monica Maria Djerassi,John Brady,Linda Norris,Jacque Whaumbush,Nat Lownes,Rebecca Poyourow,Joe Khan,2
Kathryn S Huggins,19,34,26,26,21,16,14,9,11,6,5,5,1,2
Ken Washington,,3,27,27,15,14,15,4,12,5,3,5,1,2
Dewayne Drummond,,,4,25,13,13,13,4,10,3,3,3,0,2
Liam G Boyle,,,,0,11,13,10,2,11,0,3,1,0,2
Lisa Rhodes,,,,,0,3,13,4,12,4,1,2,0,2
Kevin Bundy,,,,,,1,2,1,2,1,4,2,0,2
Monica Maria Djerassi,,,,,,,0,3,10,4,1,3,1,2
John Brady,,,,,,,,2,1,3,1,2,1,2
Linda Norris,,,,,,,,,0,0,1,0,0,2
Jacque Whaumbush,,,,,,,,,,0,1,4,1,2
Nat Lownes,,,,,,,,,,,0,2,0,2
Rebecca Poyourow,,,,,,,,,,,,0,1,2
Joe Khan,,,,,,,,,,,,,0,2
Total,66,39,34,28,23,17,17,13,13,6,5,5,1,2
,Member Of The Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,3
,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Lisa Rhodes,Liam G Boyle,Monica Maria Djerassi,Linda Norris,Kevin Bundy,John Brady,Rebecca Poyourow,Jacque Whaumbush,Joe Khan,Nat Lownes,3
Kathryn S Huggins,11,48,43,37,36,27,27,26,10,9,8,5,6,3
Dewayne Drummond,,1,42,29,35,24,26,27,9,5,7,2,6,3
Ken Washington,,,1,25,32,21,22,22,8,4,5,1,4,3
Lisa Rhodes,,,,2,24,22,23,13,8,5,5,5,2,3
Liam G Boyle,,,,,0,20,21,23,3,1,2,4,0,3
Monica Maria Djerassi,,,,,,0,21,11,9,6,4,3,3,3
Linda Norris,,,,,,,0,11,6,4,5,3,3,3
Kevin Bundy,,,,,,,,0,4,3,0,1,2,3
John Brady,,,,,,,,,1,5,2,2,2,3
Rebecca Poyourow,,,,,,,,,,0,3,3,2,3
Jacque Whaumbush,,,,,,,,,,,0,2,3,3
Joe Khan,,,,,,,,,,,,0,0,3
Nat Lownes,,,,,,,,,,,,,0,3
Total,69,52,47,41,40,30,29,28,13,9,8,6,6,3
,Member Of The Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,4
,Kathryn S Huggins,Ken Washington,Dewayne Drummond,Liam G Boyle,Lisa Rhodes,Kevin Bundy,Monica Maria Djerassi,Linda Norris,John Brady,Rebecca Poyourow,Jacque Whaumbush,Joe Khan,Nat Lownes,4
Kathryn S Huggins,6,31,32,22,21,17,18,16,5,9,7,3,4,4
Ken Washington,,2,29,23,18,16,15,15,5,5,4,5,3,4
Dewayne Drummond,,,1,22,19,16,15,14,5,6,5,3,3,4
Liam G Boyle,,,,0,12,12,12,12,2,2,0,2,2,4
Lisa Rhodes,,,,,0,6,14,15,3,5,5,3,1,4
Kevin Bundy,,,,,,0,4,3,5,6,3,4,3,4
Monica Maria Djerassi,,,,,,,1,13,3,6,4,1,1,4
Linda Norris,,,,,,,,0,0,2,2,1,1,4
John Brady,,,,,,,,,2,3,2,3,2,4
Rebecca Poyourow,,,,,,,,,,0,5,1,3,4
Jacque Whaumbush,,,,,,,,,,,0,0,0,4
Joe Khan,,,,,,,,,,,,0,1,4
Nat Lownes,,,,,,,,,,,,,0,4
Total,43,35,34,23,22,19,19,16,9,9,7,5,4,4
,Member Of The Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,5
,Kathryn S Huggins,Dewayne Drummond,Liam G Boyle,Ken Washington,Lisa Rhodes,Kevin Bundy,Linda Norris,Monica Maria Djerassi,Rebecca Poyourow,John Brady,Nat Lownes,Jacque Whaumbush,Joe Khan,5
Kathryn S Huggins,8,35,33,31,28,19,16,15,6,4,2,2,2,5
Dewayne Drummond,,1,33,31,17,16,14,13,5,3,2,2,1,5
Liam G Boyle,,,0,31,16,16,13,13,5,3,2,1,1,5
Ken Washington,,,,0,14,16,12,13,6,3,2,0,1,5
Lisa Rhodes,,,,,2,6,15,16,4,0,1,2,0,5
Kevin Bundy,,,,,,1,3,3,5,3,2,1,1,5
Linda Norris,,,,,,,0,13,3,2,0,2,0,5
Monica Maria Djerassi,,,,,,,,0,3,0,1,1,0,5
Rebecca Poyourow,,,,,,,,,0,2,2,1,0,5
John Brady,,,,,,,,,,0,1,0,2,5
Nat Lownes,,,,,,,,,,,0,0,0,5
Jacque Whaumbush,,,,,,,,,,,,0,0,5
Joe Khan,,,,,,,,,,,,,0,5
Total,58,38,35,34,31,22,17,16,7,5,3,2,2,5
,Member Of The Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,6
