col_1,col_2,col_3,col_4,col_5,division
,Member Of The Republican State Committee 1st Congressional District,,,,1
,Christopher M Vogler,Michael A Cibik,Maria Digiorgio Mccolgan,Theresa A Dintino,1
Christopher M Vogler,0,4,3,3,1
Michael A Cibik,,0,3,3,1
Maria Digiorgio Mccolgan,,,0,3,1
Theresa A Dintino,,,,0,1
Total,4,4,3,3,1
,Member Of The Republican State Committee 1st Congressional District,,,,3
,Theresa A Dintino,Christopher M Vogler,Maria Digiorgio Mccolgan,Michael A Cibik,3
Theresa A Dintino,1,0,0,0,3
Christopher M Vogler,,0,0,0,3
Maria Digiorgio Mccolgan,,,0,0,3
Michael A Cibik,,,,0,3
Total,1,0,0,0,3
,Member Of The Republican State Committee 1st Congressional District,,,,4
,Christopher M Vogler,Maria Digiorgio Mccolgan,Michael A Cibik,Theresa A Dintino,4
Christopher M Vogler,0,1,1,1,4
Maria Digiorgio Mccolgan,,0,1,1,4
Michael A Cibik,,,0,1,4
Theresa A Dintino,,,,0,4
Total,1,1,1,1,4
,Member Of The Republican State Committee 1st Congressional District,,,,7
,Christopher M Vogler,Maria Digiorgio Mccolgan,Michael A Cibik,Theresa A Dintino,7
Christopher M Vogler,0,2,2,2,7
Maria Digiorgio Mccolgan,,0,2,2,7
Michael A Cibik,,,0,2,7
Theresa A Dintino,,,,0,7
Total,2,2,2,2,7
,Member Of The Republican State Committee 1st Congressional District,,,,9
,Christopher M Vogler,Maria Digiorgio Mccolgan,Michael A Cibik,Theresa A Dintino,9
Christopher M Vogler,1,1,1,1,9
Maria Digiorgio Mccolgan,,0,1,1,9
Michael A Cibik,,,0,1,9
Theresa A Dintino,,,,0,9
Total,2,1,1,1,9
,Member Of The Republican State Committee 1st Congressional District,,,,10
,Michael A Cibik,Christopher M Vogler,Maria Digiorgio Mccolgan,Theresa A Dintino,10
Michael A Cibik,1,0,0,0,10
Christopher M Vogler,,0,0,0,10
Maria Digiorgio Mccolgan,,,0,0,10
Theresa A Dintino,,,,0,10
Total,1,0,0,0,10
,Member Of The Republican State Committee 1st Congressional District,,,,11
,Maria Digiorgio Mccolgan,Theresa A Dintino,Christopher M Vogler,Michael A Cibik,11
Maria Digiorgio Mccolgan,0,3,0,1,11
Theresa A Dintino,,0,0,1,11
Christopher M Vogler,,,1,0,11
Michael A Cibik,,,,0,11
Total,3,3,1,1,11
,Member Of The Republican State Committee 1st Congressional District,,,,12
,Theresa A Dintino,Christopher M Vogler,Maria Digiorgio Mccolgan,Michael A Cibik,12
Theresa A Dintino,1,0,0,0,12
Christopher M Vogler,,0,0,0,12
Maria Digiorgio Mccolgan,,,0,0,12
Michael A Cibik,,,,0,12
Total,1,0,0,0,12
,Member Of The Republican State Committee 1st Congressional District,,,,14
,Theresa A Dintino,Christopher M Vogler,Maria Digiorgio Mccolgan,Michael A Cibik,14
Theresa A Dintino,1,1,1,1,14
Christopher M Vogler,,0,1,1,14
Maria Digiorgio Mccolgan,,,0,1,14
Michael A Cibik,,,,0,14
Total,2,1,1,1,14
,Member Of The Republican State Committee 1st Congressional District,,,,15
,Christopher M Vogler,Maria Digiorgio Mccolgan,Michael A Cibik,Theresa A Dintino,15
Christopher M Vogler,0,1,1,1,15
Maria Digiorgio Mccolgan,,0,1,1,15
Michael A Cibik,,,0,1,15
Theresa A Dintino,,,,0,15
Total,1,1,1,1,15
,Member Of The Republican State Committee 1st Congressional District,,,,16
,Maria Digiorgio Mccolgan,Christopher M Vogler,Michael A Cibik,Theresa A Dintino,16
Maria Digiorgio Mccolgan,1,0,0,0,16
Christopher M Vogler,,0,0,0,16
Michael A Cibik,,,0,0,16
Theresa A Dintino,,,,0,16
Total,1,0,0,0,16
,Member Of The Republican State Committee 1st Congressional District,,,,17
,Michael A Cibik,Theresa A Dintino,Christopher M Vogler,Maria Digiorgio Mccolgan,17
Michael A Cibik,0,2,1,1,17
Theresa A Dintino,,0,1,1,17
Christopher M Vogler,,,0,1,17
Maria Digiorgio Mccolgan,,,,0,17
Total,2,2,1,1,17
,Member Of The Republican State Committee 1st Congressional District,,,,19
,Maria Digiorgio Mccolgan,Michael A Cibik,Christopher M Vogler,Theresa A Dintino,19
Maria Digiorgio Mccolgan,1,0,0,0,19
Michael A Cibik,,1,0,0,19
Christopher M Vogler,,,0,0,19
Theresa A Dintino,,,,0,19
Total,1,1,0,0,19
,Member Of The Republican State Committee 1st Congressional District,,,,20
,Michael A Cibik,Theresa A Dintino,Christopher M Vogler,Maria Digiorgio Mccolgan,20
Michael A Cibik,1,2,2,2,20
Theresa A Dintino,,1,2,2,20
Christopher M Vogler,,,0,2,20
Maria Digiorgio Mccolgan,,,,0,20
Total,3,3,2,2,20
,Member Of The Republican State Committee 1st Congressional District,,,,21
,Christopher M Vogler,Michael A Cibik,Maria Digiorgio Mccolgan,Theresa A Dintino,21
Christopher M Vogler,0,1,0,0,21
Michael A Cibik,,0,0,0,21
Maria Digiorgio Mccolgan,,,0,0,21
Theresa A Dintino,,,,0,21
Total,1,1,0,0,21
,Member Of The Republican State Committee 1st Congressional District,,,,22
,Maria Digiorgio Mccolgan,Michael A Cibik,Theresa A Dintino,Christopher M Vogler,22
Maria Digiorgio Mccolgan,1,0,0,0,22
Michael A Cibik,,0,1,0,22
Theresa A Dintino,,,0,0,22
Christopher M Vogler,,,,0,22
Total,1,1,1,0,22
,Member Of The Republican State Committee 1st Congressional District,,,,24
,Maria Digiorgio Mccolgan,Michael A Cibik,Theresa A Dintino,Christopher M Vogler,24
Maria Digiorgio Mccolgan,0,2,3,2,24
Michael A Cibik,,1,2,2,24
Theresa A Dintino,,,0,2,24
Christopher M Vogler,,,,0,24
Total,3,3,3,2,24
,Member Of The Republican State Committee 1st Congressional District,,,,25
,Maria Digiorgio Mccolgan,Christopher M Vogler,Michael A Cibik,Theresa A Dintino,25
Maria Digiorgio Mccolgan,2,2,1,2,25
Christopher M Vogler,,0,2,2,25
Michael A Cibik,,,0,1,25
Theresa A Dintino,,,,0,25
Total,4,3,2,2,25
,Member Of The Republican State Committee 1st Congressional District,,,,28
,Maria Digiorgio Mccolgan,Michael A Cibik,Theresa A Dintino,Christopher M Vogler,28
Maria Digiorgio Mccolgan,2,5,4,4,28
Michael A Cibik,,1,4,4,28
Theresa A Dintino,,,1,4,28
Christopher M Vogler,,,,0,28
Total,7,6,5,4,28
,Member Of The Republican State Committee 1st Congressional District,,,,32
,Maria Digiorgio Mccolgan,Christopher M Vogler,Michael A Cibik,Theresa A Dintino,32
Maria Digiorgio Mccolgan,1,1,1,1,32
Christopher M Vogler,,0,1,1,32
Michael A Cibik,,,0,1,32
Theresa A Dintino,,,,0,32
Total,2,1,1,1,32
,Member Of The Republican State Committee 1st Congressional District,,,,33
,Christopher M Vogler,Maria Digiorgio Mccolgan,Michael A Cibik,Theresa A Dintino,33
Christopher M Vogler,1,0,0,0,33
Maria Digiorgio Mccolgan,,0,0,0,33
Michael A Cibik,,,0,0,33
Theresa A Dintino,,,,0,33
Total,1,0,0,0,33
,Member Of The Republican State Committee 1st Congressional District,,,,35
,Theresa A Dintino,Christopher M Vogler,Maria Digiorgio Mccolgan,Michael A Cibik,35
Theresa A Dintino,2,0,0,0,35
Christopher M Vogler,,0,1,0,35
Maria Digiorgio Mccolgan,,,0,0,35
Michael A Cibik,,,,0,35
Total,2,1,1,0,35
,Member Of The Republican State Committee 1st Congressional District,,,,36
,Maria Digiorgio Mccolgan,Christopher M Vogler,Michael A Cibik,Theresa A Dintino,36
Maria Digiorgio Mccolgan,1,1,1,1,36
Christopher M Vogler,,0,1,1,36
Michael A Cibik,,,0,1,36
Theresa A Dintino,,,,0,36
Total,2,1,1,1,36
,Member Of The Republican State Committee 1st Congressional District,,,,37
,Christopher M Vogler,Maria Digiorgio Mccolgan,Theresa A Dintino,Michael A Cibik,37
Christopher M Vogler,2,2,2,2,37
Maria Digiorgio Mccolgan,,1,2,2,37
Theresa A Dintino,,,1,2,37
Michael A Cibik,,,,0,37
Total,4,3,3,2,37
,Member Of The Republican State Committee 1st Congressional District,,,,38
,Maria Digiorgio Mccolgan,Christopher M Vogler,Michael A Cibik,Theresa A Dintino,38
Maria Digiorgio Mccolgan,1,2,2,2,38
Christopher M Vogler,,0,2,2,38
Michael A Cibik,,,0,2,38
Theresa A Dintino,,,,0,38
Total,3,2,2,2,38
