col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Member Of The Republican State Committee 13th Congressional District,,,,,Lieutenant Governor - Republican,,,,All
,Camille G Mccolgan,Margaret L Recupido,Dan Tinney,Linwood Holland,Joseph Giedemann,Kathy Coder,Diana Irey Vaughan,Jeff Bartos,Peg Luksik,All
Camille G Mccolgan,79,"2,113","1,388","1,629","1,274","1,230",867,734,137,All
Margaret L Recupido,,74,"1,224","1,497","1,126","1,112",803,667,120,All
Dan Tinney,,,44,837,"1,610",617,833,799,150,All
Linwood Holland,,,,62,754,"1,086",693,492,68,All
Joseph Giedemann,,,,,24,544,738,660,119,All
Kathy Coder,,,,,,198,0,0,0,All
Diana Irey Vaughan,,,,,,,228,0,0,All
Jeff Bartos,,,,,,,,181,0,All
Peg Luksik,,,,,,,,,44,All
Total,"3,185","2,900","2,547","2,517","2,172","2,157","1,903","1,427",269,All
