col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,division
,Representative In Congress 5th District - Democrat,,,,,,,,,,,,,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1
,Rich Lazer,Lindy Li,Molly Sheehan,Ashley Lunkenheimer,Greg Vitali,Mary Gay Scanlon,Theresa M Wright,Dan Muroff,David Wertime,Larry Arata,Margo Davidson,Shelly Chauncey,Thaddeus Kirkland,Micah Mahjoubian,Tom Young,Matthew D Myers,Andi Perez,Mariel J K Martin,Marylouise Isaacson,Darrell L Clarke,Joe Celentano,Rhea Powell,Jon Geeting,Noam Kugelmass,Amanda Mcillmurray,Judi Golding Baker,1
Rich Lazer,9,0,0,0,0,0,0,0,0,0,0,0,0,22,19,23,17,18,15,16,5,3,2,2,1,1,1
Lindy Li,,3,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,1,0,2,1,1,1,0,0,1
Molly Sheehan,,,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,3,2,0,1,1,1,1
Ashley Lunkenheimer,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,1,0,0,0,1
Greg Vitali,,,,,0,0,0,0,0,0,0,0,0,2,2,1,1,2,2,1,3,1,0,1,1,0,1
Mary Gay Scanlon,,,,,,1,0,0,0,0,0,0,0,1,0,0,1,1,2,2,1,2,2,1,0,1,1
Theresa M Wright,,,,,,,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,1
Dan Muroff,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
David Wertime,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Larry Arata,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Margo Davidson,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Shelly Chauncey,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Thaddeus Kirkland,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Micah Mahjoubian,,,,,,,,,,,,,,0,24,18,20,19,20,18,5,6,5,6,2,2,1
Tom Young,,,,,,,,,,,,,,,1,17,19,17,19,16,4,4,3,4,1,1,1
Matthew D Myers,,,,,,,,,,,,,,,,0,16,18,15,16,2,0,0,0,0,1,1
Andi Perez,,,,,,,,,,,,,,,,,0,18,20,17,5,5,5,6,2,3,1
Mariel J K Martin,,,,,,,,,,,,,,,,,,0,17,16,3,3,2,3,3,2,1
Marylouise Isaacson,,,,,,,,,,,,,,,,,,,0,17,6,6,4,6,2,3,1
Darrell L Clarke,,,,,,,,,,,,,,,,,,,,0,2,2,2,2,1,2,1
Joe Celentano,,,,,,,,,,,,,,,,,,,,,2,5,5,6,3,1,1
Rhea Powell,,,,,,,,,,,,,,,,,,,,,,0,5,6,2,2,1
Jon Geeting,,,,,,,,,,,,,,,,,,,,,,,0,5,1,1,1
Noam Kugelmass,,,,,,,,,,,,,,,,,,,,,,,,0,3,2,1
Amanda Mcillmurray,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
Judi Golding Baker,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,41,6,6,4,4,4,2,0,0,0,0,0,0,30,27,25,22,22,22,20,19,12,7,7,3,3,1
,Representative In Congress 5th District - Democrat,,,,,,,,,,,,,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,2
,Rich Lazer,Molly Sheehan,Mary Gay Scanlon,Ashley Lunkenheimer,Lindy Li,Greg Vitali,Theresa M Wright,Dan Muroff,David Wertime,Larry Arata,Margo Davidson,Shelly Chauncey,Thaddeus Kirkland,Joe Celentano,Marylouise Isaacson,Rhea Powell,Matthew D Myers,Micah Mahjoubian,Darrell L Clarke,Mariel J K Martin,Tom Young,Andi Perez,Amanda Mcillmurray,Judi Golding Baker,Noam Kugelmass,Jon Geeting,2
Rich Lazer,14,0,0,0,0,0,0,0,0,0,0,0,0,16,13,9,17,10,19,14,14,10,7,4,3,6,2
Molly Sheehan,,1,0,0,0,0,0,0,0,0,0,0,0,3,6,7,6,5,3,2,4,3,4,5,3,3,2
Mary Gay Scanlon,,,2,0,0,0,0,0,0,0,0,0,0,5,3,3,2,3,1,2,0,4,3,4,3,0,2
Ashley Lunkenheimer,,,,4,0,0,0,0,0,0,0,0,0,2,2,3,1,4,2,2,2,0,1,1,2,0,2
Lindy Li,,,,,3,0,0,0,0,0,0,0,0,3,3,3,0,2,0,2,1,2,3,1,1,0,2
Greg Vitali,,,,,,1,0,0,0,0,0,0,0,2,0,1,0,1,0,1,1,1,1,0,1,0,2
Theresa M Wright,,,,,,,0,0,0,0,0,0,0,1,2,3,0,1,0,1,1,2,1,1,2,1,2
Dan Muroff,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
David Wertime,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Larry Arata,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Margo Davidson,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Shelly Chauncey,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Thaddeus Kirkland,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Joe Celentano,,,,,,,,,,,,,,0,15,21,10,14,12,15,14,12,14,11,13,8,2
Marylouise Isaacson,,,,,,,,,,,,,,,0,18,15,19,15,20,19,17,14,12,8,6,2
Rhea Powell,,,,,,,,,,,,,,,,0,10,15,11,14,13,12,17,13,12,7,2
Matthew D Myers,,,,,,,,,,,,,,,,,0,11,17,14,12,11,9,8,4,7,2
Micah Mahjoubian,,,,,,,,,,,,,,,,,,0,13,16,17,16,9,8,11,2,2
Darrell L Clarke,,,,,,,,,,,,,,,,,,,0,17,13,11,6,6,4,4,2
Mariel J K Martin,,,,,,,,,,,,,,,,,,,,0,15,14,10,9,5,3,2
Tom Young,,,,,,,,,,,,,,,,,,,,,0,17,10,5,7,7,2
Andi Perez,,,,,,,,,,,,,,,,,,,,,,0,9,9,7,5,2
Amanda Mcillmurray,,,,,,,,,,,,,,,,,,,,,,,0,11,7,5,2
Judi Golding Baker,,,,,,,,,,,,,,,,,,,,,,,,0,5,4,2
Noam Kugelmass,,,,,,,,,,,,,,,,,,,,,,,,,0,4,2
Jon Geeting,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,47,11,9,8,6,3,3,0,0,0,0,0,0,32,30,29,27,27,26,25,24,23,20,16,15,10,2
,Representative In Congress 5th District - Democrat,,,,,,,,,,,,,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,3
,Rich Lazer,Greg Vitali,Mary Gay Scanlon,Molly Sheehan,Ashley Lunkenheimer,Lindy Li,Theresa M Wright,Larry Arata,Dan Muroff,David Wertime,Margo Davidson,Shelly Chauncey,Thaddeus Kirkland,Joe Celentano,Matthew D Myers,Darrell L Clarke,Tom Young,Micah Mahjoubian,Rhea Powell,Judi Golding Baker,Mariel J K Martin,Marylouise Isaacson,Andi Perez,Noam Kugelmass,Jon Geeting,Amanda Mcillmurray,3
Rich Lazer,14,0,0,0,0,0,0,0,0,0,0,0,0,16,11,10,5,6,9,9,5,5,5,5,3,5,3
Greg Vitali,,2,0,0,0,0,0,0,0,0,0,0,0,5,1,1,2,1,0,0,1,1,1,1,0,0,3
Mary Gay Scanlon,,,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,1,3
Molly Sheehan,,,,1,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,0,2,2,2,1,3,1,3
Ashley Lunkenheimer,,,,,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3
Lindy Li,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,3
Theresa M Wright,,,,,,,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,3
Larry Arata,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
Dan Muroff,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
David Wertime,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
