col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,division
,Representative In The General Assembly 177th District - Democrat,,,,Member Of The Democratic State Committee 2nd Senatorial District,,,,,,,,,All
,Sean Kilkenny,Joe Hohenstein,Maggie Borski,Dan Martino,Meagan Ingerson,James Harrity,Richard Lombardo,Erica Vanstone,Mona Getzes Cohen,Frank T Brzozowski,Catherine Bartch,Marnie Aument Loughrey,Billy Cortes,All
Sean Kilkenny,126,0,0,0,88,101,96,80,67,88,76,57,49,All
Joe Hohenstein,,34,0,0,102,87,65,66,88,63,65,51,46,All
Maggie Borski,,,30,0,62,58,55,67,48,48,52,45,35,All
Dan Martino,,,,8,14,20,13,9,12,7,5,7,8,All
Meagan Ingerson,,,,,1,160,148,168,162,141,147,111,89,All
James Harrity,,,,,,1,169,149,132,153,130,105,100,All
Richard Lombardo,,,,,,,0,159,127,154,138,104,113,All
Erica Vanstone,,,,,,,,0,142,145,152,121,101,All
Mona Getzes Cohen,,,,,,,,,1,113,114,80,78,All
Frank T Brzozowski,,,,,,,,,,0,125,100,98,All
Catherine Bartch,,,,,,,,,,,0,112,98,All
Marnie Aument Loughrey,,,,,,,,,,,,0,76,All
Billy Cortes,,,,,,,,,,,,,0,All
Total,301,190,128,35,268,267,229,223,216,206,199,160,138,All
,Member Of The Democratic State Committee 2nd Senatorial District,,,,,,,,,Representative In The General Assembly 177th District - Democrat,,,,2
,James Harrity,Mona Getzes Cohen,Meagan Ingerson,Richard Lombardo,Catherine Bartch,Erica Vanstone,Frank T Brzozowski,Billy Cortes,Marnie Aument Loughrey,Sean Kilkenny,Joe Hohenstein,Maggie Borski,Dan Martino,2
James Harrity,0,24,21,29,23,22,26,22,19,12,16,13,8,2
Mona Getzes Cohen,,1,27,20,20,23,18,17,13,9,13,11,6,2
Meagan Ingerson,,,0,18,20,19,16,13,14,8,14,12,4,2
Richard Lombardo,,,,0,22,22,25,24,15,13,8,10,6,2
Catherine Bartch,,,,,0,24,20,18,20,10,11,12,1,2
Erica Vanstone,,,,,,0,20,18,18,5,11,13,3,2
Frank T Brzozowski,,,,,,,0,20,14,10,9,9,3,2
Billy Cortes,,,,,,,,0,13,7,8,7,5,2
Marnie Aument Loughrey,,,,,,,,,0,5,9,11,2,2
Sean Kilkenny,,,,,,,,,,23,0,0,0,2
Joe Hohenstein,,,,,,,,,,,3,0,0,2
Maggie Borski,,,,,,,,,,,,3,0,2
Dan Martino,,,,,,,,,,,,,2,2
Total,49,40,38,37,34,32,31,27,27,46,28,25,10,2
,Member Of The Democratic State Committee 2nd Senatorial District,,,,,,,,,Representative In The General Assembly 177th District - Democrat,,,,4
,James Harrity,Meagan Ingerson,Richard Lombardo,Mona Getzes Cohen,Catherine Bartch,Erica Vanstone,Marnie Aument Loughrey,Frank T Brzozowski,Billy Cortes,Sean Kilkenny,Joe Hohenstein,Dan Martino,Maggie Borski,4
James Harrity,0,14,14,11,10,10,12,11,10,8,8,3,3,4
Meagan Ingerson,,1,12,10,9,10,9,9,9,5,10,3,2,4
Richard Lombardo,,,0,10,11,11,10,13,11,8,7,4,1,4
Mona Getzes Cohen,,,,0,6,7,6,8,7,5,6,2,3,4
Catherine Bartch,,,,,0,9,10,8,8,4,4,4,2,4
Erica Vanstone,,,,,,0,9,8,9,4,5,3,2,4
Marnie Aument Loughrey,,,,,,,0,7,9,5,5,3,2,4
Frank T Brzozowski,,,,,,,,0,8,5,7,1,1,4
Billy Cortes,,,,,,,,,0,4,4,3,2,4
Sean Kilkenny,,,,,,,,,,5,0,0,0,4
Joe Hohenstein,,,,,,,,,,,4,0,0,4
Dan Martino,,,,,,,,,,,,0,0,4
Maggie Borski,,,,,,,,,,,,,2,4
Total,22,22,20,16,15,15,15,14,13,20,16,6,6,4
,Representative In The General Assembly 177th District - Democrat,,,,Member Of The Democratic State Committee 2nd Senatorial District,,,,,,,,,6
