col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,Representative In The General Assembly 185th District - Democrat,,Representative In Congress 5th District - Democrat,,,,,,,,,,,,,All
,Maria P Donatucci,Evette Thompson,Rich Lazer,Molly Sheehan,Mary Gay Scanlon,Ashley Lunkenheimer,Lindy Li,Greg Vitali,Theresa M Wright,Larry Arata,Margo Davidson,Thaddeus Kirkland,Shelly Chauncey,Dan Muroff,David Wertime,All
Maria P Donatucci,99,0,757,251,167,152,136,90,58,16,9,7,1,0,0,All
Evette Thompson,,0,4,2,1,1,1,1,5,0,0,0,0,0,0,All
Rich Lazer,,,83,0,0,0,0,0,0,0,0,0,0,0,0,All
Molly Sheehan,,,,19,0,0,0,0,0,0,0,0,0,0,0,All
Mary Gay Scanlon,,,,,19,0,0,0,0,0,0,0,0,0,0,All
Ashley Lunkenheimer,,,,,,13,0,0,0,0,0,0,0,0,0,All
Lindy Li,,,,,,,21,0,0,0,0,0,0,0,0,All
Greg Vitali,,,,,,,,9,0,0,0,0,0,0,0,All
Theresa M Wright,,,,,,,,,2,0,0,0,0,0,0,All
Larry Arata,,,,,,,,,,3,0,0,0,0,0,All
Margo Davidson,,,,,,,,,,,0,0,0,0,0,All
Thaddeus Kirkland,,,,,,,,,,,,1,0,0,0,All
Shelly Chauncey,,,,,,,,,,,,,0,0,0,All
Dan Muroff,,,,,,,,,,,,,,0,0,All
David Wertime,,,,,,,,,,,,,,,0,All
Total,"1,743",15,844,272,187,166,158,100,65,19,9,8,1,0,0,All
,Representative In The General Assembly 185th District - Democrat,,Representative In Congress 5th District - Democrat,,,,,,,,,,,,,1
,Maria P Donatucci,Evette Thompson,Rich Lazer,Lindy Li,Molly Sheehan,Ashley Lunkenheimer,Greg Vitali,Mary Gay Scanlon,Theresa M Wright,Dan Muroff,David Wertime,Larry Arata,Margo Davidson,Shelly Chauncey,Thaddeus Kirkland,1
Maria P Donatucci,9,0,40,4,5,4,4,4,2,0,0,0,0,0,0,1
Evette Thompson,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Rich Lazer,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Lindy Li,,,,2,0,0,0,0,0,0,0,0,0,0,0,1
Molly Sheehan,,,,,1,0,0,0,0,0,0,0,0,0,0,1
Ashley Lunkenheimer,,,,,,0,0,0,0,0,0,0,0,0,0,1
Greg Vitali,,,,,,,0,0,0,0,0,0,0,0,0,1
Mary Gay Scanlon,,,,,,,,0,0,0,0,0,0,0,0,1
Theresa M Wright,,,,,,,,,0,0,0,0,0,0,0,1
Dan Muroff,,,,,,,,,,0,0,0,0,0,0,1
David Wertime,,,,,,,,,,,0,0,0,0,0,1
