col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Representative In The General Assembly 190th District - Democrat,,,Lieutenant Governor - Democrat,,,,,All
,Vanessa L Brown,Wanda Logan,Ray Bailey,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,All
Vanessa L Brown,5,0,0,28,21,10,9,0,All
Wanda Logan,,3,0,6,7,2,8,1,All
Ray Bailey,,,0,6,2,10,3,0,All
Mike Stack,,,,2,0,0,0,0,All
Nina Ahmad,,,,,4,0,0,0,All
Kathi Cozzone,,,,,,1,0,0,All
John Fetterman,,,,,,,0,0,All
Ray Sosa,,,,,,,,0,All
Total,73,27,21,42,34,23,20,1,All
,Representative In The General Assembly 190th District - Democrat,,,Lieutenant Governor - Democrat,,,,,9
,Vanessa L Brown,Wanda Logan,Ray Bailey,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,9
Vanessa L Brown,5,0,0,28,21,10,9,0,9
Wanda Logan,,3,0,6,7,2,8,1,9
Ray Bailey,,,0,6,2,10,3,0,9
Mike Stack,,,,2,0,0,0,0,9
Nina Ahmad,,,,,4,0,0,0,9
Kathi Cozzone,,,,,,1,0,0,9
John Fetterman,,,,,,,0,0,9
Ray Sosa,,,,,,,,0,9
Total,73,27,21,42,34,23,20,1,9
