col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,order,division
Total,35,33,31,30,29,28,28,26,21,0,0,0,0,0,17,1
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Member Of The - Democratic State Committee 5th Senatorial District,,,,,1,2
,James Harrity,Mona Getzes Cohen,Meagan Ingerson,Richard Lombardo,Catherine Bartch,Erica Vanstone,Frank T Brzozowski,Billy Cortes,Marnie Aument Loughrey,James G Donnelly Sr,John Dellricci,Kathy Enggasser,Mary Ann Quartullo,Patrick Parkinson,2,2
James Harrity,9,24,21,29,23,22,26,22,19,0,0,0,0,0,3,2
Mona Getzes Cohen,,6,27,20,20,23,18,17,13,0,0,0,0,0,4,2
Meagan Ingerson,,,4,18,20,19,16,13,14,0,0,0,0,0,5,2
Richard Lombardo,,,,2,22,22,25,24,15,0,0,0,0,0,6,2
Catherine Bartch,,,,,0,24,20,18,20,0,0,0,0,0,7,2
Erica Vanstone,,,,,,1,20,18,18,0,0,0,0,0,8,2
Frank T Brzozowski,,,,,,,1,20,14,0,0,0,0,0,9,2
Billy Cortes,,,,,,,,0,13,0,0,0,0,0,10,2
Marnie Aument Loughrey,,,,,,,,,1,0,0,0,0,0,11,2
James G Donnelly Sr,,,,,,,,,,0,0,0,0,0,12,2
John Dellricci,,,,,,,,,,,0,0,0,0,13,2
Kathy Enggasser,,,,,,,,,,,,0,0,0,14,2
Mary Ann Quartullo,,,,,,,,,,,,,0,0,15,2
Patrick Parkinson,,,,,,,,,,,,,,0,16,2
Total,49,40,38,37,34,32,31,27,27,0,0,0,0,0,17,2
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Member Of The - Democratic State Committee 5th Senatorial District,,,,,1,3
,Meagan Ingerson,Mona Getzes Cohen,James Harrity,Erica Vanstone,Billy Cortes,Richard Lombardo,Catherine Bartch,Marnie Aument Loughrey,Frank T Brzozowski,James G Donnelly Sr,John Dellricci,Kathy Enggasser,Mary Ann Quartullo,Patrick Parkinson,2,3
Meagan Ingerson,6,13,10,9,7,8,6,6,5,0,0,0,0,0,3,3
Mona Getzes Cohen,,4,8,9,6,7,5,4,4,0,0,0,0,0,4,3
James Harrity,,,4,3,3,5,3,2,4,0,0,0,0,0,5,3
Erica Vanstone,,,,0,9,8,6,6,6,0,0,0,0,0,6,3
Billy Cortes,,,,,1,7,5,6,5,0,0,0,0,0,7,3
Richard Lombardo,,,,,,0,7,7,7,0,0,0,0,0,8,3
Catherine Bartch,,,,,,,1,6,4,0,0,0,0,0,9,3
Marnie Aument Loughrey,,,,,,,,0,4,0,0,0,0,0,10,3
Frank T Brzozowski,,,,,,,,,0,0,0,0,0,0,11,3
James G Donnelly Sr,,,,,,,,,,0,0,0,0,0,12,3
John Dellricci,,,,,,,,,,,0,0,0,0,13,3
Kathy Enggasser,,,,,,,,,,,,0,0,0,14,3
Mary Ann Quartullo,,,,,,,,,,,,,0,0,15,3
Patrick Parkinson,,,,,,,,,,,,,,0,16,3
Total,22,19,14,12,11,11,10,8,7,0,0,0,0,0,17,3
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Member Of The - Democratic State Committee 5th Senatorial District,,,,,1,4
,James Harrity,Meagan Ingerson,Richard Lombardo,Mona Getzes Cohen,Catherine Bartch,Erica Vanstone,Marnie Aument Loughrey,Frank T Brzozowski,Billy Cortes,James G Donnelly Sr,John Dellricci,Kathy Enggasser,Mary Ann Quartullo,Patrick Parkinson,2,4
James Harrity,3,14,14,11,10,10,12,11,10,0,0,0,0,0,3,4
Meagan Ingerson,,4,12,10,9,10,9,9,9,0,0,0,0,0,4,4
Richard Lombardo,,,1,10,11,11,10,13,11,0,0,0,0,0,5,4
Mona Getzes Cohen,,,,3,6,7,6,8,7,0,0,0,0,0,6,4
Catherine Bartch,,,,,0,9,10,8,8,0,0,0,0,0,7,4
Erica Vanstone,,,,,,1,9,8,9,0,0,0,0,0,8,4
Marnie Aument Loughrey,,,,,,,0,7,9,0,0,0,0,0,9,4
Frank T Brzozowski,,,,,,,,0,8,0,0,0,0,0,10,4
Billy Cortes,,,,,,,,,0,0,0,0,0,0,11,4
James G Donnelly Sr,,,,,,,,,,0,0,0,0,0,12,4
John Dellricci,,,,,,,,,,,0,0,0,0,13,4
Kathy Enggasser,,,,,,,,,,,,0,0,0,14,4
Mary Ann Quartullo,,,,,,,,,,,,,0,0,15,4
Patrick Parkinson,,,,,,,,,,,,,,0,16,4
Total,22,22,20,16,15,15,15,14,13,0,0,0,0,0,17,4
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Member Of The - Democratic State Committee 5th Senatorial District,,,,,1,5
,James Harrity,Mona Getzes Cohen,Meagan Ingerson,Catherine Bartch,Erica Vanstone,Richard Lombardo,Marnie Aument Loughrey,Frank T Brzozowski,Billy Cortes,James G Donnelly Sr,John Dellricci,Kathy Enggasser,Mary Ann Quartullo,Patrick Parkinson,2,5
James Harrity,2,19,17,19,17,20,18,17,12,0,0,0,0,0,3,5
Mona Getzes Cohen,,2,15,15,15,12,13,10,6,0,0,0,0,0,4,5
Meagan Ingerson,,,3,14,12,14,12,11,6,0,0,0,0,0,5,5
Catherine Bartch,,,,0,18,15,16,11,11,0,0,0,0,0,6,5
Erica Vanstone,,,,,0,14,14,10,9,0,0,0,0,0,7,5
Richard Lombardo,,,,,,0,15,12,9,0,0,0,0,0,8,5
Marnie Aument Loughrey,,,,,,,0,12,9,0,0,0,0,0,9,5
Frank T Brzozowski,,,,,,,,0,8,0,0,0,0,0,10,5
Billy Cortes,,,,,,,,,0,0,0,0,0,0,11,5
James G Donnelly Sr,,,,,,,,,,0,0,0,0,0,12,5
John Dellricci,,,,,,,,,,,0,0,0,0,13,5
Kathy Enggasser,,,,,,,,,,,,0,0,0,14,5
Mary Ann Quartullo,,,,,,,,,,,,,0,0,15,5
Patrick Parkinson,,,,,,,,,,,,,,0,16,5
Total,30,25,24,23,21,20,19,18,12,0,0,0,0,0,17,5
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Member Of The - Democratic State Committee 5th Senatorial District,,,,,1,6
,James Harrity,Meagan Ingerson,Mona Getzes Cohen,Frank T Brzozowski,Erica Vanstone,Richard Lombardo,Catherine Bartch,Billy Cortes,Marnie Aument Loughrey,James G Donnelly Sr,John Dellricci,Kathy Enggasser,Mary Ann Quartullo,Patrick Parkinson,2,6
James Harrity,6,20,19,17,18,17,15,10,5,0,0,0,0,0,3,6
Meagan Ingerson,,2,21,18,22,18,17,11,7,0,0,0,0,0,4,6
Mona Getzes Cohen,,,3,17,19,15,17,9,6,0,0,0,0,0,5,6
Frank T Brzozowski,,,,4,16,14,15,8,4,0,0,0,0,0,6,6
Erica Vanstone,,,,,1,16,15,9,7,0,0,0,0,0,7,6
Richard Lombardo,,,,,,2,14,10,3,0,0,0,0,0,8,6
Catherine Bartch,,,,,,,0,8,4,0,0,0,0,0,9,6
Billy Cortes,,,,,,,,0,4,0,0,0,0,0,10,6
Marnie Aument Loughrey,,,,,,,,,1,0,0,0,0,0,11,6
James G Donnelly Sr,,,,,,,,,,0,0,0,0,0,12,6
John Dellricci,,,,,,,,,,,0,0,0,0,13,6
Kathy Enggasser,,,,,,,,,,,,0,0,0,14,6
Mary Ann Quartullo,,,,,,,,,,,,,0,0,15,6
Patrick Parkinson,,,,,,,,,,,,,,0,16,6
Total,29,26,26,25,23,22,20,13,8,0,0,0,0,0,17,6
,Member Of The - Democratic State Committee 5th Senatorial District,,,,,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,1,7
,John Dellricci,Mary Ann Quartullo,Kathy Enggasser,Patrick Parkinson,James G Donnelly Sr,Billy Cortes,Catherine Bartch,Erica Vanstone,Frank T Brzozowski,James Harrity,Marnie Aument Loughrey,Meagan Ingerson,Mona Getzes Cohen,Richard Lombardo,2,7
John Dellricci,3,19,18,16,10,0,0,0,0,0,0,0,0,0,3,7
Mary Ann Quartullo,,2,17,16,9,0,0,0,0,0,0,0,0,0,4,7
Kathy Enggasser,,,2,13,11,0,0,0,0,0,0,0,0,0,5,7
Patrick Parkinson,,,,0,6,0,0,0,0,0,0,0,0,0,6,7
James G Donnelly Sr,,,,,5,0,0,0,0,0,0,0,0,0,7,7
Billy Cortes,,,,,,0,0,0,0,0,0,0,0,0,8,7
Catherine Bartch,,,,,,,0,0,0,0,0,0,0,0,9,7
Erica Vanstone,,,,,,,,0,0,0,0,0,0,0,10,7
Frank T Brzozowski,,,,,,,,,0,0,0,0,0,0,11,7
James Harrity,,,,,,,,,,0,0,0,0,0,12,7
Marnie Aument Loughrey,,,,,,,,,,,0,0,0,0,13,7
Meagan Ingerson,,,,,,,,,,,,0,0,0,14,7
Mona Getzes Cohen,,,,,,,,,,,,,0,0,15,7
Richard Lombardo,,,,,,,,,,,,,,0,16,7
Total,25,23,21,17,16,0,0,0,0,0,0,0,0,0,17,7
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Member Of The - Democratic State Committee 5th Senatorial District,,,,,1,8
,Meagan Ingerson,James Harrity,Catherine Bartch,Erica Vanstone,Mona Getzes Cohen,Marnie Aument Loughrey,Richard Lombardo,Frank T Brzozowski,Billy Cortes,James G Donnelly Sr,John Dellricci,Kathy Enggasser,Mary Ann Quartullo,Patrick Parkinson,2,8
Meagan Ingerson,5,10,9,11,12,8,7,5,6,0,0,0,0,0,3,8
James Harrity,,3,7,9,8,6,8,8,7,0,0,0,0,0,4,8
Catherine Bartch,,,1,10,7,9,7,7,6,0,0,0,0,0,5,8
Erica Vanstone,,,,0,9,9,8,7,7,0,0,0,0,0,6,8
Mona Getzes Cohen,,,,,1,7,5,3,3,0,0,0,0,0,7,8
Marnie Aument Loughrey,,,,,,0,7,4,4,0,0,0,0,0,8,8
Richard Lombardo,,,,,,,0,6,7,0,0,0,0,0,9,8
Frank T Brzozowski,,,,,,,,0,6,0,0,0,0,0,10,8
Billy Cortes,,,,,,,,,0,0,0,0,0,0,11,8
James G Donnelly Sr,,,,,,,,,,0,0,0,0,0,12,8
John Dellricci,,,,,,,,,,,0,0,0,0,13,8
Kathy Enggasser,,,,,,,,,,,,0,0,0,14,8
Mary Ann Quartullo,,,,,,,,,,,,,0,0,15,8
Patrick Parkinson,,,,,,,,,,,,,,0,16,8
Total,20,17,14,14,14,11,10,9,8,0,0,0,0,0,17,8
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Member Of The - Democratic State Committee 5th Senatorial District,,,,,1,9
,James Harrity,Meagan Ingerson,Frank T Brzozowski,Mona Getzes Cohen,Richard Lombardo,Billy Cortes,Marnie Aument Loughrey,Catherine Bartch,Erica Vanstone,James G Donnelly Sr,John Dellricci,Kathy Enggasser,Mary Ann Quartullo,Patrick Parkinson,2,9
James Harrity,3,10,10,8,8,7,6,4,6,0,0,0,0,0,3,9
Meagan Ingerson,,1,9,9,8,8,7,5,6,0,0,0,0,0,4,9
Frank T Brzozowski,,,0,7,8,7,6,4,6,0,0,0,0,0,5,9
Mona Getzes Cohen,,,,0,6,6,5,4,5,0,0,0,0,0,6,9
Richard Lombardo,,,,,0,6,5,3,7,0,0,0,0,0,7,9
Billy Cortes,,,,,,0,5,4,5,0,0,0,0,0,8,9
Marnie Aument Loughrey,,,,,,,0,6,3,0,0,0,0,0,9,9
Catherine Bartch,,,,,,,,1,1,0,0,0,0,0,10,9
Erica Vanstone,,,,,,,,,0,0,0,0,0,0,11,9
James G Donnelly Sr,,,,,,,,,,0,0,0,0,0,12,9
John Dellricci,,,,,,,,,,,0,0,0,0,13,9
Kathy Enggasser,,,,,,,,,,,,0,0,0,14,9
Mary Ann Quartullo,,,,,,,,,,,,,0,0,15,9
Patrick Parkinson,,,,,,,,,,,,,,0,16,9
Total,14,12,10,9,9,8,8,7,7,0,0,0,0,0,17,9
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Member Of The - Democratic State Committee 5th Senatorial District,,,,,1,10
,Meagan Ingerson,Catherine Bartch,Erica Vanstone,James Harrity,Frank T Brzozowski,Richard Lombardo,Mona Getzes Cohen,Billy Cortes,Marnie Aument Loughrey,James G Donnelly Sr,John Dellricci,Kathy Enggasser,Mary Ann Quartullo,Patrick Parkinson,2,10
Meagan Ingerson,0,19,16,14,15,13,12,12,11,0,0,0,0,0,3,10
Catherine Bartch,,0,17,12,16,13,12,12,11,0,0,0,0,0,4,10
Erica Vanstone,,,1,11,12,11,9,11,10,0,0,0,0,0,5,10
James Harrity,,,,2,13,13,5,10,8,0,0,0,0,0,6,10
Frank T Brzozowski,,,,,1,13,8,11,10,0,0,0,0,0,7,10
Richard Lombardo,,,,,,0,9,10,9,0,0,0,0,0,8,10
Mona Getzes Cohen,,,,,,,2,6,7,0,0,0,0,0,9,10
Billy Cortes,,,,,,,,0,9,0,0,0,0,0,10,10
Marnie Aument Loughrey,,,,,,,,,1,0,0,0,0,0,11,10
James G Donnelly Sr,,,,,,,,,,0,0,0,0,0,12,10
John Dellricci,,,,,,,,,,,0,0,0,0,13,10
Kathy Enggasser,,,,,,,,,,,,0,0,0,14,10
Mary Ann Quartullo,,,,,,,,,,,,,0,0,15,10
Patrick Parkinson,,,,,,,,,,,,,,0,16,10
Total,22,21,19,19,18,17,15,14,14,0,0,0,0,0,17,10
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Member Of The - Democratic State Committee 5th Senatorial District,,,,,1,11
,Meagan Ingerson,James Harrity,Richard Lombardo,Erica Vanstone,Mona Getzes Cohen,Frank T Brzozowski,Marnie Aument Loughrey,Catherine Bartch,Billy Cortes,James G Donnelly Sr,John Dellricci,Kathy Enggasser,Mary Ann Quartullo,Patrick Parkinson,2,11
Meagan Ingerson,4,9,9,11,11,9,7,6,2,0,0,0,0,0,3,11
James Harrity,,3,13,11,10,11,7,2,3,0,0,0,0,0,4,11
Richard Lombardo,,,1,12,8,12,8,4,4,0,0,0,0,0,5,11
Erica Vanstone,,,,0,10,11,10,5,4,0,0,0,0,0,6,11
Mona Getzes Cohen,,,,,1,9,7,3,3,0,0,0,0,0,7,11
Frank T Brzozowski,,,,,,0,8,3,4,0,0,0,0,0,8,11
Marnie Aument Loughrey,,,,,,,0,4,3,0,0,0,0,0,9,11
Catherine Bartch,,,,,,,,0,1,0,0,0,0,0,10,11
Billy Cortes,,,,,,,,,0,0,0,0,0,0,11,11
James G Donnelly Sr,,,,,,,,,,0,0,0,0,0,12,11
John Dellricci,,,,,,,,,,,0,0,0,0,13,11
Kathy Enggasser,,,,,,,,,,,,0,0,0,14,11
Mary Ann Quartullo,,,,,,,,,,,,,0,0,15,11
Patrick Parkinson,,,,,,,,,,,,,,0,16,11
Total,19,18,16,15,14,13,10,6,4,0,0,0,0,0,17,11
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Member Of The - Democratic State Committee 5th Senatorial District,,,,,1,12
,Meagan Ingerson,Mona Getzes Cohen,Catherine Bartch,Erica Vanstone,James Harrity,Richard Lombardo,Frank T Brzozowski,Billy Cortes,Marnie Aument Loughrey,James G Donnelly Sr,John Dellricci,Kathy Enggasser,Mary Ann Quartullo,Patrick Parkinson,2,12
Meagan Ingerson,4,9,9,10,6,6,5,4,5,0,0,0,0,0,3,12
Mona Getzes Cohen,,1,9,9,7,8,5,5,3,0,0,0,0,0,4,12
Catherine Bartch,,,0,9,5,6,3,3,4,0,0,0,0,0,5,12
Erica Vanstone,,,,0,6,6,5,4,4,0,0,0,0,0,6,12
James Harrity,,,,,2,6,5,4,1,0,0,0,0,0,7,12
Richard Lombardo,,,,,,0,4,5,1,0,0,0,0,0,8,12
Frank T Brzozowski,,,,,,,0,3,2,0,0,0,0,0,9,12
Billy Cortes,,,,,,,,0,1,0,0,0,0,0,10,12
Marnie Aument Loughrey,,,,,,,,,0,0,0,0,0,0,11,12
James G Donnelly Sr,,,,,,,,,,0,0,0,0,0,12,12
John Dellricci,,,,,,,,,,,0,0,0,0,13,12
Kathy Enggasser,,,,,,,,,,,,0,0,0,14,12
Mary Ann Quartullo,,,,,,,,,,,,,0,0,15,12
Patrick Parkinson,,,,,,,,,,,,,,0,16,12
Total,16,12,11,11,9,8,6,5,5,0,0,0,0,0,17,12
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Member Of The - Democratic State Committee 5th Senatorial District,,,,,1,13
,James Harrity,Meagan Ingerson,Frank T Brzozowski,Erica Vanstone,Richard Lombardo,Catherine Bartch,Marnie Aument Loughrey,Billy Cortes,Mona Getzes Cohen,James G Donnelly Sr,John Dellricci,Kathy Enggasser,Mary Ann Quartullo,Patrick Parkinson,2,13
James Harrity,4,14,14,12,16,12,10,9,8,0,0,0,0,0,3,13
Meagan Ingerson,,3,11,12,10,9,11,7,10,0,0,0,0,0,4,13
Frank T Brzozowski,,,1,12,14,10,10,9,6,0,0,0,0,0,5,13
Erica Vanstone,,,,2,12,9,11,7,7,0,0,0,0,0,6,13
Richard Lombardo,,,,,0,10,9,8,5,0,0,0,0,0,7,13
Catherine Bartch,,,,,,0,11,6,3,0,0,0,0,0,8,13
Marnie Aument Loughrey,,,,,,,0,6,5,0,0,0,0,0,9,13
Billy Cortes,,,,,,,,0,6,0,0,0,0,0,10,13
Mona Getzes Cohen,,,,,,,,,0,0,0,0,0,0,11,13
James G Donnelly Sr,,,,,,,,,,0,0,0,0,0,12,13
John Dellricci,,,,,,,,,,,0,0,0,0,13,13
Kathy Enggasser,,,,,,,,,,,,0,0,0,14,13
Mary Ann Quartullo,,,,,,,,,,,,,0,0,15,13
Patrick Parkinson,,,,,,,,,,,,,,0,16,13
Total,25,20,18,17,17,14,13,10,10,0,0,0,0,0,17,13
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Member Of The - Democratic State Committee 5th Senatorial District,,,,,1,14
,James Harrity,Meagan Ingerson,Richard Lombardo,Frank T Brzozowski,Erica Vanstone,Catherine Bartch,Mona Getzes Cohen,Marnie Aument Loughrey,Billy Cortes,James G Donnelly Sr,John Dellricci,Kathy Enggasser,Mary Ann Quartullo,Patrick Parkinson,2,14
James Harrity,3,14,15,15,13,14,10,10,8,0,0,0,0,0,3,14
Meagan Ingerson,,2,13,13,13,12,10,10,7,0,0,0,0,0,4,14
Richard Lombardo,,,2,13,12,13,10,8,9,0,0,0,0,0,5,14
Frank T Brzozowski,,,,1,13,13,10,9,8,0,0,0,0,0,6,14
Erica Vanstone,,,,,0,13,12,8,8,0,0,0,0,0,7,14
Catherine Bartch,,,,,,0,9,9,9,0,0,0,0,0,8,14
Mona Getzes Cohen,,,,,,,1,5,4,0,0,0,0,0,9,14
Marnie Aument Loughrey,,,,,,,,0,6,0,0,0,0,0,10,14
Billy Cortes,,,,,,,,,0,0,0,0,0,0,11,14
James G Donnelly Sr,,,,,,,,,,0,0,0,0,0,12,14
John Dellricci,,,,,,,,,,,0,0,0,0,13,14
Kathy Enggasser,,,,,,,,,,,,0,0,0,14,14
Mary Ann Quartullo,,,,,,,,,,,,,0,0,15,14
Patrick Parkinson,,,,,,,,,,,,,,0,16,14
Total,22,21,20,18,17,16,15,13,11,0,0,0,0,0,17,14
,Member Of The - Democratic State Committee 5th Senatorial District,,,,,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,1,15
,Mary Ann Quartullo,Kathy Enggasser,John Dellricci,Patrick Parkinson,James G Donnelly Sr,Billy Cortes,Catherine Bartch,Erica Vanstone,Frank T Brzozowski,James Harrity,Marnie Aument Loughrey,Meagan Ingerson,Mona Getzes Cohen,Richard Lombardo,2,15
Mary Ann Quartullo,2,38,37,38,37,0,0,0,0,0,0,0,0,0,3,15
Kathy Enggasser,,4,33,36,33,0,0,0,0,0,0,0,0,0,4,15
John Dellricci,,,5,34,34,0,0,0,0,0,0,0,0,0,5,15
Patrick Parkinson,,,,3,35,0,0,0,0,0,0,0,0,0,6,15
James G Donnelly Sr,,,,,1,0,0,0,0,0,0,0,0,0,7,15
Billy Cortes,,,,,,0,0,0,0,0,0,0,0,0,8,15
Catherine Bartch,,,,,,,0,0,0,0,0,0,0,0,9,15
Erica Vanstone,,,,,,,,0,0,0,0,0,0,0,10,15
Frank T Brzozowski,,,,,,,,,0,0,0,0,0,0,11,15
James Harrity,,,,,,,,,,0,0,0,0,0,12,15
Marnie Aument Loughrey,,,,,,,,,,,0,0,0,0,13,15
Meagan Ingerson,,,,,,,,,,,,0,0,0,14,15
Mona Getzes Cohen,,,,,,,,,,,,,0,0,15,15
Richard Lombardo,,,,,,,,,,,,,,0,16,15
Total,46,43,42,42,39,0,0,0,0,0,0,0,0,0,17,15
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Member Of The - Democratic State Committee 5th Senatorial District,,,,,1,16
,Richard Lombardo,James Harrity,Meagan Ingerson,Erica Vanstone,Frank T Brzozowski,Catherine Bartch,Marnie Aument Loughrey,Mona Getzes Cohen,Billy Cortes,James G Donnelly Sr,John Dellricci,Kathy Enggasser,Mary Ann Quartullo,Patrick Parkinson,2,16
Richard Lombardo,2,18,20,21,20,19,13,14,13,0,0,0,0,0,3,16
James Harrity,,4,17,17,19,15,10,13,10,0,0,0,0,0,4,16
Meagan Ingerson,,,0,18,18,16,11,17,8,0,0,0,0,0,5,16
Erica Vanstone,,,,0,19,18,14,14,12,0,0,0,0,0,6,16
Frank T Brzozowski,,,,,1,16,13,12,11,0,0,0,0,0,7,16
Catherine Bartch,,,,,,0,13,10,11,0,0,0,0,0,8,16
Marnie Aument Loughrey,,,,,,,1,6,9,0,0,0,0,0,9,16
Mona Getzes Cohen,,,,,,,,1,5,0,0,0,0,0,10,16
Billy Cortes,,,,,,,,,0,0,0,0,0,0,11,16
James G Donnelly Sr,,,,,,,,,,0,0,0,0,0,12,16
John Dellricci,,,,,,,,,,,0,0,0,0,13,16
Kathy Enggasser,,,,,,,,,,,,0,0,0,14,16
Mary Ann Quartullo,,,,,,,,,,,,,0,0,15,16
Patrick Parkinson,,,,,,,,,,,,,,0,16,16
Total,28,27,26,25,24,22,19,18,14,0,0,0,0,0,17,16
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Member Of The - Democratic State Committee 5th Senatorial District,,,,,1,17
,Erica Vanstone,Meagan Ingerson,Catherine Bartch,James Harrity,Frank T Brzozowski,Richard Lombardo,Marnie Aument Loughrey,Mona Getzes Cohen,Billy Cortes,James G Donnelly Sr,John Dellricci,Kathy Enggasser,Mary Ann Quartullo,Patrick Parkinson,2,17
Erica Vanstone,1,11,12,9,9,13,11,10,5,0,0,0,0,0,3,17
Meagan Ingerson,,3,10,9,9,9,8,8,2,0,0,0,0,0,4,17
Catherine Bartch,,,0,9,10,11,11,8,7,0,0,0,0,0,5,17
James Harrity,,,,4,7,10,7,6,4,0,0,0,0,0,6,17
Frank T Brzozowski,,,,,0,10,10,5,5,0,0,0,0,0,7,17
Richard Lombardo,,,,,,0,11,8,7,0,0,0,0,0,8,17
Marnie Aument Loughrey,,,,,,,0,7,6,0,0,0,0,0,9,17
Mona Getzes Cohen,,,,,,,,0,3,0,0,0,0,0,10,17
Billy Cortes,,,,,,,,,0,0,0,0,0,0,11,17
James G Donnelly Sr,,,,,,,,,,0,0,0,0,0,12,17
John Dellricci,,,,,,,,,,,0,0,0,0,13,17
Kathy Enggasser,,,,,,,,,,,,0,0,0,14,17
Mary Ann Quartullo,,,,,,,,,,,,,0,0,15,17
Patrick Parkinson,,,,,,,,,,,,,,0,16,17
Total,17,17,16,16,15,15,14,11,8,0,0,0,0,0,17,17
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Member Of The - Democratic State Committee 5th Senatorial District,,,,,1,18
,Meagan Ingerson,Mona Getzes Cohen,Erica Vanstone,James Harrity,Richard Lombardo,Catherine Bartch,Frank T Brzozowski,Marnie Aument Loughrey,Billy Cortes,James G Donnelly Sr,John Dellricci,Kathy Enggasser,Mary Ann Quartullo,Patrick Parkinson,2,18
Meagan Ingerson,7,27,26,22,20,20,18,18,14,0,0,0,0,0,3,18
Mona Getzes Cohen,,8,22,19,20,17,15,15,13,0,0,0,0,0,4,18
Erica Vanstone,,,0,20,23,21,20,19,14,0,0,0,0,0,5,18
James Harrity,,,,5,18,13,15,16,10,0,0,0,0,0,6,18
Richard Lombardo,,,,,1,15,16,17,12,0,0,0,0,0,7,18
Catherine Bartch,,,,,,0,11,15,15,0,0,0,0,0,8,18
Frank T Brzozowski,,,,,,,0,13,11,0,0,0,0,0,9,18
Marnie Aument Loughrey,,,,,,,,0,10,0,0,0,0,0,10,18
Billy Cortes,,,,,,,,,0,0,0,0,0,0,11,18
James G Donnelly Sr,,,,,,,,,,0,0,0,0,0,12,18
