col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,Representative In The General Assembly 181st District - Democrat,,,,,Lieutenant Governor - Democrat,,,,,All
,Malcolm Kenyatta,Lewis Nash Sr,Lewis Thomas Iii,Alex Deering,Gilberto Gonzalez,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,All
Malcolm Kenyatta,142,0,0,0,0,142,118,33,53,9,All
Lewis Nash Sr,,34,0,0,0,50,23,106,10,3,All
Lewis Thomas Iii,,,51,0,0,74,35,35,17,1,All
Alex Deering,,,,4,0,19,16,8,16,0,All
Gilberto Gonzalez,,,,,5,7,14,5,6,0,All
Mike Stack,,,,,,19,0,0,0,0,All
Nina Ahmad,,,,,,,10,0,0,0,All
Kathi Cozzone,,,,,,,,12,0,0,All
John Fetterman,,,,,,,,,12,0,All
Ray Sosa,,,,,,,,,,0,All
Total,497,226,213,63,37,311,216,199,114,13,All
,Representative In The General Assembly 181st District - Democrat,,,,,Lieutenant Governor - Democrat,,,,,1
,Lewis Thomas Iii,Malcolm Kenyatta,Alex Deering,Gilberto Gonzalez,Lewis Nash Sr,Nina Ahmad,John Fetterman,Mike Stack,Kathi Cozzone,Ray Sosa,1
Lewis Thomas Iii,11,0,0,0,0,13,11,18,10,0,1
Malcolm Kenyatta,,7,0,0,0,24,15,8,3,2,1
Alex Deering,,,1,0,0,5,10,3,4,0,1
Gilberto Gonzalez,,,,2,0,4,4,3,4,0,1
Lewis Nash Sr,,,,,0,3,2,6,4,0,1
Nina Ahmad,,,,,,2,0,0,0,0,1
John Fetterman,,,,,,,3,0,0,0,1
Mike Stack,,,,,,,,3,0,0,1
Kathi Cozzone,,,,,,,,,2,0,1
Ray Sosa,,,,,,,,,,0,1
Total,63,59,23,17,15,51,45,41,27,2,1
,Representative In The General Assembly 181st District - Democrat,,,,,Lieutenant Governor - Democrat,,,,,2
,Malcolm Kenyatta,Lewis Thomas Iii,Lewis Nash Sr,Alex Deering,Gilberto Gonzalez,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2
Malcolm Kenyatta,10,0,0,0,0,17,4,9,0,0,2
Lewis Thomas Iii,,16,0,0,0,8,6,2,2,0,2
Lewis Nash Sr,,,6,0,0,7,11,2,3,0,2
Alex Deering,,,,0,0,0,1,0,0,0,2
Gilberto Gonzalez,,,,,0,0,0,0,0,0,2
Mike Stack,,,,,,1,0,0,0,0,2
Kathi Cozzone,,,,,,,3,0,0,0,2
Nina Ahmad,,,,,,,,0,0,0,2
John Fetterman,,,,,,,,,1,0,2
Ray Sosa,,,,,,,,,,0,2
Total,40,34,29,1,0,33,25,13,6,0,2
,Representative In The General Assembly 181st District - Democrat,,,,,Lieutenant Governor - Democrat,,,,,3
,Malcolm Kenyatta,Lewis Nash Sr,Lewis Thomas Iii,Gilberto Gonzalez,Alex Deering,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,3
Malcolm Kenyatta,13,0,0,0,0,25,11,0,2,1,3
Lewis Nash Sr,,6,0,0,0,7,7,13,2,0,3
Lewis Thomas Iii,,,1,0,0,7,4,1,0,0,3
Gilberto Gonzalez,,,,0,0,0,2,0,1,0,3
Alex Deering,,,,,0,0,1,0,0,0,3
Mike Stack,,,,,,1,0,0,0,0,3
Nina Ahmad,,,,,,,0,0,0,0,3
Kathi Cozzone,,,,,,,,0,0,0,3
John Fetterman,,,,,,,,,1,0,3
Ray Sosa,,,,,,,,,,0,3
Total,52,35,13,3,1,40,25,14,6,1,3
,Representative In The General Assembly 181st District - Democrat,,,,,Lieutenant Governor - Democrat,,,,,4
,Malcolm Kenyatta,Lewis Nash Sr,Lewis Thomas Iii,Alex Deering,Gilberto Gonzalez,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,4
Malcolm Kenyatta,26,0,0,0,0,27,25,7,16,4,4
Lewis Nash Sr,,3,0,0,0,8,2,15,1,0,4
Lewis Thomas Iii,,,6,0,0,7,3,2,2,0,4
Alex Deering,,,,2,0,1,4,0,1,0,4
Gilberto Gonzalez,,,,,0,0,1,0,0,0,4
Mike Stack,,,,,,1,0,0,0,0,4
Nina Ahmad,,,,,,,1,0,0,0,4
Kathi Cozzone,,,,,,,,3,0,0,4
John Fetterman,,,,,,,,,2,0,4
Ray Sosa,,,,,,,,,,0,4
Total,105,29,20,8,1,44,36,27,22,4,4
,Representative In The General Assembly 181st District - Democrat,,,,,Lieutenant Governor - Democrat,,,,,5
