col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,Representative In The General Assembly 198th District - Democrat,,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,All
,Rosita C Youngblood,Bernard A Williams,Jaime Bouldin,David Rodriguez,Humberto Perez,Barbara Carroll,Sharon Vaughn,Latrice Y Bryant,Dustin Morris,Robert Taylor,Jonathan M Gary,All
Rosita C Youngblood,370,0,654,588,551,506,493,477,409,402,400,All
Bernard A Williams,,128,364,283,286,225,222,210,175,172,165,All
Jaime Bouldin,,,9,695,683,606,598,566,538,529,534,All
David Rodriguez,,,,7,688,589,589,548,540,524,522,All
Humberto Perez,,,,,8,579,571,541,533,515,515,All
Barbara Carroll,,,,,,2,643,603,548,544,543,All
Sharon Vaughn,,,,,,,1,605,553,537,538,All
Latrice Y Bryant,,,,,,,,3,527,527,536,All
Dustin Morris,,,,,,,,,0,508,506,All
Robert Taylor,,,,,,,,,,2,518,All
Jonathan M Gary,,,,,,,,,,,0,All
Total,"1,359",653,"1,033",883,852,743,727,699,590,578,570,All
,Representative In The General Assembly 198th District - Democrat,,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,1
,Rosita C Youngblood,Bernard A Williams,Latrice Y Bryant,David Rodriguez,Humberto Perez,Jaime Bouldin,Sharon Vaughn,Barbara Carroll,Dustin Morris,Jonathan M Gary,Robert Taylor,1
Rosita C Youngblood,16,0,33,32,28,27,29,25,23,21,21,1
Bernard A Williams,,7,11,11,12,13,11,10,7,7,6,1
Latrice Y Bryant,,,0,26,27,26,36,31,28,27,23,1
David Rodriguez,,,,0,32,32,29,29,24,24,22,1
Humberto Perez,,,,,0,31,28,29,23,25,22,1
Jaime Bouldin,,,,,,0,29,28,23,23,22,1
Sharon Vaughn,,,,,,,0,35,28,26,23,1
Barbara Carroll,,,,,,,,0,26,26,23,1
Dustin Morris,,,,,,,,,0,24,22,1
Jonathan M Gary,,,,,,,,,,0,22,1
Robert Taylor,,,,,,,,,,,0,1
Total,70,28,45,44,41,41,41,36,30,28,27,1
,Representative In The General Assembly 198th District - Democrat,,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,2
,Rosita C Youngblood,Bernard A Williams,Jaime Bouldin,David Rodriguez,Barbara Carroll,Humberto Perez,Latrice Y Bryant,Sharon Vaughn,Dustin Morris,Jonathan M Gary,Robert Taylor,2
Rosita C Youngblood,9,0,36,35,32,31,29,29,25,24,24,2
Bernard A Williams,,5,18,12,12,11,13,12,8,9,9,2
Jaime Bouldin,,,0,39,37,39,35,36,32,33,34,2
David Rodriguez,,,,0,36,41,32,35,33,32,33,2
Barbara Carroll,,,,,0,36,37,40,34,33,35,2
Humberto Perez,,,,,,1,32,36,33,32,33,2
Latrice Y Bryant,,,,,,,1,38,31,34,34,2
Sharon Vaughn,,,,,,,,0,33,35,35,2
Dustin Morris,,,,,,,,,0,31,32,2
Jonathan M Gary,,,,,,,,,,0,33,2
Robert Taylor,,,,,,,,,,,0,2
Total,63,31,56,49,46,45,45,43,35,35,35,2
,Representative In The General Assembly 198th District - Democrat,,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,3
,Rosita C Youngblood,Bernard A Williams,David Rodriguez,Barbara Carroll,Jaime Bouldin,Humberto Perez,Latrice Y Bryant,Sharon Vaughn,Robert Taylor,Dustin Morris,Jonathan M Gary,3
Rosita C Youngblood,11,0,33,31,31,32,31,29,23,22,22,3
Bernard A Williams,,5,11,9,9,7,7,7,6,3,3,3
David Rodriguez,,,0,32,32,33,29,30,27,24,24,3
Barbara Carroll,,,,0,27,33,33,33,28,23,24,3
Jaime Bouldin,,,,,0,29,28,28,25,24,24,3
Humberto Perez,,,,,,0,30,30,27,24,24,3
Latrice Y Bryant,,,,,,,0,34,25,23,23,3
Sharon Vaughn,,,,,,,,0,24,24,25,3
Robert Taylor,,,,,,,,,0,22,23,3
Dustin Morris,,,,,,,,,,0,22,3
Jonathan M Gary,,,,,,,,,,,0,3
Total,59,22,44,40,40,39,39,37,29,25,25,3
,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,Representative In The General Assembly 198th District - Democrat,,4
,Jaime Bouldin,David Rodriguez,Barbara Carroll,Sharon Vaughn,Latrice Y Bryant,Humberto Perez,Dustin Morris,Robert Taylor,Jonathan M Gary,Rosita C Youngblood,Bernard A Williams,4
Jaime Bouldin,1,70,68,69,67,71,62,60,58,55,29,4
David Rodriguez,,3,66,66,65,69,62,58,58,55,26,4
Barbara Carroll,,,0,74,74,67,62,60,58,54,26,4
Sharon Vaughn,,,,0,70,66,65,59,59,50,30,4
Latrice Y Bryant,,,,,1,65,59,59,58,51,28,4
Humberto Perez,,,,,,0,61,59,57,46,30,4
Dustin Morris,,,,,,,0,58,57,42,23,4
Robert Taylor,,,,,,,,0,56,39,21,4
Jonathan M Gary,,,,,,,,,0,38,21,4
Rosita C Youngblood,,,,,,,,,,11,0,4
Bernard A Williams,,,,,,,,,,,15,4
Total,86,85,83,83,82,77,66,60,59,86,55,4
,Representative In The General Assembly 198th District - Democrat,,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,5
,Rosita C Youngblood,Bernard A Williams,Jaime Bouldin,Latrice Y Bryant,Barbara Carroll,David Rodriguez,Humberto Perez,Sharon Vaughn,Jonathan M Gary,Dustin Morris,Robert Taylor,5
Rosita C Youngblood,14,0,48,51,43,45,45,43,40,41,38,5
Bernard A Williams,,4,22,19,20,19,19,19,17,14,17,5
Jaime Bouldin,,,1,56,56,58,58,56,53,53,53,5
Latrice Y Bryant,,,,1,60,56,56,60,57,54,55,5
Barbara Carroll,,,,,1,56,56,58,56,53,54,5
David Rodriguez,,,,,,0,59,57,54,52,54,5
Humberto Perez,,,,,,,0,57,54,52,54,5
Sharon Vaughn,,,,,,,,0,55,52,55,5
Jonathan M Gary,,,,,,,,,0,52,55,5
Dustin Morris,,,,,,,,,,0,51,5
Robert Taylor,,,,,,,,,,,0,5
Total,80,33,71,71,64,64,64,62,57,55,55,5
,Representative In The General Assembly 198th District - Democrat,,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,6
,Bernard A Williams,Rosita C Youngblood,Jaime Bouldin,Humberto Perez,David Rodriguez,Latrice Y Bryant,Barbara Carroll,Sharon Vaughn,Robert Taylor,Dustin Morris,Jonathan M Gary,6
Bernard A Williams,22,0,17,22,17,7,7,7,8,8,7,6
Rosita C Youngblood,,12,21,13,15,13,12,12,9,9,8,6
Jaime Bouldin,,,0,22,21,17,14,15,14,15,15,6
Humberto Perez,,,,1,20,14,15,13,14,14,12,6
David Rodriguez,,,,,0,13,13,15,12,12,11,6
Latrice Y Bryant,,,,,,0,14,15,15,15,14,6
Barbara Carroll,,,,,,,0,15,14,14,13,6
Sharon Vaughn,,,,,,,,0,14,13,12,6
Robert Taylor,,,,,,,,,1,14,13,6
Dustin Morris,,,,,,,,,,0,14,6
Jonathan M Gary,,,,,,,,,,,0,6
Total,55,47,38,36,32,20,19,19,18,17,15,6
,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,Representative In The General Assembly 198th District - Democrat,,7
,Jaime Bouldin,Humberto Perez,David Rodriguez,Barbara Carroll,Sharon Vaughn,Dustin Morris,Latrice Y Bryant,Robert Taylor,Jonathan M Gary,Rosita C Youngblood,Bernard A Williams,7
Jaime Bouldin,0,17,19,14,15,14,11,13,11,13,11,7
Humberto Perez,,0,18,14,13,13,11,11,11,12,10,7
David Rodriguez,,,0,14,14,14,12,12,11,11,10,7
Barbara Carroll,,,,0,14,13,12,12,11,11,7,7
Sharon Vaughn,,,,,0,15,12,13,11,8,7,7
Dustin Morris,,,,,,0,12,12,11,7,7,7
Latrice Y Bryant,,,,,,,0,11,11,8,4,7
Robert Taylor,,,,,,,,0,11,8,5,7
Jonathan M Gary,,,,,,,,,0,7,4,7
