col_1,col_2,col_3,division
,Senator In The General Assembly 4th District - Republican,Representative In Congress 3rd District - Republican,All
,James Williams,Bryan E Leib,All
James Williams,2,20,All
Bryan E Leib,,1,All
Total,22,21,All
,Representative In Congress 3rd District - Republican,Senator In The General Assembly 4th District - Republican,1
,Bryan E Leib,James Williams,1
Bryan E Leib,0,1,1
James Williams,,0,1
Total,1,1,1
,Representative In Congress 3rd District - Republican,Senator In The General Assembly 4th District - Republican,2
,Bryan E Leib,James Williams,2
Bryan E Leib,0,1,2
James Williams,,0,2
Total,1,1,2
,Representative In Congress 3rd District - Republican,Senator In The General Assembly 4th District - Republican,3
,Bryan E Leib,James Williams,3
Bryan E Leib,0,1,3
James Williams,,0,3
Total,1,1,3
,Senator In The General Assembly 4th District - Republican,Representative In Congress 3rd District - Republican,5
,James Williams,Bryan E Leib,5
James Williams,1,1,5
Bryan E Leib,,0,5
Total,2,1,5
,Representative In Congress 3rd District - Republican,Senator In The General Assembly 4th District - Republican,8
,Bryan E Leib,James Williams,8
Bryan E Leib,0,1,8
James Williams,,0,8
Total,1,1,8
,Representative In Congress 3rd District - Republican,Senator In The General Assembly 4th District - Republican,11
,Bryan E Leib,James Williams,11
Bryan E Leib,0,2,11
James Williams,,0,11
Total,2,2,11
,Representative In Congress 3rd District - Republican,Senator In The General Assembly 4th District - Republican,12
,Bryan E Leib,James Williams,12
Bryan E Leib,0,1,12
James Williams,,0,12
Total,1,1,12
,Representative In Congress 3rd District - Republican,Senator In The General Assembly 4th District - Republican,14
,Bryan E Leib,James Williams,14
Bryan E Leib,1,1,14
James Williams,,0,14
Total,2,1,14
,Representative In Congress 3rd District - Republican,Senator In The General Assembly 4th District - Republican,17
,Bryan E Leib,James Williams,17
Bryan E Leib,0,3,17
James Williams,,0,17
Total,3,3,17
,Representative In Congress 3rd District - Republican,Senator In The General Assembly 4th District - Republican,19
,Bryan E Leib,James Williams,19
Bryan E Leib,0,1,19
James Williams,,0,19
Total,1,1,19
,Representative In Congress 3rd District - Republican,Senator In The General Assembly 4th District - Republican,21
,Bryan E Leib,James Williams,21
Bryan E Leib,0,1,21
James Williams,,0,21
Total,1,1,21
,Representative In Congress 3rd District - Republican,Senator In The General Assembly 4th District - Republican,23
,Bryan E Leib,James Williams,23
Bryan E Leib,0,1,23
James Williams,,0,23
Total,1,1,23
,Representative In Congress 3rd District - Republican,Senator In The General Assembly 4th District - Republican,25
,Bryan E Leib,James Williams,25
Bryan E Leib,0,1,25
James Williams,,0,25
Total,1,1,25
,Representative In Congress 3rd District - Republican,Senator In The General Assembly 4th District - Republican,27
,Bryan E Leib,James Williams,27
Bryan E Leib,0,1,27
James Williams,,0,27
Total,1,1,27
,Representative In Congress 3rd District - Republican,Senator In The General Assembly 4th District - Republican,28
,Bryan E Leib,James Williams,28
Bryan E Leib,0,1,28
James Williams,,0,28
Total,1,1,28
,Senator In The General Assembly 4th District - Republican,Representative In Congress 3rd District - Republican,29
,James Williams,Bryan E Leib,29
James Williams,1,2,29
Bryan E Leib,,0,29
Total,3,2,29
