col_1,col_2,col_3,col_4,col_5,col_6,col_7,order,division
Tom Wolf,1,15,13,14,6,6,3,16
John Dellricci,,0,12,11,6,6,4,16
James G Donnelly Sr,,,1,11,6,6,5,16
Kathy Enggasser,,,,0,4,6,6,16
Mary Ann Quartullo,,,,,0,3,7,16
Patrick Parkinson,,,,,,0,8,16
Total,19,15,14,14,6,6,9,16
,Governor - Democrat,Member Of The - Democratic State Committee 5th Senatorial District,,,,,1,17
,Tom Wolf,James G Donnelly Sr,John Dellricci,Kathy Enggasser,Mary Ann Quartullo,Patrick Parkinson,2,17
Tom Wolf,7,28,29,24,22,20,3,17
James G Donnelly Sr,,0,22,21,21,20,4,17
John Dellricci,,,0,21,21,19,5,17
Kathy Enggasser,,,,0,22,19,6,17
Mary Ann Quartullo,,,,,0,19,7,17
Patrick Parkinson,,,,,,0,8,17
Total,46,29,29,26,24,20,9,17
,Governor - Democrat,Member Of The - Democratic State Committee 5th Senatorial District,,,,,1,18
,Tom Wolf,Kathy Enggasser,John Dellricci,James G Donnelly Sr,Mary Ann Quartullo,Patrick Parkinson,2,18
Tom Wolf,1,17,15,13,15,13,3,18
Kathy Enggasser,,1,12,13,13,13,4,18
John Dellricci,,,1,11,11,12,5,18
James G Donnelly Sr,,,,1,12,12,6,18
Mary Ann Quartullo,,,,,0,12,7,18
Patrick Parkinson,,,,,,0,8,18
Total,24,19,16,15,15,13,9,18
,Governor - Democrat,Member Of The - Democratic State Committee 5th Senatorial District,,,,,1,19
,Tom Wolf,Mary Ann Quartullo,James G Donnelly Sr,Kathy Enggasser,Patrick Parkinson,John Dellricci,2,19
Tom Wolf,1,12,13,11,10,9,3,19
Mary Ann Quartullo,,2,8,9,9,9,4,19
James G Donnelly Sr,,,0,9,9,8,5,19
Kathy Enggasser,,,,0,10,9,6,19
Patrick Parkinson,,,,,1,9,7,19
John Dellricci,,,,,,0,8,19
Total,19,14,13,11,11,9,9,19
,Governor - Democrat,Member Of The - Democratic State Committee 5th Senatorial District,,,,,1,20
,Tom Wolf,Kathy Enggasser,James G Donnelly Sr,John Dellricci,Mary Ann Quartullo,Patrick Parkinson,2,20
Tom Wolf,3,16,15,13,12,8,3,20
Kathy Enggasser,,0,9,12,11,8,4,20
James G Donnelly Sr,,,0,7,7,6,5,20
John Dellricci,,,,0,9,8,6,20
Mary Ann Quartullo,,,,,0,8,7,20
Patrick Parkinson,,,,,,0,8,20
Total,27,16,15,13,12,8,9,20
,Governor - Democrat,Member Of The - Democratic State Committee 5th Senatorial District,,,,,1,21
,Tom Wolf,Kathy Enggasser,John Dellricci,Mary Ann Quartullo,James G Donnelly Sr,Patrick Parkinson,2,21
Tom Wolf,3,24,24,25,22,19,3,21
Kathy Enggasser,,1,19,19,21,19,4,21
John Dellricci,,,0,20,19,18,5,21
Mary Ann Quartullo,,,,0,18,19,6,21
James G Donnelly Sr,,,,,0,18,7,21
Patrick Parkinson,,,,,,0,8,21
Total,40,27,25,25,24,19,9,21
,Governor - Democrat,Member Of The - Democratic State Committee 5th Senatorial District,,,,,1,22
,Tom Wolf,John Dellricci,Kathy Enggasser,James G Donnelly Sr,Mary Ann Quartullo,Patrick Parkinson,2,22
Tom Wolf,7,13,13,9,11,9,3,22
John Dellricci,,3,10,10,10,8,4,22
Kathy Enggasser,,,0,9,11,8,5,22
James G Donnelly Sr,,,,1,9,9,6,22
Mary Ann Quartullo,,,,,0,8,7,22
Patrick Parkinson,,,,,,0,8,22
Total,27,18,14,12,12,10,9,22
,Governor - Democrat,Member Of The - Democratic State Committee 5th Senatorial District,,,,,1,23
,Tom Wolf,James G Donnelly Sr,Kathy Enggasser,Mary Ann Quartullo,Patrick Parkinson,John Dellricci,2,23
Tom Wolf,3,22,17,17,17,16,3,23
James G Donnelly Sr,,2,15,15,15,15,4,23
Kathy Enggasser,,,0,16,15,14,5,23
Mary Ann Quartullo,,,,0,15,14,6,23
Patrick Parkinson,,,,,0,15,7,23
John Dellricci,,,,,,0,8,23
Total,30,24,17,17,17,16,9,23
,Governor - Democrat,Member Of The - Democratic State Committee 5th Senatorial District,,,,,1,24
,Tom Wolf,James G Donnelly Sr,Kathy Enggasser,John Dellricci,Mary Ann Quartullo,Patrick Parkinson,2,24
Tom Wolf,7,22,19,18,17,16,3,24
James G Donnelly Sr,,1,17,16,17,17,4,24
Kathy Enggasser,,,0,17,17,17,5,24
John Dellricci,,,,0,15,16,6,24
Mary Ann Quartullo,,,,,0,16,7,24
Patrick Parkinson,,,,,,0,8,24
Total,34,24,20,19,18,17,9,24
,Governor - Democrat,Member Of The - Democratic State Committee 5th Senatorial District,,,,,1,25
,Tom Wolf,Mary Ann Quartullo,John Dellricci,Kathy Enggasser,James G Donnelly Sr,Patrick Parkinson,2,25
Tom Wolf,7,29,27,30,24,22,3,25
Mary Ann Quartullo,,2,26,28,24,24,4,25
John Dellricci,,,2,24,24,24,5,25
Kathy Enggasser,,,,1,24,24,6,25
James G Donnelly Sr,,,,,1,24,7,25
Patrick Parkinson,,,,,,0,8,25
Total,47,35,33,33,27,24,9,25
,Governor - Democrat,Member Of The - Democratic State Committee 5th Senatorial District,,,,,1,26
,Tom Wolf,Kathy Enggasser,John Dellricci,Mary Ann Quartullo,James G Donnelly Sr,Patrick Parkinson,2,26
Tom Wolf,7,12,9,10,8,8,3,26
Kathy Enggasser,,0,7,10,7,8,4,26
John Dellricci,,,2,8,7,7,5,26
Mary Ann Quartullo,,,,0,7,7,6,26
James G Donnelly Sr,,,,,1,7,7,26
Patrick Parkinson,,,,,,0,8,26
Total,25,13,12,11,10,9,9,26
