col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,Representative In The General Assembly 198th District - Democrat,,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,All
,Rosita C Youngblood,Bernard A Williams,Jaime Bouldin,David Rodriguez,Sharon Vaughn,Barbara Carroll,Humberto Perez,Latrice Y Bryant,Dustin Morris,Jonathan M Gary,Robert Taylor,All
Rosita C Youngblood,275,0,482,450,453,457,430,436,363,344,337,All
Bernard A Williams,,63,230,218,187,182,200,185,143,140,134,All
Jaime Bouldin,,,2,547,526,519,521,496,480,465,450,All
David Rodriguez,,,,2,526,525,530,507,479,459,447,All
Sharon Vaughn,,,,,3,581,502,544,489,466,457,All
Barbara Carroll,,,,,,3,500,540,486,467,450,All
Humberto Perez,,,,,,,1,471,459,440,427,All
Latrice Y Bryant,,,,,,,,1,465,455,450,All
Dustin Morris,,,,,,,,,2,452,443,All
Jonathan M Gary,,,,,,,,,,2,443,All
Robert Taylor,,,,,,,,,,,0,All
Total,"1,003",406,722,675,649,646,636,628,513,490,479,All
,Representative In The General Assembly 198th District - Democrat,,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,8
,Rosita C Youngblood,Bernard A Williams,Latrice Y Bryant,Humberto Perez,Jaime Bouldin,David Rodriguez,Sharon Vaughn,Barbara Carroll,Dustin Morris,Jonathan M Gary,Robert Taylor,8
Rosita C Youngblood,16,0,40,37,37,34,35,36,31,29,28,8
Bernard A Williams,,8,19,19,17,19,16,14,9,11,9,8
Latrice Y Bryant,,,0,47,44,47,48,48,39,40,37,8
Humberto Perez,,,,0,47,49,45,44,38,38,37,8
Jaime Bouldin,,,,,1,48,42,42,38,40,37,8
David Rodriguez,,,,,,0,45,44,38,39,36,8
Sharon Vaughn,,,,,,,0,48,39,39,36,8
Barbara Carroll,,,,,,,,0,39,39,37,8
Dustin Morris,,,,,,,,,0,37,36,8
Jonathan M Gary,,,,,,,,,,0,36,8
Robert Taylor,,,,,,,,,,,0,8
Total,69,32,59,56,55,53,51,50,40,40,37,8
,Representative In The General Assembly 198th District - Democrat,,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,11
,Rosita C Youngblood,Bernard A Williams,Jaime Bouldin,Humberto Perez,Barbara Carroll,David Rodriguez,Sharon Vaughn,Dustin Morris,Latrice Y Bryant,Jonathan M Gary,Robert Taylor,11
Rosita C Youngblood,48,0,53,54,47,45,44,36,35,35,33,11
Bernard A Williams,,7,23,20,15,18,18,12,13,9,10,11
Jaime Bouldin,,,0,57,51,54,52,47,41,43,44,11
Humberto Perez,,,,1,53,57,53,45,43,42,42,11
Barbara Carroll,,,,,1,50,57,47,44,45,43,11
David Rodriguez,,,,,,0,48,45,40,41,41,11
Sharon Vaughn,,,,,,,0,46,44,43,42,11
Dustin Morris,,,,,,,,0,39,43,42,11
Latrice Y Bryant,,,,,,,,,0,35,35,11
Jonathan M Gary,,,,,,,,,,0,41,11
Robert Taylor,,,,,,,,,,,0,11
Total,126,42,78,76,64,64,63,50,49,45,45,11
,Representative In The General Assembly 198th District - Democrat,,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,14
,Rosita C Youngblood,Bernard A Williams,Jaime Bouldin,Barbara Carroll,David Rodriguez,Humberto Perez,Latrice Y Bryant,Sharon Vaughn,Robert Taylor,Dustin Morris,Jonathan M Gary,14
Rosita C Youngblood,4,0,19,20,19,15,20,18,13,12,12,14
Bernard A Williams,,1,15,9,11,12,7,8,8,7,7,14
Jaime Bouldin,,,0,17,20,21,17,18,17,18,16,14
Barbara Carroll,,,,1,20,19,19,22,18,18,17,14
David Rodriguez,,,,,0,21,20,21,18,19,17,14
Humberto Perez,,,,,,0,18,19,18,19,18,14
Latrice Y Bryant,,,,,,,0,21,19,18,18,14
Sharon Vaughn,,,,,,,,0,19,19,17,14
Robert Taylor,,,,,,,,,0,18,18,14
Dustin Morris,,,,,,,,,,0,17,14
Jonathan M Gary,,,,,,,,,,,0,14
Total,47,24,34,30,30,27,27,26,21,19,19,14
,Representative In The General Assembly 198th District - Democrat,,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,15
,Rosita C Youngblood,Bernard A Williams,David Rodriguez,Jaime Bouldin,Sharon Vaughn,Humberto Perez,Barbara Carroll,Dustin Morris,Latrice Y Bryant,Jonathan M Gary,Robert Taylor,15
Rosita C Youngblood,37,0,27,30,33,31,32,23,24,20,18,15
Bernard A Williams,,3,28,26,19,18,16,14,12,13,9,15
David Rodriguez,,,1,40,35,38,36,33,31,31,27,15
Jaime Bouldin,,,,0,37,37,38,34,31,32,27,15
Sharon Vaughn,,,,,1,35,44,34,35,31,27,15
Humberto Perez,,,,,,0,36,33,30,30,25,15
Barbara Carroll,,,,,,,0,35,36,32,27,15
Dustin Morris,,,,,,,,1,31,33,27,15
Latrice Y Bryant,,,,,,,,,0,30,27,15
Jonathan M Gary,,,,,,,,,,0,27,15
Robert Taylor,,,,,,,,,,,0,15
Total,91,43,56,56,53,49,48,38,36,33,27,15
,Representative In The General Assembly 198th District - Democrat,,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,16
,Rosita C Youngblood,Bernard A Williams,Sharon Vaughn,Barbara Carroll,Jaime Bouldin,Latrice Y Bryant,David Rodriguez,Humberto Perez,Dustin Morris,Jonathan M Gary,Robert Taylor,16
Rosita C Youngblood,27,0,64,61,60,61,59,58,50,46,47,16
Bernard A Williams,,8,26,25,26,25,21,22,19,19,18,16
Sharon Vaughn,,,0,83,77,81,76,75,69,64,65,16
Barbara Carroll,,,,0,75,80,75,73,67,65,64,16
Jaime Bouldin,,,,,0,75,71,69,66,64,63,16
Latrice Y Bryant,,,,,,0,74,73,65,63,63,16
David Rodriguez,,,,,,,0,74,66,63,63,16
Humberto Perez,,,,,,,,0,66,62,63,16
