col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,order,division
Judi Golding Baker,,,,,,,0,0,0,0,0,0,0,0,9,2
Mariel J K Martin,,,,,,,,0,0,0,0,0,0,0,10,2
Marylouise Isaacson,,,,,,,,,0,0,0,0,0,0,11,2
Matthew D Myers,,,,,,,,,,0,0,0,0,0,12,2
Micah Mahjoubian,,,,,,,,,,,0,0,0,0,13,2
Noam Kugelmass,,,,,,,,,,,,0,0,0,14,2
Rhea Powell,,,,,,,,,,,,,0,0,15,2
Tom Young,,,,,,,,,,,,,,0,16,2
Total,19,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2
,United States Senator - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,3
,Bob Casey Jr,Amanda Mcillmurray,Andi Perez,Darrell L Clarke,Joe Celentano,Jon Geeting,Judi Golding Baker,Mariel J K Martin,Marylouise Isaacson,Matthew D Myers,Micah Mahjoubian,Noam Kugelmass,Rhea Powell,Tom Young,2,3
Bob Casey Jr,127,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
Amanda Mcillmurray,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
Andi Perez,,,0,0,0,0,0,0,0,0,0,0,0,0,5,3
Darrell L Clarke,,,,0,0,0,0,0,0,0,0,0,0,0,6,3
Joe Celentano,,,,,0,0,0,0,0,0,0,0,0,0,7,3
Jon Geeting,,,,,,0,0,0,0,0,0,0,0,0,8,3
Judi Golding Baker,,,,,,,0,0,0,0,0,0,0,0,9,3
Mariel J K Martin,,,,,,,,0,0,0,0,0,0,0,10,3
Marylouise Isaacson,,,,,,,,,0,0,0,0,0,0,11,3
Matthew D Myers,,,,,,,,,,0,0,0,0,0,12,3
Micah Mahjoubian,,,,,,,,,,,0,0,0,0,13,3
Noam Kugelmass,,,,,,,,,,,,0,0,0,14,3
Rhea Powell,,,,,,,,,,,,,0,0,15,3
Tom Young,,,,,,,,,,,,,,0,16,3
Total,127,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3
,United States Senator - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,4
,Bob Casey Jr,Amanda Mcillmurray,Andi Perez,Darrell L Clarke,Joe Celentano,Jon Geeting,Judi Golding Baker,Mariel J K Martin,Marylouise Isaacson,Matthew D Myers,Micah Mahjoubian,Noam Kugelmass,Rhea Powell,Tom Young,2,4
Bob Casey Jr,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
Amanda Mcillmurray,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
Andi Perez,,,0,0,0,0,0,0,0,0,0,0,0,0,5,4
Darrell L Clarke,,,,0,0,0,0,0,0,0,0,0,0,0,6,4
Joe Celentano,,,,,0,0,0,0,0,0,0,0,0,0,7,4
Jon Geeting,,,,,,0,0,0,0,0,0,0,0,0,8,4
Judi Golding Baker,,,,,,,0,0,0,0,0,0,0,0,9,4
Mariel J K Martin,,,,,,,,0,0,0,0,0,0,0,10,4
Marylouise Isaacson,,,,,,,,,0,0,0,0,0,0,11,4
Matthew D Myers,,,,,,,,,,0,0,0,0,0,12,4
Micah Mahjoubian,,,,,,,,,,,0,0,0,0,13,4
Noam Kugelmass,,,,,,,,,,,,0,0,0,14,4
Rhea Powell,,,,,,,,,,,,,0,0,15,4
Tom Young,,,,,,,,,,,,,,0,16,4
Total,17,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4
,United States Senator - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,5
,Bob Casey Jr,Amanda Mcillmurray,Andi Perez,Darrell L Clarke,Joe Celentano,Jon Geeting,Judi Golding Baker,Mariel J K Martin,Marylouise Isaacson,Matthew D Myers,Micah Mahjoubian,Noam Kugelmass,Rhea Powell,Tom Young,2,5
Bob Casey Jr,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
Amanda Mcillmurray,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5
Andi Perez,,,0,0,0,0,0,0,0,0,0,0,0,0,5,5
Darrell L Clarke,,,,0,0,0,0,0,0,0,0,0,0,0,6,5
Joe Celentano,,,,,0,0,0,0,0,0,0,0,0,0,7,5
Jon Geeting,,,,,,0,0,0,0,0,0,0,0,0,8,5
Judi Golding Baker,,,,,,,0,0,0,0,0,0,0,0,9,5
Mariel J K Martin,,,,,,,,0,0,0,0,0,0,0,10,5
Marylouise Isaacson,,,,,,,,,0,0,0,0,0,0,11,5
Matthew D Myers,,,,,,,,,,0,0,0,0,0,12,5
Micah Mahjoubian,,,,,,,,,,,0,0,0,0,13,5
Noam Kugelmass,,,,,,,,,,,,0,0,0,14,5
Rhea Powell,,,,,,,,,,,,,0,0,15,5
Tom Young,,,,,,,,,,,,,,0,16,5
Total,25,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5
,United States Senator - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,6
,Bob Casey Jr,Amanda Mcillmurray,Andi Perez,Darrell L Clarke,Joe Celentano,Jon Geeting,Judi Golding Baker,Mariel J K Martin,Marylouise Isaacson,Matthew D Myers,Micah Mahjoubian,Noam Kugelmass,Rhea Powell,Tom Young,2,6
Bob Casey Jr,40,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
Amanda Mcillmurray,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6
Andi Perez,,,0,0,0,0,0,0,0,0,0,0,0,0,5,6
Darrell L Clarke,,,,0,0,0,0,0,0,0,0,0,0,0,6,6
Joe Celentano,,,,,0,0,0,0,0,0,0,0,0,0,7,6
Jon Geeting,,,,,,0,0,0,0,0,0,0,0,0,8,6
Judi Golding Baker,,,,,,,0,0,0,0,0,0,0,0,9,6
Mariel J K Martin,,,,,,,,0,0,0,0,0,0,0,10,6
Marylouise Isaacson,,,,,,,,,0,0,0,0,0,0,11,6
Matthew D Myers,,,,,,,,,,0,0,0,0,0,12,6
Micah Mahjoubian,,,,,,,,,,,0,0,0,0,13,6
Noam Kugelmass,,,,,,,,,,,,0,0,0,14,6
Rhea Powell,,,,,,,,,,,,,0,0,15,6
Tom Young,,,,,,,,,,,,,,0,16,6
Total,40,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6
,United States Senator - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,7
,Bob Casey Jr,Amanda Mcillmurray,Andi Perez,Darrell L Clarke,Joe Celentano,Jon Geeting,Judi Golding Baker,Mariel J K Martin,Marylouise Isaacson,Matthew D Myers,Micah Mahjoubian,Noam Kugelmass,Rhea Powell,Tom Young,2,7
Bob Casey Jr,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7
Amanda Mcillmurray,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7
Andi Perez,,,0,0,0,0,0,0,0,0,0,0,0,0,5,7
Darrell L Clarke,,,,0,0,0,0,0,0,0,0,0,0,0,6,7
Joe Celentano,,,,,0,0,0,0,0,0,0,0,0,0,7,7
Jon Geeting,,,,,,0,0,0,0,0,0,0,0,0,8,7
Judi Golding Baker,,,,,,,0,0,0,0,0,0,0,0,9,7
Mariel J K Martin,,,,,,,,0,0,0,0,0,0,0,10,7
Marylouise Isaacson,,,,,,,,,0,0,0,0,0,0,11,7
Matthew D Myers,,,,,,,,,,0,0,0,0,0,12,7
Micah Mahjoubian,,,,,,,,,,,0,0,0,0,13,7
Noam Kugelmass,,,,,,,,,,,,0,0,0,14,7
Rhea Powell,,,,,,,,,,,,,0,0,15,7
Tom Young,,,,,,,,,,,,,,0,16,7
Total,3,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7
,United States Senator - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,8
,Bob Casey Jr,Amanda Mcillmurray,Andi Perez,Darrell L Clarke,Joe Celentano,Jon Geeting,Judi Golding Baker,Mariel J K Martin,Marylouise Isaacson,Matthew D Myers,Micah Mahjoubian,Noam Kugelmass,Rhea Powell,Tom Young,2,8
Bob Casey Jr,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8
Amanda Mcillmurray,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8
Andi Perez,,,0,0,0,0,0,0,0,0,0,0,0,0,5,8
Darrell L Clarke,,,,0,0,0,0,0,0,0,0,0,0,0,6,8
Joe Celentano,,,,,0,0,0,0,0,0,0,0,0,0,7,8
Jon Geeting,,,,,,0,0,0,0,0,0,0,0,0,8,8
Judi Golding Baker,,,,,,,0,0,0,0,0,0,0,0,9,8
Mariel J K Martin,,,,,,,,0,0,0,0,0,0,0,10,8
Marylouise Isaacson,,,,,,,,,0,0,0,0,0,0,11,8
Matthew D Myers,,,,,,,,,,0,0,0,0,0,12,8
Micah Mahjoubian,,,,,,,,,,,0,0,0,0,13,8
Noam Kugelmass,,,,,,,,,,,,0,0,0,14,8
Rhea Powell,,,,,,,,,,,,,0,0,15,8
Tom Young,,,,,,,,,,,,,,0,16,8
Total,23,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8
,United States Senator - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,9
,Bob Casey Jr,Amanda Mcillmurray,Andi Perez,Darrell L Clarke,Joe Celentano,Jon Geeting,Judi Golding Baker,Mariel J K Martin,Marylouise Isaacson,Matthew D Myers,Micah Mahjoubian,Noam Kugelmass,Rhea Powell,Tom Young,2,9
Bob Casey Jr,35,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9
Amanda Mcillmurray,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9
Andi Perez,,,0,0,0,0,0,0,0,0,0,0,0,0,5,9
Darrell L Clarke,,,,0,0,0,0,0,0,0,0,0,0,0,6,9
Joe Celentano,,,,,0,0,0,0,0,0,0,0,0,0,7,9
Jon Geeting,,,,,,0,0,0,0,0,0,0,0,0,8,9
Judi Golding Baker,,,,,,,0,0,0,0,0,0,0,0,9,9
Mariel J K Martin,,,,,,,,0,0,0,0,0,0,0,10,9
Marylouise Isaacson,,,,,,,,,0,0,0,0,0,0,11,9
Matthew D Myers,,,,,,,,,,0,0,0,0,0,12,9
Micah Mahjoubian,,,,,,,,,,,0,0,0,0,13,9
Noam Kugelmass,,,,,,,,,,,,0,0,0,14,9
Rhea Powell,,,,,,,,,,,,,0,0,15,9
Tom Young,,,,,,,,,,,,,,0,16,9
Total,35,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9
,United States Senator - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,10
,Bob Casey Jr,Rhea Powell,Marylouise Isaacson,Tom Young,Andi Perez,Micah Mahjoubian,Darrell L Clarke,Mariel J K Martin,Amanda Mcillmurray,Noam Kugelmass,Judi Golding Baker,Joe Celentano,Matthew D Myers,Jon Geeting,2,10
Bob Casey Jr,22,66,61,61,59,56,54,49,48,41,39,32,29,25,3,10
Rhea Powell,,0,44,38,39,34,26,36,41,34,28,25,12,17,4,10
Marylouise Isaacson,,,0,36,41,36,32,38,38,26,25,20,19,20,5,10
Tom Young,,,,0,37,37,32,31,25,31,19,29,23,18,6,10
Andi Perez,,,,,0,35,33,38,29,22,25,22,24,19,7,10
Micah Mahjoubian,,,,,,0,25,27,27,25,19,20,20,14,8,10
Darrell L Clarke,,,,,,,0,30,26,14,23,13,25,12,9,10
Mariel J K Martin,,,,,,,,1,30,20,22,14,21,12,10,10
Amanda Mcillmurray,,,,,,,,,0,24,26,13,13,14,11,10
Noam Kugelmass,,,,,,,,,,0,17,19,8,13,12,10
Judi Golding Baker,,,,,,,,,,,0,12,14,7,13,10
Joe Celentano,,,,,,,,,,,,0,9,10,14,10
Matthew D Myers,,,,,,,,,,,,,0,7,15,10
Jon Geeting,,,,,,,,,,,,,,0,16,10
Total,133,67,62,61,60,56,55,51,49,41,39,32,30,26,17,10
,United States Senator - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,11
,Bob Casey Jr,Amanda Mcillmurray,Andi Perez,Darrell L Clarke,Joe Celentano,Jon Geeting,Judi Golding Baker,Mariel J K Martin,Marylouise Isaacson,Matthew D Myers,Micah Mahjoubian,Noam Kugelmass,Rhea Powell,Tom Young,2,11
Bob Casey Jr,84,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11
Amanda Mcillmurray,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11
Andi Perez,,,0,0,0,0,0,0,0,0,0,0,0,0,5,11
Darrell L Clarke,,,,0,0,0,0,0,0,0,0,0,0,0,6,11
Joe Celentano,,,,,0,0,0,0,0,0,0,0,0,0,7,11
Jon Geeting,,,,,,0,0,0,0,0,0,0,0,0,8,11
Judi Golding Baker,,,,,,,0,0,0,0,0,0,0,0,9,11
Mariel J K Martin,,,,,,,,0,0,0,0,0,0,0,10,11
Marylouise Isaacson,,,,,,,,,0,0,0,0,0,0,11,11
Matthew D Myers,,,,,,,,,,0,0,0,0,0,12,11
Micah Mahjoubian,,,,,,,,,,,0,0,0,0,13,11
Noam Kugelmass,,,,,,,,,,,,0,0,0,14,11
Rhea Powell,,,,,,,,,,,,,0,0,15,11
Tom Young,,,,,,,,,,,,,,0,16,11
Total,84,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11
,United States Senator - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,12
,Bob Casey Jr,Amanda Mcillmurray,Andi Perez,Darrell L Clarke,Joe Celentano,Jon Geeting,Judi Golding Baker,Mariel J K Martin,Marylouise Isaacson,Matthew D Myers,Micah Mahjoubian,Noam Kugelmass,Rhea Powell,Tom Young,2,12
Bob Casey Jr,95,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12
Amanda Mcillmurray,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12
Andi Perez,,,0,0,0,0,0,0,0,0,0,0,0,0,5,12
Darrell L Clarke,,,,0,0,0,0,0,0,0,0,0,0,0,6,12
Joe Celentano,,,,,0,0,0,0,0,0,0,0,0,0,7,12
Jon Geeting,,,,,,0,0,0,0,0,0,0,0,0,8,12
Judi Golding Baker,,,,,,,0,0,0,0,0,0,0,0,9,12
Mariel J K Martin,,,,,,,,0,0,0,0,0,0,0,10,12
Marylouise Isaacson,,,,,,,,,0,0,0,0,0,0,11,12
Matthew D Myers,,,,,,,,,,0,0,0,0,0,12,12
Micah Mahjoubian,,,,,,,,,,,0,0,0,0,13,12
Noam Kugelmass,,,,,,,,,,,,0,0,0,14,12
Rhea Powell,,,,,,,,,,,,,0,0,15,12
Tom Young,,,,,,,,,,,,,,0,16,12
Total,95,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12
,United States Senator - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,13
,Bob Casey Jr,Amanda Mcillmurray,Andi Perez,Darrell L Clarke,Joe Celentano,Jon Geeting,Judi Golding Baker,Mariel J K Martin,Marylouise Isaacson,Matthew D Myers,Micah Mahjoubian,Noam Kugelmass,Rhea Powell,Tom Young,2,13
Bob Casey Jr,93,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13
Amanda Mcillmurray,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13
Andi Perez,,,0,0,0,0,0,0,0,0,0,0,0,0,5,13
Darrell L Clarke,,,,0,0,0,0,0,0,0,0,0,0,0,6,13
Joe Celentano,,,,,0,0,0,0,0,0,0,0,0,0,7,13
Jon Geeting,,,,,,0,0,0,0,0,0,0,0,0,8,13
Judi Golding Baker,,,,,,,0,0,0,0,0,0,0,0,9,13
Mariel J K Martin,,,,,,,,0,0,0,0,0,0,0,10,13
Marylouise Isaacson,,,,,,,,,0,0,0,0,0,0,11,13
Matthew D Myers,,,,,,,,,,0,0,0,0,0,12,13
Micah Mahjoubian,,,,,,,,,,,0,0,0,0,13,13
Noam Kugelmass,,,,,,,,,,,,0,0,0,14,13
Rhea Powell,,,,,,,,,,,,,0,0,15,13
Tom Young,,,,,,,,,,,,,,0,16,13
Total,93,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13
,United States Senator - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,14
,Bob Casey Jr,Amanda Mcillmurray,Andi Perez,Darrell L Clarke,Joe Celentano,Jon Geeting,Judi Golding Baker,Mariel J K Martin,Marylouise Isaacson,Matthew D Myers,Micah Mahjoubian,Noam Kugelmass,Rhea Powell,Tom Young,2,14
Bob Casey Jr,54,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14
Amanda Mcillmurray,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14
Andi Perez,,,0,0,0,0,0,0,0,0,0,0,0,0,5,14
Darrell L Clarke,,,,0,0,0,0,0,0,0,0,0,0,0,6,14
Joe Celentano,,,,,0,0,0,0,0,0,0,0,0,0,7,14
Jon Geeting,,,,,,0,0,0,0,0,0,0,0,0,8,14
Judi Golding Baker,,,,,,,0,0,0,0,0,0,0,0,9,14
Mariel J K Martin,,,,,,,,0,0,0,0,0,0,0,10,14
Marylouise Isaacson,,,,,,,,,0,0,0,0,0,0,11,14
Matthew D Myers,,,,,,,,,,0,0,0,0,0,12,14
Micah Mahjoubian,,,,,,,,,,,0,0,0,0,13,14
Noam Kugelmass,,,,,,,,,,,,0,0,0,14,14
Rhea Powell,,,,,,,,,,,,,0,0,15,14
Tom Young,,,,,,,,,,,,,,0,16,14
Total,54,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14
,United States Senator - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,15
,Bob Casey Jr,Amanda Mcillmurray,Andi Perez,Darrell L Clarke,Joe Celentano,Jon Geeting,Judi Golding Baker,Mariel J K Martin,Marylouise Isaacson,Matthew D Myers,Micah Mahjoubian,Noam Kugelmass,Rhea Powell,Tom Young,2,15
Bob Casey Jr,58,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15
Amanda Mcillmurray,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15
Andi Perez,,,0,0,0,0,0,0,0,0,0,0,0,0,5,15
Darrell L Clarke,,,,0,0,0,0,0,0,0,0,0,0,0,6,15
Joe Celentano,,,,,0,0,0,0,0,0,0,0,0,0,7,15
Jon Geeting,,,,,,0,0,0,0,0,0,0,0,0,8,15
Judi Golding Baker,,,,,,,0,0,0,0,0,0,0,0,9,15
Mariel J K Martin,,,,,,,,0,0,0,0,0,0,0,10,15
Marylouise Isaacson,,,,,,,,,0,0,0,0,0,0,11,15
Matthew D Myers,,,,,,,,,,0,0,0,0,0,12,15
Micah Mahjoubian,,,,,,,,,,,0,0,0,0,13,15
Noam Kugelmass,,,,,,,,,,,,0,0,0,14,15
Rhea Powell,,,,,,,,,,,,,0,0,15,15
Tom Young,,,,,,,,,,,,,,0,16,15
Total,58,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15
,United States Senator - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,16
,Bob Casey Jr,Amanda Mcillmurray,Andi Perez,Darrell L Clarke,Joe Celentano,Jon Geeting,Judi Golding Baker,Mariel J K Martin,Marylouise Isaacson,Matthew D Myers,Micah Mahjoubian,Noam Kugelmass,Rhea Powell,Tom Young,2,16
Bob Casey Jr,76,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16
Amanda Mcillmurray,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16
Andi Perez,,,0,0,0,0,0,0,0,0,0,0,0,0,5,16
Darrell L Clarke,,,,0,0,0,0,0,0,0,0,0,0,0,6,16
Joe Celentano,,,,,0,0,0,0,0,0,0,0,0,0,7,16
Jon Geeting,,,,,,0,0,0,0,0,0,0,0,0,8,16
Judi Golding Baker,,,,,,,0,0,0,0,0,0,0,0,9,16
Mariel J K Martin,,,,,,,,0,0,0,0,0,0,0,10,16
Marylouise Isaacson,,,,,,,,,0,0,0,0,0,0,11,16
Matthew D Myers,,,,,,,,,,0,0,0,0,0,12,16
Micah Mahjoubian,,,,,,,,,,,0,0,0,0,13,16
Noam Kugelmass,,,,,,,,,,,,0,0,0,14,16
Rhea Powell,,,,,,,,,,,,,0,0,15,16
Tom Young,,,,,,,,,,,,,,0,16,16
Total,76,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16
,United States Senator - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,17
,Bob Casey Jr,Amanda Mcillmurray,Andi Perez,Darrell L Clarke,Joe Celentano,Jon Geeting,Judi Golding Baker,Mariel J K Martin,Marylouise Isaacson,Matthew D Myers,Micah Mahjoubian,Noam Kugelmass,Rhea Powell,Tom Young,2,17
Bob Casey Jr,61,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17
Amanda Mcillmurray,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17
Andi Perez,,,0,0,0,0,0,0,0,0,0,0,0,0,5,17
Darrell L Clarke,,,,0,0,0,0,0,0,0,0,0,0,0,6,17
Joe Celentano,,,,,0,0,0,0,0,0,0,0,0,0,7,17
Jon Geeting,,,,,,0,0,0,0,0,0,0,0,0,8,17
Judi Golding Baker,,,,,,,0,0,0,0,0,0,0,0,9,17
Mariel J K Martin,,,,,,,,0,0,0,0,0,0,0,10,17
Marylouise Isaacson,,,,,,,,,0,0,0,0,0,0,11,17
Matthew D Myers,,,,,,,,,,0,0,0,0,0,12,17
Micah Mahjoubian,,,,,,,,,,,0,0,0,0,13,17
Noam Kugelmass,,,,,,,,,,,,0,0,0,14,17
Rhea Powell,,,,,,,,,,,,,0,0,15,17
Tom Young,,,,,,,,,,,,,,0,16,17
Total,61,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17
,United States Senator - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,18
,Bob Casey Jr,Amanda Mcillmurray,Andi Perez,Darrell L Clarke,Joe Celentano,Jon Geeting,Judi Golding Baker,Mariel J K Martin,Marylouise Isaacson,Matthew D Myers,Micah Mahjoubian,Noam Kugelmass,Rhea Powell,Tom Young,2,18
Bob Casey Jr,85,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18
Amanda Mcillmurray,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18
Andi Perez,,,0,0,0,0,0,0,0,0,0,0,0,0,5,18
Darrell L Clarke,,,,0,0,0,0,0,0,0,0,0,0,0,6,18
Joe Celentano,,,,,0,0,0,0,0,0,0,0,0,0,7,18
Jon Geeting,,,,,,0,0,0,0,0,0,0,0,0,8,18
Judi Golding Baker,,,,,,,0,0,0,0,0,0,0,0,9,18
Mariel J K Martin,,,,,,,,0,0,0,0,0,0,0,10,18
Marylouise Isaacson,,,,,,,,,0,0,0,0,0,0,11,18
Matthew D Myers,,,,,,,,,,0,0,0,0,0,12,18
Micah Mahjoubian,,,,,,,,,,,0,0,0,0,13,18
Noam Kugelmass,,,,,,,,,,,,0,0,0,14,18
Rhea Powell,,,,,,,,,,,,,0,0,15,18
Tom Young,,,,,,,,,,,,,,0,16,18
Total,85,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18
