col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,Representative In The General Assembly 175th District - Democrat,,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,All
,Michael H O Brien,Debby Derricks,Rhea Powell,Marylouise Isaacson,Andi Perez,Micah Mahjoubian,Amanda Mcillmurray,Judi Golding Baker,Mariel J K Martin,Tom Young,Darrell L Clarke,Noam Kugelmass,Joe Celentano,Matthew D Myers,Jon Geeting,All
Michael H O Brien,581,0,"1,670","1,775","1,472","1,517","1,205","1,291","1,317","1,412","1,275",911,944,930,647,All
Debby Derricks,,332,"1,601","1,402","1,184","1,145","1,272","1,132","1,071",822,737,848,720,514,613,All
Rhea Powell,,,18,"2,100","1,776","1,707","1,980","1,649","1,568","1,381","1,079","1,408","1,340",702,889,All
Marylouise Isaacson,,,,6,"2,010","2,008","1,930","1,970","1,954","1,583","1,453","1,175","1,039","1,129",730,All
Andi Perez,,,,,2,"1,720","1,478","1,588","1,706","1,426","1,305","1,047",915,"1,018",750,All
Micah Mahjoubian,,,,,,3,"1,343","1,450","1,508","1,502","1,227","1,134","1,008",935,603,All
Amanda Mcillmurray,,,,,,,3,"1,532","1,491","1,065",896,"1,071",988,644,700,All
Judi Golding Baker,,,,,,,,1,"1,574","1,128","1,212",869,699,994,516,All
Mariel J K Martin,,,,,,,,,1,"1,309","1,213",844,749,"1,010",521,All
Tom Young,,,,,,,,,,3,"1,002",948,"1,007",931,634,All
Darrell L Clarke,,,,,,,,,,,15,566,482,948,444,All
Noam Kugelmass,,,,,,,,,,,,2,865,423,539,All
Joe Celentano,,,,,,,,,,,,,2,394,598,All
Matthew D Myers,,,,,,,,,,,,,,1,338,All
Jon Geeting,,,,,,,,,,,,,,,6,All
Total,"3,558","2,592","3,334","3,245","2,723","2,713","2,517","2,475","2,444","2,283","2,067","1,781","1,689","1,479","1,292",All
