col_1,col_2,division
,Representative In Congress 2nd District - Republican,1
,David Torres,1
David Torres,1,1
Total,1,1
,Representative In Congress 2nd District - Republican,2
,David Torres,2
David Torres,5,2
Total,5,2
,Representative In Congress 2nd District - Republican,3
,David Torres,3
David Torres,4,3
Total,4,3
,Representative In Congress 2nd District - Republican,6
,David Torres,6
David Torres,4,6
Total,4,6
,Representative In Congress 2nd District - Republican,7
,David Torres,7
David Torres,4,7
Total,4,7
,Representative In Congress 2nd District - Republican,8
,David Torres,8
David Torres,1,8
Total,1,8
,Representative In Congress 2nd District - Republican,9
,David Torres,9
David Torres,2,9
Total,2,9
,Representative In Congress 2nd District - Republican,11
,David Torres,11
David Torres,1,11
Total,1,11
,Representative In Congress 2nd District - Republican,14
,David Torres,14
David Torres,3,14
Total,3,14
,Representative In Congress 2nd District - Republican,15
,David Torres,15
David Torres,5,15
Total,5,15
,Representative In Congress 2nd District - Republican,16
,David Torres,16
David Torres,2,16
Total,2,16
,Representative In Congress 2nd District - Republican,17
,David Torres,17
David Torres,3,17
Total,3,17
,Representative In Congress 2nd District - Republican,18
,David Torres,18
David Torres,3,18
Total,3,18
,Representative In Congress 2nd District - Republican,20
,David Torres,20
David Torres,1,20
Total,1,20
,Representative In Congress 2nd District - Republican,22
,David Torres,22
David Torres,2,22
Total,2,22
,Representative In Congress 2nd District - Republican,24
,David Torres,24
David Torres,5,24
Total,5,24
,Representative In Congress 2nd District - Republican,25
,David Torres,25
David Torres,3,25
Total,3,25
,Representative In Congress 2nd District - Republican,All
,David Torres,All
David Torres,49,All
Total,49,All
