col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Governor - Democrat,Member Of The Democratic State Committee 5th Senatorial District,,,,,All
,Tom Wolf,Mary Ann Quartullo,John Dellricci,Kathy Enggasser,Patrick Parkinson,James G Donnelly Sr,All
Tom Wolf,760,65,60,59,55,49,All
Mary Ann Quartullo,,2,56,55,54,46,All
John Dellricci,,,3,51,50,44,All
Kathy Enggasser,,,,1,49,44,All
Patrick Parkinson,,,,,1,41,All
James G Donnelly Sr,,,,,,3,All
Total,841,69,67,64,59,55,All
,Governor - Democrat,Member Of The Democratic State Committee 5th Senatorial District,,,,,1
,Tom Wolf,James G Donnelly Sr,John Dellricci,Kathy Enggasser,Mary Ann Quartullo,Patrick Parkinson,1
Tom Wolf,56,0,0,0,0,0,1
James G Donnelly Sr,,0,0,0,0,0,1
John Dellricci,,,0,0,0,0,1
Kathy Enggasser,,,,0,0,0,1
Mary Ann Quartullo,,,,,0,0,1
Patrick Parkinson,,,,,,0,1
Total,56,0,0,0,0,0,1
,Governor - Democrat,Member Of The Democratic State Committee 5th Senatorial District,,,,,2
,Tom Wolf,James G Donnelly Sr,John Dellricci,Kathy Enggasser,Mary Ann Quartullo,Patrick Parkinson,2
Tom Wolf,88,0,0,0,0,0,2
James G Donnelly Sr,,0,0,0,0,0,2
John Dellricci,,,0,0,0,0,2
Kathy Enggasser,,,,0,0,0,2
Mary Ann Quartullo,,,,,0,0,2
Patrick Parkinson,,,,,,0,2
Total,88,0,0,0,0,0,2
,Governor - Democrat,Member Of The Democratic State Committee 5th Senatorial District,,,,,3
,Tom Wolf,James G Donnelly Sr,John Dellricci,Kathy Enggasser,Mary Ann Quartullo,Patrick Parkinson,3
Tom Wolf,32,0,0,0,0,0,3
James G Donnelly Sr,,0,0,0,0,0,3
John Dellricci,,,0,0,0,0,3
Kathy Enggasser,,,,0,0,0,3
Mary Ann Quartullo,,,,,0,0,3
Patrick Parkinson,,,,,,0,3
Total,32,0,0,0,0,0,3
,Governor - Democrat,Member Of The Democratic State Committee 5th Senatorial District,,,,,4
,Tom Wolf,James G Donnelly Sr,John Dellricci,Kathy Enggasser,Mary Ann Quartullo,Patrick Parkinson,4
Tom Wolf,46,0,0,0,0,0,4
James G Donnelly Sr,,0,0,0,0,0,4
John Dellricci,,,0,0,0,0,4
Kathy Enggasser,,,,0,0,0,4
Mary Ann Quartullo,,,,,0,0,4
Patrick Parkinson,,,,,,0,4
Total,46,0,0,0,0,0,4
,Governor - Democrat,Member Of The Democratic State Committee 5th Senatorial District,,,,,5
,Tom Wolf,James G Donnelly Sr,John Dellricci,Kathy Enggasser,Mary Ann Quartullo,Patrick Parkinson,5
Tom Wolf,49,0,0,0,0,0,5
James G Donnelly Sr,,0,0,0,0,0,5
John Dellricci,,,0,0,0,0,5
Kathy Enggasser,,,,0,0,0,5
Mary Ann Quartullo,,,,,0,0,5
Patrick Parkinson,,,,,,0,5
Total,49,0,0,0,0,0,5
,Governor - Democrat,Member Of The Democratic State Committee 5th Senatorial District,,,,,6
,Tom Wolf,James G Donnelly Sr,John Dellricci,Kathy Enggasser,Mary Ann Quartullo,Patrick Parkinson,6
Tom Wolf,58,0,0,0,0,0,6
James G Donnelly Sr,,0,0,0,0,0,6
John Dellricci,,,0,0,0,0,6
Kathy Enggasser,,,,0,0,0,6
Mary Ann Quartullo,,,,,0,0,6
Patrick Parkinson,,,,,,0,6
Total,58,0,0,0,0,0,6
,Governor - Democrat,Member Of The Democratic State Committee 5th Senatorial District,,,,,7
,Tom Wolf,John Dellricci,Mary Ann Quartullo,Kathy Enggasser,Patrick Parkinson,James G Donnelly Sr,7
Tom Wolf,12,22,22,19,16,13,7
John Dellricci,,1,19,18,16,10,7
Mary Ann Quartullo,,,1,17,16,9,7
Kathy Enggasser,,,,1,13,11,7
Patrick Parkinson,,,,,0,6,7
James G Donnelly Sr,,,,,,2,7
Total,41,25,23,21,17,16,7
,Governor - Democrat,Member Of The Democratic State Committee 5th Senatorial District,,,,,8
,Tom Wolf,James G Donnelly Sr,John Dellricci,Kathy Enggasser,Mary Ann Quartullo,Patrick Parkinson,8
Tom Wolf,35,0,0,0,0,0,8
James G Donnelly Sr,,0,0,0,0,0,8
John Dellricci,,,0,0,0,0,8
Kathy Enggasser,,,,0,0,0,8
Mary Ann Quartullo,,,,,0,0,8
Patrick Parkinson,,,,,,0,8
Total,35,0,0,0,0,0,8
,Governor - Democrat,Member Of The Democratic State Committee 5th Senatorial District,,,,,9
,Tom Wolf,James G Donnelly Sr,John Dellricci,Kathy Enggasser,Mary Ann Quartullo,Patrick Parkinson,9
Tom Wolf,21,0,0,0,0,0,9
James G Donnelly Sr,,0,0,0,0,0,9
John Dellricci,,,0,0,0,0,9
Kathy Enggasser,,,,0,0,0,9
Mary Ann Quartullo,,,,,0,0,9
Patrick Parkinson,,,,,,0,9
Total,21,0,0,0,0,0,9
,Governor - Democrat,Member Of The Democratic State Committee 5th Senatorial District,,,,,10
,Tom Wolf,James G Donnelly Sr,John Dellricci,Kathy Enggasser,Mary Ann Quartullo,Patrick Parkinson,10
Tom Wolf,41,0,0,0,0,0,10
James G Donnelly Sr,,0,0,0,0,0,10
John Dellricci,,,0,0,0,0,10
Kathy Enggasser,,,,0,0,0,10
Mary Ann Quartullo,,,,,0,0,10
Patrick Parkinson,,,,,,0,10
Total,41,0,0,0,0,0,10
,Governor - Democrat,Member Of The Democratic State Committee 5th Senatorial District,,,,,11
,Tom Wolf,James G Donnelly Sr,John Dellricci,Kathy Enggasser,Mary Ann Quartullo,Patrick Parkinson,11
Tom Wolf,41,0,0,0,0,0,11
James G Donnelly Sr,,0,0,0,0,0,11
John Dellricci,,,0,0,0,0,11
Kathy Enggasser,,,,0,0,0,11
Mary Ann Quartullo,,,,,0,0,11
Patrick Parkinson,,,,,,0,11
Total,41,0,0,0,0,0,11
,Governor - Democrat,Member Of The Democratic State Committee 5th Senatorial District,,,,,12
,Tom Wolf,James G Donnelly Sr,John Dellricci,Kathy Enggasser,Mary Ann Quartullo,Patrick Parkinson,12
Tom Wolf,25,0,0,0,0,0,12
James G Donnelly Sr,,0,0,0,0,0,12
John Dellricci,,,0,0,0,0,12
Kathy Enggasser,,,,0,0,0,12
Mary Ann Quartullo,,,,,0,0,12
Patrick Parkinson,,,,,,0,12
Total,25,0,0,0,0,0,12
,Governor - Democrat,Member Of The Democratic State Committee 5th Senatorial District,,,,,13
,Tom Wolf,James G Donnelly Sr,John Dellricci,Kathy Enggasser,Mary Ann Quartullo,Patrick Parkinson,13
Tom Wolf,45,0,0,0,0,0,13
James G Donnelly Sr,,0,0,0,0,0,13
John Dellricci,,,0,0,0,0,13
Kathy Enggasser,,,,0,0,0,13
Mary Ann Quartullo,,,,,0,0,13
Patrick Parkinson,,,,,,0,13
Total,45,0,0,0,0,0,13
,Governor - Democrat,Member Of The Democratic State Committee 5th Senatorial District,,,,,14
,Tom Wolf,James G Donnelly Sr,John Dellricci,Kathy Enggasser,Mary Ann Quartullo,Patrick Parkinson,14
Tom Wolf,33,0,0,0,0,0,14
James G Donnelly Sr,,0,0,0,0,0,14
John Dellricci,,,0,0,0,0,14
Kathy Enggasser,,,,0,0,0,14
Mary Ann Quartullo,,,,,0,0,14
Patrick Parkinson,,,,,,0,14
Total,33,0,0,0,0,0,14
,Governor - Democrat,Member Of The Democratic State Committee 5th Senatorial District,,,,,15
,Tom Wolf,Mary Ann Quartullo,Kathy Enggasser,John Dellricci,Patrick Parkinson,James G Donnelly Sr,15
Tom Wolf,12,43,40,38,39,36,15
Mary Ann Quartullo,,1,38,37,38,37,15
Kathy Enggasser,,,0,33,36,33,15
John Dellricci,,,,2,34,34,15
Patrick Parkinson,,,,,1,35,15
James G Donnelly Sr,,,,,,1,15
Total,64,46,43,42,42,39,15
,Governor - Democrat,Member Of The Democratic State Committee 5th Senatorial District,,,,,16
,Tom Wolf,James G Donnelly Sr,John Dellricci,Kathy Enggasser,Mary Ann Quartullo,Patrick Parkinson,16
Tom Wolf,51,0,0,0,0,0,16
James G Donnelly Sr,,0,0,0,0,0,16
John Dellricci,,,0,0,0,0,16
Kathy Enggasser,,,,0,0,0,16
Mary Ann Quartullo,,,,,0,0,16
Patrick Parkinson,,,,,,0,16
Total,51,0,0,0,0,0,16
,Governor - Democrat,Member Of The Democratic State Committee 5th Senatorial District,,,,,17
,Tom Wolf,James G Donnelly Sr,John Dellricci,Kathy Enggasser,Mary Ann Quartullo,Patrick Parkinson,17
Tom Wolf,39,0,0,0,0,0,17
James G Donnelly Sr,,0,0,0,0,0,17
John Dellricci,,,0,0,0,0,17
Kathy Enggasser,,,,0,0,0,17
Mary Ann Quartullo,,,,,0,0,17
Patrick Parkinson,,,,,,0,17
Total,39,0,0,0,0,0,17
,Governor - Democrat,Member Of The Democratic State Committee 5th Senatorial District,,,,,18
,Tom Wolf,James G Donnelly Sr,John Dellricci,Kathy Enggasser,Mary Ann Quartullo,Patrick Parkinson,18
Tom Wolf,76,0,0,0,0,0,18
James G Donnelly Sr,,0,0,0,0,0,18
John Dellricci,,,0,0,0,0,18
Kathy Enggasser,,,,0,0,0,18
Mary Ann Quartullo,,,,,0,0,18
Patrick Parkinson,,,,,,0,18
Total,76,0,0,0,0,0,18
