col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Representative In Congress 3rd District - Democrat,,Lieutenant Governor - Democrat,,,,,All
,Dwight Evans,Kevin Johnson,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,All
Dwight Evans,"6,192",0,"23,092","21,035","11,517","10,435",453,All
Kevin Johnson,,"1,280","4,552","5,432","3,722","2,110",190,All
Mike Stack,,,"2,121",0,0,0,0,All
Nina Ahmad,,,,"2,023",0,0,0,All
John Fetterman,,,,,"1,605",0,0,All
Kathi Cozzone,,,,,,"1,237",0,All
Ray Sosa,,,,,,,80,All
Total,"72,724","17,286","29,765","28,490","16,844","13,782",723,All
