col_1,col_2,division
,Representative In The General Assembly 173rd District - Democrat,All
,Mike Driscoll,All
Mike Driscoll,253,All
Total,253,All
,Representative In The General Assembly 173rd District - Democrat,4
,Mike Driscoll,4
Mike Driscoll,40,4
Total,40,4
,Representative In The General Assembly 173rd District - Democrat,5
,Mike Driscoll,5
Mike Driscoll,45,5
Total,45,5
,Representative In The General Assembly 173rd District - Democrat,7
,Mike Driscoll,7
Mike Driscoll,64,7
Total,64,7
,Representative In The General Assembly 173rd District - Democrat,26
,Mike Driscoll,26
Mike Driscoll,59,26
Total,59,26
,Representative In The General Assembly 173rd District - Democrat,28
,Mike Driscoll,28
Mike Driscoll,45,28
Total,45,28
