col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,Representative In The General Assembly 180th District - Democrat,Member Of The Democratic State Committee 2nd Senatorial District,,,,,,,,,All
,Angel Cruz,James Harrity,Mona Getzes Cohen,Meagan Ingerson,Erica Vanstone,Richard Lombardo,Billy Cortes,Marnie Aument Loughrey,Catherine Bartch,Frank T Brzozowski,All
Angel Cruz,252,463,438,358,223,221,206,191,174,173,All
James Harrity,,13,273,283,181,181,164,159,139,148,All
Mona Getzes Cohen,,,7,280,140,126,118,91,96,93,All
Meagan Ingerson,,,,3,142,131,117,99,99,93,All
Erica Vanstone,,,,,1,176,168,143,145,142,All
Richard Lombardo,,,,,,2,161,137,131,146,All
Billy Cortes,,,,,,,2,130,131,130,All
Marnie Aument Loughrey,,,,,,,,4,131,111,All
Catherine Bartch,,,,,,,,,1,108,All
Frank T Brzozowski,,,,,,,,,,1,All
Total,994,498,457,374,235,235,217,208,185,185,All
