col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,Governor - Democrat,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,All
,Tom Wolf,Mona Getzes Cohen,Catherine Bartch,James Harrity,Meagan Ingerson,Erica Vanstone,Richard Lombardo,Frank T Brzozowski,Marnie Aument Loughrey,Billy Cortes,All
Tom Wolf,185,765,717,693,675,566,503,445,430,353,All
Mona Getzes Cohen,,26,439,462,532,415,341,294,289,224,All
Catherine Bartch,,,32,443,405,465,389,348,383,284,All
James Harrity,,,,20,468,438,434,391,313,305,All
Meagan Ingerson,,,,,12,430,342,297,295,220,All
Erica Vanstone,,,,,,2,404,370,353,294,All
Richard Lombardo,,,,,,,3,369,293,286,All
Frank T Brzozowski,,,,,,,,1,245,252,All
Marnie Aument Loughrey,,,,,,,,,1,237,All
Billy Cortes,,,,,,,,,,0,All
Total,"1,438",819,795,756,716,599,536,479,456,374,All
,Governor - Democrat,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,1
,Tom Wolf,Mona Getzes Cohen,Catherine Bartch,James Harrity,Erica Vanstone,Marnie Aument Loughrey,Meagan Ingerson,Richard Lombardo,Billy Cortes,Frank T Brzozowski,1
Tom Wolf,10,27,26,24,23,23,22,18,14,14,1
Mona Getzes Cohen,,1,17,17,19,17,17,13,11,11,1
Catherine Bartch,,,1,14,18,17,16,12,7,9,1
James Harrity,,,,1,18,17,15,15,13,13,1
Erica Vanstone,,,,,0,19,18,14,11,12,1
Marnie Aument Loughrey,,,,,,0,17,13,10,11,1
Meagan Ingerson,,,,,,,1,11,7,10,1
Richard Lombardo,,,,,,,,0,9,12,1
Billy Cortes,,,,,,,,,0,6,1
Frank T Brzozowski,,,,,,,,,,0,1
Total,53,28,27,25,23,23,23,18,14,14,1
,Governor - Democrat,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,2
,Tom Wolf,James Harrity,Meagan Ingerson,Mona Getzes Cohen,Catherine Bartch,Richard Lombardo,Frank T Brzozowski,Erica Vanstone,Marnie Aument Loughrey,Billy Cortes,2
Tom Wolf,19,28,30,28,24,23,21,19,14,10,2
James Harrity,,4,22,22,19,18,18,16,9,6,2
Meagan Ingerson,,,1,25,21,17,18,18,10,8,2
Mona Getzes Cohen,,,,0,22,19,17,16,10,8,2
Catherine Bartch,,,,,1,19,19,18,12,8,2
Richard Lombardo,,,,,,0,17,15,11,6,2
Frank T Brzozowski,,,,,,,0,14,9,5,2
Erica Vanstone,,,,,,,,0,7,6,2
Marnie Aument Loughrey,,,,,,,,,0,5,2
Billy Cortes,,,,,,,,,,0,2
Total,60,34,33,31,28,25,23,21,14,10,2
,Governor - Democrat,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,3
,Tom Wolf,Meagan Ingerson,James Harrity,Mona Getzes Cohen,Catherine Bartch,Erica Vanstone,Frank T Brzozowski,Richard Lombardo,Billy Cortes,Marnie Aument Loughrey,3
Tom Wolf,8,35,32,30,26,23,21,21,16,14,3
Meagan Ingerson,,0,27,27,20,20,15,16,11,14,3
James Harrity,,,1,22,21,19,18,18,15,11,3
Mona Getzes Cohen,,,,2,18,20,14,15,12,13,3
Catherine Bartch,,,,,1,20,13,13,13,15,3
Erica Vanstone,,,,,,0,15,14,14,12,3
Frank T Brzozowski,,,,,,,0,16,12,6,3
Richard Lombardo,,,,,,,,0,9,9,3
Billy Cortes,,,,,,,,,0,7,3
Marnie Aument Loughrey,,,,,,,,,,0,3
Total,57,38,36,34,30,25,22,21,17,16,3
,Governor - Democrat,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,4
,Tom Wolf,James Harrity,Mona Getzes Cohen,Meagan Ingerson,Catherine Bartch,Frank T Brzozowski,Erica Vanstone,Richard Lombardo,Billy Cortes,Marnie Aument Loughrey,4
Tom Wolf,7,36,37,34,26,21,20,21,16,15,4
James Harrity,,2,26,28,20,20,19,21,16,13,4
Mona Getzes Cohen,,,1,28,17,18,15,18,13,11,4
Meagan Ingerson,,,,1,18,19,18,19,14,13,4
Catherine Bartch,,,,,3,14,15,16,13,14,4
Frank T Brzozowski,,,,,,0,16,18,11,11,4
Erica Vanstone,,,,,,,0,16,10,10,4
Richard Lombardo,,,,,,,,0,12,10,4
Billy Cortes,,,,,,,,,0,9,4
Marnie Aument Loughrey,,,,,,,,,,0,4
Total,64,40,38,36,31,24,23,23,17,17,4
,Governor - Democrat,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,5
,Tom Wolf,Catherine Bartch,James Harrity,Erica Vanstone,Mona Getzes Cohen,Meagan Ingerson,Richard Lombardo,Frank T Brzozowski,Marnie Aument Loughrey,Billy Cortes,5
Tom Wolf,6,26,28,21,20,17,16,15,12,12,5
Catherine Bartch,,1,17,19,11,10,13,12,13,9,5
James Harrity,,,0,17,12,11,14,12,11,12,5
Erica Vanstone,,,,1,13,12,14,14,12,12,5
Mona Getzes Cohen,,,,,1,14,9,9,7,5,5
Meagan Ingerson,,,,,,3,8,6,5,5,5
Richard Lombardo,,,,,,,0,15,10,9,5
Frank T Brzozowski,,,,,,,,0,8,8,5
Marnie Aument Loughrey,,,,,,,,,0,9,5
Billy Cortes,,,,,,,,,,0,5
Total,54,29,28,25,23,21,18,17,14,13,5
,Governor - Democrat,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,6
,Tom Wolf,Meagan Ingerson,Catherine Bartch,James Harrity,Mona Getzes Cohen,Erica Vanstone,Frank T Brzozowski,Billy Cortes,Marnie Aument Loughrey,Richard Lombardo,6
Tom Wolf,4,40,35,36,32,35,27,24,24,24,6
Meagan Ingerson,,0,27,27,26,30,19,16,19,18,6
Catherine Bartch,,,1,27,22,29,24,22,21,20,6
James Harrity,,,,1,21,25,23,22,16,22,6
