col_1,col_2,col_3,division
,United States Senator - Democrat,Representative In The General Assembly 174th District - Democrat,All
,Bob Casey Jr,Ed Neilson,All
Bob Casey Jr,9,74,All
Ed Neilson,,6,All
Total,83,80,All
,United States Senator - Democrat,Representative In The General Assembly 174th District - Democrat,11
,Bob Casey Jr,Ed Neilson,11
Bob Casey Jr,4,34,11
Ed Neilson,,1,11
Total,38,35,11
,United States Senator - Democrat,Representative In The General Assembly 174th District - Democrat,28
,Bob Casey Jr,Ed Neilson,28
Bob Casey Jr,5,40,28
Ed Neilson,,5,28
Total,45,45,28
