col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,United States Senator - Democrat,Member Of The Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,All
,Bob Casey Jr,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Liam G Boyle,Lisa Rhodes,Monica Maria Djerassi,Linda Norris,Kevin Bundy,Rebecca Poyourow,Joe Khan,Jacque Whaumbush,John Brady,Nat Lownes,All
Bob Casey Jr,202,791,672,519,422,394,392,372,331,321,170,144,135,131,All
Kathryn S Huggins,,6,492,442,370,342,350,317,277,271,124,114,102,107,All
Dewayne Drummond,,,13,413,359,263,275,244,259,180,103,79,84,91,All
Ken Washington,,,,4,330,218,226,212,226,138,78,57,64,77,All
Liam G Boyle,,,,,3,173,186,172,199,104,53,29,53,56,All
Lisa Rhodes,,,,,,1,285,314,96,191,89,111,64,60,All
Monica Maria Djerassi,,,,,,,1,268,94,213,97,95,52,68,All
Linda Norris,,,,,,,,0,86,181,75,95,57,50,All
Kevin Bundy,,,,,,,,,4,89,57,29,69,57,All
Rebecca Poyourow,,,,,,,,,,1,107,95,49,70,All
Joe Khan,,,,,,,,,,,0,46,44,46,All
Jacque Whaumbush,,,,,,,,,,,,0,23,32,All
John Brady,,,,,,,,,,,,,0,36,All
Nat Lownes,,,,,,,,,,,,,,0,All
Total,"1,301",815,704,542,438,404,402,379,345,332,179,147,139,134,All
,United States Senator - Democrat,Member Of The Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1
,Bob Casey Jr,Rebecca Poyourow,Kathryn S Huggins,Lisa Rhodes,Linda Norris,Dewayne Drummond,Joe Khan,Monica Maria Djerassi,Ken Washington,Jacque Whaumbush,Liam G Boyle,Nat Lownes,Kevin Bundy,John Brady,1
Bob Casey Jr,9,42,41,32,31,28,25,25,20,15,10,10,6,3,1
Rebecca Poyourow,,0,28,24,25,17,23,20,12,13,5,5,4,3,1
Kathryn S Huggins,,,0,26,25,20,14,20,17,11,8,8,4,2,1
Lisa Rhodes,,,,0,26,15,13,21,11,14,6,6,4,3,1
Linda Norris,,,,,0,15,12,20,12,12,6,7,3,2,1
Dewayne Drummond,,,,,,1,12,13,16,6,8,7,4,2,1
Joe Khan,,,,,,,0,10,8,7,3,5,0,1,1
Monica Maria Djerassi,,,,,,,,0,10,14,7,3,2,0,1
Ken Washington,,,,,,,,,0,4,7,7,4,1,1
Jacque Whaumbush,,,,,,,,,,0,2,3,1,0,1
Liam G Boyle,,,,,,,,,,,0,3,3,0,1
Nat Lownes,,,,,,,,,,,,0,2,0,1
Kevin Bundy,,,,,,,,,,,,,0,2,1
John Brady,,,,,,,,,,,,,,0,1
Total,70,43,41,32,31,29,26,25,20,15,10,10,6,3,1
,United States Senator - Democrat,Member Of The Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,2
,Bob Casey Jr,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Kevin Bundy,Liam G Boyle,Lisa Rhodes,Linda Norris,Monica Maria Djerassi,Rebecca Poyourow,Jacque Whaumbush,Nat Lownes,John Brady,Joe Khan,2
Bob Casey Jr,9,39,39,23,19,19,18,16,15,10,10,5,3,2,2
Kathryn S Huggins,,0,28,22,17,16,15,13,14,10,8,4,3,1,2
Dewayne Drummond,,,1,23,17,18,14,13,13,8,10,5,3,2,2
Ken Washington,,,,0,15,15,10,10,9,2,4,2,1,0,2
Kevin Bundy,,,,,0,11,6,6,4,6,5,2,2,1,2
Liam G Boyle,,,,,,0,7,8,9,5,1,2,1,1,2
Lisa Rhodes,,,,,,,1,14,11,6,7,3,1,0,2
Linda Norris,,,,,,,,0,10,4,5,1,2,1,2
Monica Maria Djerassi,,,,,,,,,0,6,4,3,1,1,2
Rebecca Poyourow,,,,,,,,,,0,5,3,1,1,2
Jacque Whaumbush,,,,,,,,,,,0,4,2,2,2
Nat Lownes,,,,,,,,,,,,0,0,1,2
John Brady,,,,,,,,,,,,,0,1,2
Joe Khan,,,,,,,,,,,,,,0,2
Total,61,41,40,25,20,19,19,16,15,11,10,5,3,2,2
,United States Senator - Democrat,Member Of The Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,3
,Bob Casey Jr,Dewayne Drummond,Kathryn S Huggins,Ken Washington,Liam G Boyle,Linda Norris,Lisa Rhodes,Monica Maria Djerassi,Kevin Bundy,Rebecca Poyourow,Joe Khan,Jacque Whaumbush,Nat Lownes,John Brady,3
Bob Casey Jr,12,64,63,53,45,39,39,38,31,25,11,9,9,6,3
Dewayne Drummond,,0,51,46,42,31,31,33,24,19,9,7,8,3,3
Kathryn S Huggins,,,0,50,42,32,32,34,25,21,10,5,7,5,3
Ken Washington,,,,1,42,28,28,30,22,16,7,1,6,4,3
Liam G Boyle,,,,,0,24,24,28,17,12,2,1,6,3,3
Linda Norris,,,,,,0,35,32,10,14,8,7,4,5,3
Lisa Rhodes,,,,,,,0,30,11,12,8,5,4,6,3
Monica Maria Djerassi,,,,,,,,0,8,14,5,5,2,0,3
Kevin Bundy,,,,,,,,,0,11,5,3,4,5,3
Rebecca Poyourow,,,,,,,,,,0,8,7,7,4,3
Joe Khan,,,,,,,,,,,0,3,2,4,3
Jacque Whaumbush,,,,,,,,,,,,0,3,0,3
Nat Lownes,,,,,,,,,,,,,0,1,3
John Brady,,,,,,,,,,,,,,0,3
Total,94,66,65,56,47,39,39,38,32,27,12,9,9,8,3
,United States Senator - Democrat,Member Of The Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,4
,Bob Casey Jr,Dewayne Drummond,Kathryn S Huggins,Ken Washington,Linda Norris,Monica Maria Djerassi,Lisa Rhodes,Liam G Boyle,Rebecca Poyourow,John Brady,Kevin Bundy,Nat Lownes,Jacque Whaumbush,Joe Khan,4
Bob Casey Jr,8,51,35,32,26,26,23,23,16,11,9,10,8,7,4
Dewayne Drummond,,1,28,27,25,21,22,22,11,6,9,8,5,6,4
Kathryn S Huggins,,,0,26,18,18,14,16,13,5,8,7,3,3,4
Ken Washington,,,,0,19,18,16,20,10,6,8,7,4,4,4
Linda Norris,,,,,0,18,21,15,10,5,5,4,5,5,4
Monica Maria Djerassi,,,,,,0,19,14,11,3,5,5,5,3,4
Lisa Rhodes,,,,,,,0,14,7,5,3,4,6,5,4
Liam G Boyle,,,,,,,,0,4,2,5,3,3,3,4
Rebecca Poyourow,,,,,,,,,0,4,5,4,4,5,4
John Brady,,,,,,,,,,0,4,5,3,5,4
Kevin Bundy,,,,,,,,,,,0,4,0,3,4
Nat Lownes,,,,,,,,,,,,0,2,2,4
Jacque Whaumbush,,,,,,,,,,,,,0,3,4
Joe Khan,,,,,,,,,,,,,,0,4
Total,75,54,36,34,28,26,25,24,16,11,10,10,8,8,4
,United States Senator - Democrat,Member Of The Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,5
,Bob Casey Jr,Kathryn S Huggins,Rebecca Poyourow,Dewayne Drummond,Monica Maria Djerassi,Lisa Rhodes,Linda Norris,Liam G Boyle,Joe Khan,Ken Washington,Jacque Whaumbush,Kevin Bundy,Nat Lownes,John Brady,5
Bob Casey Jr,27,67,56,53,51,50,45,30,30,25,22,17,12,10,5
Kathryn S Huggins,,0,46,44,50,47,43,29,22,25,20,15,10,8,5
Rebecca Poyourow,,,0,28,39,38,32,14,23,14,17,7,11,4,5
Dewayne Drummond,,,,1,34,33,28,21,16,22,12,10,8,5,5
Monica Maria Djerassi,,,,,0,41,37,17,17,18,18,6,7,3,5
Lisa Rhodes,,,,,,0,39,15,15,16,18,7,8,5,5
Linda Norris,,,,,,,0,17,10,16,13,9,4,5,5
Liam G Boyle,,,,,,,,0,12,17,2,13,4,6,5
Joe Khan,,,,,,,,,0,6,10,7,7,3,5
Ken Washington,,,,,,,,,,0,4,6,3,1,5
Jacque Whaumbush,,,,,,,,,,,0,2,2,2,5
Kevin Bundy,,,,,,,,,,,,0,3,3,5
Nat Lownes,,,,,,,,,,,,,0,1,5
John Brady,,,,,,,,,,,,,,0,5
Total,119,70,58,57,54,52,46,33,32,28,22,17,12,10,5
,United States Senator - Democrat,Member Of The Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,6
,Bob Casey Jr,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Liam G Boyle,Kevin Bundy,Lisa Rhodes,Linda Norris,Monica Maria Djerassi,Rebecca Poyourow,Nat Lownes,Joe Khan,Jacque Whaumbush,John Brady,6
Bob Casey Jr,45,106,72,65,52,39,36,34,33,22,19,16,14,9,6
Kathryn S Huggins,,4,51,49,41,30,33,30,30,20,14,13,9,5,6
Dewayne Drummond,,,2,45,39,30,23,19,23,11,11,11,6,4,6
Ken Washington,,,,1,38,28,18,19,18,11,10,11,7,2,6
Liam G Boyle,,,,,0,26,17,16,15,8,9,6,5,3,6
Kevin Bundy,,,,,,3,8,7,7,5,7,8,2,2,6
Lisa Rhodes,,,,,,,0,27,22,13,11,8,10,3,6
Linda Norris,,,,,,,,0,17,14,10,7,11,3,6
Monica Maria Djerassi,,,,,,,,,0,15,11,10,6,2,6
Rebecca Poyourow,,,,,,,,,,0,9,6,7,2,6
Nat Lownes,,,,,,,,,,,0,5,5,4,6
Joe Khan,,,,,,,,,,,,0,2,2,6
Jacque Whaumbush,,,,,,,,,,,,,0,2,6
John Brady,,,,,,,,,,,,,,0,6
Total,195,110,75,66,53,42,36,34,33,22,19,16,14,9,6
,United States Senator - Democrat,Member Of The Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,7
,Bob Casey Jr,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Kevin Bundy,Liam G Boyle,Monica Maria Djerassi,Rebecca Poyourow,John Brady,Lisa Rhodes,Jacque Whaumbush,Linda Norris,Nat Lownes,Joe Khan,7
Bob Casey Jr,12,34,26,25,19,12,8,7,7,7,4,4,5,4,7
Kathryn S Huggins,,0,17,20,18,13,8,7,7,7,4,5,5,4,7
Dewayne Drummond,,,1,17,16,11,5,6,2,3,2,1,3,1,7
Ken Washington,,,,0,17,11,6,4,6,6,4,3,5,3,7
Kevin Bundy,,,,,0,11,4,3,5,2,0,2,4,3,7
Liam G Boyle,,,,,,0,0,1,2,1,1,0,3,0,7
Monica Maria Djerassi,,,,,,,0,5,3,5,3,3,2,3,7
Rebecca Poyourow,,,,,,,,0,1,3,3,2,2,1,7
John Brady,,,,,,,,,0,3,1,2,3,4,7
Lisa Rhodes,,,,,,,,,,0,4,4,1,2,7
Jacque Whaumbush,,,,,,,,,,,0,1,1,0,7
Linda Norris,,,,,,,,,,,,0,0,2,7
Nat Lownes,,,,,,,,,,,,,0,1,7
Joe Khan,,,,,,,,,,,,,,0,7
Total,60,36,28,26,20,13,8,8,7,7,5,5,5,4,7
,United States Senator - Democrat,Member Of The Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,8
,Bob Casey Jr,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Rebecca Poyourow,Lisa Rhodes,Monica Maria Djerassi,Kevin Bundy,Linda Norris,Joe Khan,Liam G Boyle,John Brady,Jacque Whaumbush,Nat Lownes,8
Bob Casey Jr,22,58,43,38,36,34,33,27,27,25,23,22,16,11,8
Kathryn S Huggins,,0,29,30,26,31,28,21,22,19,18,15,12,7,8
Dewayne Drummond,,,0,25,20,17,21,18,16,16,17,12,8,5,8
Ken Washington,,,,0,17,19,17,17,14,15,14,10,7,4,8
Rebecca Poyourow,,,,,0,23,24,9,18,18,14,10,12,3,8
Lisa Rhodes,,,,,,0,21,13,21,15,9,11,9,3,8
Monica Maria Djerassi,,,,,,,0,9,19,14,10,9,9,5,8
Kevin Bundy,,,,,,,,0,8,8,14,13,3,2,8
Linda Norris,,,,,,,,,0,12,8,7,7,4,8
Joe Khan,,,,,,,,,,0,7,6,9,6,8
Liam G Boyle,,,,,,,,,,,1,12,4,2,8
John Brady,,,,,,,,,,,,0,4,3,8
Jacque Whaumbush,,,,,,,,,,,,,0,2,8
Nat Lownes,,,,,,,,,,,,,,0,8
Total,110,62,47,43,38,36,33,29,28,27,26,22,16,11,8
