col_1,col_2,col_3,division
,United States Senator - Democrat,Senator In The General Assembly 2nd District - Democrat,All
,Bob Casey Jr,Christine M Tartaglione,All
Bob Casey Jr,167,"1,507",All
Christine M Tartaglione,,53,All
Total,"1,674","1,560",All
,United States Senator - Democrat,Senator In The General Assembly 2nd District - Democrat,1
,Bob Casey Jr,Christine M Tartaglione,1
Bob Casey Jr,21,94,1
Christine M Tartaglione,,3,1
Total,115,97,1
,United States Senator - Democrat,Senator In The General Assembly 2nd District - Democrat,2
,Bob Casey Jr,Christine M Tartaglione,2
Bob Casey Jr,2,19,2
Christine M Tartaglione,,0,2
Total,21,19,2
,United States Senator - Democrat,Senator In The General Assembly 2nd District - Democrat,3
,Bob Casey Jr,Christine M Tartaglione,3
Bob Casey Jr,7,88,3
Christine M Tartaglione,,0,3
Total,95,88,3
,United States Senator - Democrat,Senator In The General Assembly 2nd District - Democrat,4
,Bob Casey Jr,Christine M Tartaglione,4
Bob Casey Jr,8,105,4
Christine M Tartaglione,,6,4
Total,113,111,4
,United States Senator - Democrat,Senator In The General Assembly 2nd District - Democrat,5
,Bob Casey Jr,Christine M Tartaglione,5
Bob Casey Jr,10,96,5
Christine M Tartaglione,,3,5
Total,106,99,5
,United States Senator - Democrat,Senator In The General Assembly 2nd District - Democrat,6
,Bob Casey Jr,Christine M Tartaglione,6
Bob Casey Jr,4,76,6
Christine M Tartaglione,,1,6
Total,80,77,6
,United States Senator - Democrat,Senator In The General Assembly 2nd District - Democrat,8
,Bob Casey Jr,Christine M Tartaglione,8
Bob Casey Jr,5,90,8
Christine M Tartaglione,,2,8
Total,95,92,8
,United States Senator - Democrat,Senator In The General Assembly 2nd District - Democrat,9
,Bob Casey Jr,Christine M Tartaglione,9
Bob Casey Jr,9,69,9
Christine M Tartaglione,,4,9
Total,78,73,9
,United States Senator - Democrat,Senator In The General Assembly 2nd District - Democrat,10
,Bob Casey Jr,Christine M Tartaglione,10
Bob Casey Jr,9,54,10
Christine M Tartaglione,,3,10
Total,63,57,10
,United States Senator - Democrat,Senator In The General Assembly 2nd District - Democrat,11
,Bob Casey Jr,Christine M Tartaglione,11
Bob Casey Jr,5,97,11
Christine M Tartaglione,,2,11
Total,102,99,11
,United States Senator - Democrat,Senator In The General Assembly 2nd District - Democrat,12
,Bob Casey Jr,Christine M Tartaglione,12
Bob Casey Jr,9,48,12
Christine M Tartaglione,,2,12
Total,57,50,12
,United States Senator - Democrat,Senator In The General Assembly 2nd District - Democrat,13
,Bob Casey Jr,Christine M Tartaglione,13
Bob Casey Jr,10,94,13
Christine M Tartaglione,,4,13
Total,104,98,13
,United States Senator - Democrat,Senator In The General Assembly 2nd District - Democrat,14
,Bob Casey Jr,Christine M Tartaglione,14
Bob Casey Jr,17,92,14
Christine M Tartaglione,,2,14
Total,109,94,14
,United States Senator - Democrat,Senator In The General Assembly 2nd District - Democrat,15
,Bob Casey Jr,Christine M Tartaglione,15
Bob Casey Jr,7,92,15
Christine M Tartaglione,,6,15
Total,99,98,15
,United States Senator - Democrat,Senator In The General Assembly 2nd District - Democrat,16
,Bob Casey Jr,Christine M Tartaglione,16
Bob Casey Jr,12,119,16
Christine M Tartaglione,,2,16
Total,131,121,16
,United States Senator - Democrat,Senator In The General Assembly 2nd District - Democrat,17
,Bob Casey Jr,Christine M Tartaglione,17
Bob Casey Jr,16,74,17
Christine M Tartaglione,,2,17
Total,90,76,17
,United States Senator - Democrat,Senator In The General Assembly 2nd District - Democrat,18
,Bob Casey Jr,Christine M Tartaglione,18
Bob Casey Jr,6,86,18
Christine M Tartaglione,,6,18
Total,92,92,18
,United States Senator - Democrat,Senator In The General Assembly 2nd District - Democrat,19
,Bob Casey Jr,Christine M Tartaglione,19
Bob Casey Jr,10,114,19
Christine M Tartaglione,,5,19
Total,124,119,19
