col_1,col_2,col_3,division
,Governor - Democrat,Senator In The General Assembly 2nd District - Democrat,All
,Tom Wolf,Christine M Tartaglione,All
Tom Wolf,208,"1,230",All
Christine M Tartaglione,,124,All
Total,"1,438","1,354",All
,Governor - Democrat,Senator In The General Assembly 2nd District - Democrat,1
,Tom Wolf,Christine M Tartaglione,1
Tom Wolf,7,46,1
Christine M Tartaglione,,3,1
Total,53,49,1
,Governor - Democrat,Senator In The General Assembly 2nd District - Democrat,2
,Tom Wolf,Christine M Tartaglione,2
Tom Wolf,14,46,2
Christine M Tartaglione,,8,2
Total,60,54,2
,Governor - Democrat,Senator In The General Assembly 2nd District - Democrat,3
,Tom Wolf,Christine M Tartaglione,3
Tom Wolf,6,51,3
Christine M Tartaglione,,4,3
Total,57,55,3
,Governor - Democrat,Senator In The General Assembly 2nd District - Democrat,4
,Tom Wolf,Christine M Tartaglione,4
Tom Wolf,8,56,4
Christine M Tartaglione,,6,4
Total,64,62,4
,Governor - Democrat,Senator In The General Assembly 2nd District - Democrat,5
,Tom Wolf,Christine M Tartaglione,5
Tom Wolf,7,47,5
Christine M Tartaglione,,6,5
Total,54,53,5
,Governor - Democrat,Senator In The General Assembly 2nd District - Democrat,6
,Tom Wolf,Christine M Tartaglione,6
Tom Wolf,10,49,6
Christine M Tartaglione,,6,6
Total,59,55,6
,Governor - Democrat,Senator In The General Assembly 2nd District - Democrat,7
,Tom Wolf,Christine M Tartaglione,7
Tom Wolf,12,58,7
Christine M Tartaglione,,3,7
Total,70,61,7
,Governor - Democrat,Senator In The General Assembly 2nd District - Democrat,8
,Tom Wolf,Christine M Tartaglione,8
Tom Wolf,7,53,8
Christine M Tartaglione,,4,8
Total,60,57,8
,Senator In The General Assembly 2nd District - Democrat,Governor - Democrat,9
,Christine M Tartaglione,Tom Wolf,9
Christine M Tartaglione,7,44,9
Tom Wolf,,6,9
Total,51,50,9
,Governor - Democrat,Senator In The General Assembly 2nd District - Democrat,10
,Tom Wolf,Christine M Tartaglione,10
Tom Wolf,12,45,10
Christine M Tartaglione,,3,10
Total,57,48,10
,Governor - Democrat,Senator In The General Assembly 2nd District - Democrat,11
,Tom Wolf,Christine M Tartaglione,11
Tom Wolf,23,122,11
Christine M Tartaglione,,14,11
Total,145,136,11
,Governor - Democrat,Senator In The General Assembly 2nd District - Democrat,12
,Tom Wolf,Christine M Tartaglione,12
Tom Wolf,9,38,12
Christine M Tartaglione,,2,12
Total,47,40,12
,Governor - Democrat,Senator In The General Assembly 2nd District - Democrat,13
,Tom Wolf,Christine M Tartaglione,13
Tom Wolf,7,55,13
Christine M Tartaglione,,3,13
Total,62,58,13
,Governor - Democrat,Senator In The General Assembly 2nd District - Democrat,14
,Tom Wolf,Christine M Tartaglione,14
Tom Wolf,7,74,14
Christine M Tartaglione,,4,14
Total,81,78,14
,Senator In The General Assembly 2nd District - Democrat,Governor - Democrat,15
,Christine M Tartaglione,Tom Wolf,15
Christine M Tartaglione,7,36,15
Tom Wolf,,7,15
Total,43,43,15
,Governor - Democrat,Senator In The General Assembly 2nd District - Democrat,16
,Tom Wolf,Christine M Tartaglione,16
Tom Wolf,7,21,16
Christine M Tartaglione,,2,16
Total,28,23,16
,Senator In The General Assembly 2nd District - Democrat,Governor - Democrat,17
,Christine M Tartaglione,Tom Wolf,17
Christine M Tartaglione,8,25,17
Tom Wolf,,5,17
Total,33,30,17
,Senator In The General Assembly 2nd District - Democrat,Governor - Democrat,18
,Christine M Tartaglione,Tom Wolf,18
Christine M Tartaglione,3,44,18
Tom Wolf,,3,18
Total,47,47,18
,Governor - Democrat,Senator In The General Assembly 2nd District - Democrat,19
,Tom Wolf,Christine M Tartaglione,19
Tom Wolf,3,34,19
Christine M Tartaglione,,2,19
Total,37,36,19
,Governor - Democrat,Senator In The General Assembly 2nd District - Democrat,20
,Tom Wolf,Christine M Tartaglione,20
Tom Wolf,7,47,20
Christine M Tartaglione,,4,20
Total,54,51,20
,Governor - Democrat,Senator In The General Assembly 2nd District - Democrat,21
,Tom Wolf,Christine M Tartaglione,21
Tom Wolf,10,46,21
Christine M Tartaglione,,2,21
Total,56,48,21
,Senator In The General Assembly 2nd District - Democrat,Governor - Democrat,22
,Christine M Tartaglione,Tom Wolf,22
Christine M Tartaglione,5,40,22
Tom Wolf,,3,22
Total,45,43,22
,Governor - Democrat,Senator In The General Assembly 2nd District - Democrat,23
,Tom Wolf,Christine M Tartaglione,23
Tom Wolf,19,88,23
Christine M Tartaglione,,8,23
Total,107,96,23
,Governor - Democrat,Senator In The General Assembly 2nd District - Democrat,24
,Tom Wolf,Christine M Tartaglione,24
Tom Wolf,5,32,24
Christine M Tartaglione,,4,24
Total,37,36,24
,Senator In The General Assembly 2nd District - Democrat,Governor - Democrat,25
,Christine M Tartaglione,Tom Wolf,25
Christine M Tartaglione,6,33,25
Tom Wolf,,4,25
Total,39,37,25
