col_1,col_2,col_3,col_4,col_5,col_6,division
,Representative In Congress 3rd District - Democrat,,Representative In The General Assembly 190th District - Democrat,,,All
,Dwight Evans,Kevin Johnson,Vanessa L Brown,Ray Bailey,Wanda Logan,All
Dwight Evans,53,0,729,168,83,All
Kevin Johnson,,16,106,30,32,All
Vanessa L Brown,,,54,0,0,All
Ray Bailey,,,,20,0,All
Wanda Logan,,,,,17,All
Total,"1,033",184,889,218,132,All
,Representative In Congress 3rd District - Democrat,,Representative In The General Assembly 190th District - Democrat,,,1
,Dwight Evans,Kevin Johnson,Vanessa L Brown,Ray Bailey,Wanda Logan,1
Dwight Evans,3,0,28,10,3,1
Kevin Johnson,,0,2,1,2,1
Vanessa L Brown,,,2,0,0,1
Ray Bailey,,,,0,0,1
Wanda Logan,,,,,1,1
Total,44,5,32,11,6,1
,Representative In Congress 3rd District - Democrat,,Representative In The General Assembly 190th District - Democrat,,,2
,Dwight Evans,Kevin Johnson,Vanessa L Brown,Ray Bailey,Wanda Logan,2
Dwight Evans,3,0,40,12,3,2
Kevin Johnson,,3,12,0,1,2
Vanessa L Brown,,,2,0,0,2
Ray Bailey,,,,1,0,2
Wanda Logan,,,,,1,2
Total,58,16,54,13,5,2
,Representative In Congress 3rd District - Democrat,,Representative In The General Assembly 190th District - Democrat,,,3
,Dwight Evans,Kevin Johnson,Vanessa L Brown,Wanda Logan,Ray Bailey,3
Dwight Evans,0,0,37,3,3,3
Kevin Johnson,,2,0,1,0,3
Vanessa L Brown,,,1,0,0,3
Wanda Logan,,,,1,0,3
Ray Bailey,,,,,0,3
Total,43,3,38,5,3,3
,Representative In Congress 3rd District - Democrat,,Representative In The General Assembly 190th District - Democrat,,,4
,Dwight Evans,Kevin Johnson,Vanessa L Brown,Ray Bailey,Wanda Logan,4
Dwight Evans,2,0,39,7,3,4
Kevin Johnson,,1,3,1,1,4
Vanessa L Brown,,,1,0,0,4
Ray Bailey,,,,2,0,4
Wanda Logan,,,,,1,4
Total,51,6,43,10,5,4
,Representative In Congress 3rd District - Democrat,,Representative In The General Assembly 190th District - Democrat,,,5
,Dwight Evans,Kevin Johnson,Vanessa L Brown,Ray Bailey,Wanda Logan,5
Dwight Evans,0,0,29,8,2,5
Kevin Johnson,,0,5,2,2,5
Vanessa L Brown,,,1,0,0,5
Ray Bailey,,,,1,0,5
Wanda Logan,,,,,0,5
Total,39,9,35,11,4,5
,Representative In Congress 3rd District - Democrat,,Representative In The General Assembly 190th District - Democrat,,,6
,Dwight Evans,Kevin Johnson,Vanessa L Brown,Ray Bailey,Wanda Logan,6
Dwight Evans,7,0,59,16,6,6
Kevin Johnson,,0,7,4,2,6
Vanessa L Brown,,,2,0,0,6
Ray Bailey,,,,2,0,6
Wanda Logan,,,,,0,6
Total,88,13,68,22,8,6
,Representative In Congress 3rd District - Democrat,,Representative In The General Assembly 190th District - Democrat,,,7
,Dwight Evans,Kevin Johnson,Vanessa L Brown,Ray Bailey,Wanda Logan,7
Dwight Evans,1,0,45,7,2,7
Kevin Johnson,,1,5,2,2,7
Vanessa L Brown,,,2,0,0,7
Ray Bailey,,,,0,0,7
Wanda Logan,,,,,0,7
Total,55,10,52,9,4,7
,Representative In Congress 3rd District - Democrat,,Representative In The General Assembly 190th District - Democrat,,,8
,Dwight Evans,Kevin Johnson,Vanessa L Brown,Wanda Logan,Ray Bailey,8
Dwight Evans,2,0,34,6,4,8
