col_1,col_2,col_3,division
,Governor - Democrat,Representative In The General Assembly 203rd District - Democrat,All
,Tom Wolf,Isabella Fitzgerald,All
Tom Wolf,96,618,All
Isabella Fitzgerald,,31,All
Total,714,649,All
,Governor - Democrat,Representative In The General Assembly 203rd District - Democrat,9
,Tom Wolf,Isabella Fitzgerald,9
Tom Wolf,12,48,9
Isabella Fitzgerald,,7,9
Total,60,55,9
,Governor - Democrat,Representative In The General Assembly 203rd District - Democrat,10
,Tom Wolf,Isabella Fitzgerald,10
Tom Wolf,8,62,10
Isabella Fitzgerald,,4,10
Total,70,66,10
,Representative In The General Assembly 203rd District - Democrat,Governor - Democrat,11
,Isabella Fitzgerald,Tom Wolf,11
Isabella Fitzgerald,2,51,11
Tom Wolf,,2,11
Total,53,53,11
,Governor - Democrat,Representative In The General Assembly 203rd District - Democrat,13
,Tom Wolf,Isabella Fitzgerald,13
Tom Wolf,6,53,13
Isabella Fitzgerald,,1,13
Total,59,54,13
,Governor - Democrat,Representative In The General Assembly 203rd District - Democrat,14
,Tom Wolf,Isabella Fitzgerald,14
Tom Wolf,6,30,14
Isabella Fitzgerald,,0,14
Total,36,30,14
,Governor - Democrat,Representative In The General Assembly 203rd District - Democrat,16
,Tom Wolf,Isabella Fitzgerald,16
Tom Wolf,11,12,16
Isabella Fitzgerald,,0,16
Total,23,12,16
,Governor - Democrat,Representative In The General Assembly 203rd District - Democrat,17
,Tom Wolf,Isabella Fitzgerald,17
Tom Wolf,4,24,17
Isabella Fitzgerald,,1,17
Total,28,25,17
,Governor - Democrat,Representative In The General Assembly 203rd District - Democrat,18
,Tom Wolf,Isabella Fitzgerald,18
Tom Wolf,6,47,18
Isabella Fitzgerald,,2,18
Total,53,49,18
,Governor - Democrat,Representative In The General Assembly 203rd District - Democrat,19
,Tom Wolf,Isabella Fitzgerald,19
Tom Wolf,9,47,19
Isabella Fitzgerald,,1,19
Total,56,48,19
,Governor - Democrat,Representative In The General Assembly 203rd District - Democrat,20
,Tom Wolf,Isabella Fitzgerald,20
Tom Wolf,2,39,20
Isabella Fitzgerald,,1,20
Total,41,40,20
,Governor - Democrat,Representative In The General Assembly 203rd District - Democrat,21
,Tom Wolf,Isabella Fitzgerald,21
Tom Wolf,6,50,21
Isabella Fitzgerald,,3,21
Total,56,53,21
,Governor - Democrat,Representative In The General Assembly 203rd District - Democrat,22
,Tom Wolf,Isabella Fitzgerald,22
Tom Wolf,8,21,22
Isabella Fitzgerald,,0,22
Total,29,21,22
,Governor - Democrat,Representative In The General Assembly 203rd District - Democrat,25
,Tom Wolf,Isabella Fitzgerald,25
Tom Wolf,4,34,25
Isabella Fitzgerald,,1,25
Total,38,35,25
,Governor - Democrat,Representative In The General Assembly 203rd District - Democrat,27
,Tom Wolf,Isabella Fitzgerald,27
Tom Wolf,4,22,27
Isabella Fitzgerald,,3,27
Total,26,25,27
,Governor - Democrat,Representative In The General Assembly 203rd District - Democrat,28
,Tom Wolf,Isabella Fitzgerald,28
Tom Wolf,6,38,28
Isabella Fitzgerald,,4,28
Total,44,42,28
,Governor - Democrat,Representative In The General Assembly 203rd District - Democrat,31
,Tom Wolf,Isabella Fitzgerald,31
Tom Wolf,2,40,31
Isabella Fitzgerald,,1,31
Total,42,41,31
