col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,United States Senator - Democrat,Member Of The Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,All
,Bob Casey Jr,Kathryn S Huggins,Monica Maria Djerassi,Lisa Rhodes,Rebecca Poyourow,Dewayne Drummond,Linda Norris,Ken Washington,Liam G Boyle,Joe Khan,Kevin Bundy,Nat Lownes,Jacque Whaumbush,John Brady,All
Bob Casey Jr,42,105,83,80,78,64,66,55,49,40,41,33,30,23,All
Kathryn S Huggins,,1,69,62,66,57,56,45,39,30,34,32,22,16,All
Monica Maria Djerassi,,,0,61,62,38,51,29,27,32,22,23,25,14,All
Lisa Rhodes,,,,0,54,37,58,29,22,29,18,23,24,15,All
Rebecca Poyourow,,,,,0,37,48,26,18,25,15,23,25,11,All
Dewayne Drummond,,,,,,0,28,38,34,22,26,18,15,12,All
Linda Norris,,,,,,,0,23,17,22,13,20,20,11,All
Ken Washington,,,,,,,,1,32,13,29,15,11,7,All
Liam G Boyle,,,,,,,,,0,13,26,11,5,9,All
Joe Khan,,,,,,,,,,0,14,10,11,9,All
Kevin Bundy,,,,,,,,,,,0,12,4,9,All
Nat Lownes,,,,,,,,,,,,0,9,4,All
Jacque Whaumbush,,,,,,,,,,,,,1,5,All
John Brady,,,,,,,,,,,,,,0,All
Total,187,109,85,80,79,68,66,60,51,43,43,34,32,23,All
,United States Senator - Democrat,Member Of The Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,3
,Bob Casey Jr,Kathryn S Huggins,Monica Maria Djerassi,Rebecca Poyourow,Linda Norris,Lisa Rhodes,Nat Lownes,Dewayne Drummond,Joe Khan,Jacque Whaumbush,Ken Washington,Liam G Boyle,John Brady,Kevin Bundy,3
Bob Casey Jr,5,8,7,7,6,6,3,2,2,1,1,1,0,0,3
Kathryn S Huggins,,0,6,6,5,5,3,2,1,1,1,0,0,0,3
Monica Maria Djerassi,,,0,7,6,6,3,2,2,1,1,0,0,0,3
Rebecca Poyourow,,,,0,6,6,3,2,2,1,1,0,0,0,3
Linda Norris,,,,,0,6,3,2,2,1,1,0,0,0,3
Lisa Rhodes,,,,,,0,3,2,2,1,1,0,0,0,3
Nat Lownes,,,,,,,0,2,0,0,1,0,0,0,3
Dewayne Drummond,,,,,,,,0,0,0,0,0,0,0,3
Joe Khan,,,,,,,,,0,1,0,0,0,0,3
Jacque Whaumbush,,,,,,,,,,0,0,0,0,0,3
Ken Washington,,,,,,,,,,,0,0,0,0,3
Liam G Boyle,,,,,,,,,,,,0,0,0,3
John Brady,,,,,,,,,,,,,0,0,3
Kevin Bundy,,,,,,,,,,,,,,0,3
Total,15,8,7,7,6,6,3,2,2,1,1,1,0,0,3
,United States Senator - Democrat,Member Of The Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,6
,Bob Casey Jr,Kathryn S Huggins,Ken Washington,Monica Maria Djerassi,Dewayne Drummond,Liam G Boyle,Lisa Rhodes,Rebecca Poyourow,Kevin Bundy,Linda Norris,Joe Khan,Nat Lownes,John Brady,Jacque Whaumbush,6
Bob Casey Jr,15,35,21,20,18,20,20,19,17,17,11,12,9,5,6
Kathryn S Huggins,,0,17,19,19,18,18,20,16,16,11,13,7,4,6
Ken Washington,,,0,7,13,13,9,8,13,7,4,6,3,2,6
Monica Maria Djerassi,,,,0,10,7,14,15,7,10,10,6,6,4,6
Dewayne Drummond,,,,,0,13,7,8,11,5,7,6,4,1,6
Liam G Boyle,,,,,,0,6,7,11,4,4,7,4,1,6
Lisa Rhodes,,,,,,,0,15,5,13,7,6,5,4,6
Rebecca Poyourow,,,,,,,,0,5,12,7,7,4,4,6
Kevin Bundy,,,,,,,,,0,7,5,7,4,1,6
Linda Norris,,,,,,,,,,0,6,7,3,4,6
Joe Khan,,,,,,,,,,,0,4,2,1,6
Nat Lownes,,,,,,,,,,,,0,3,3,6
John Brady,,,,,,,,,,,,,0,1,6
Jacque Whaumbush,,,,,,,,,,,,,,0,6
Total,59,37,22,21,20,20,20,20,18,17,13,13,9,5,6
,United States Senator - Democrat,Member Of The Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,11
,Bob Casey Jr,Monica Maria Djerassi,Rebecca Poyourow,Lisa Rhodes,Kathryn S Huggins,Joe Khan,Dewayne Drummond,Jacque Whaumbush,Linda Norris,Ken Washington,Nat Lownes,Kevin Bundy,John Brady,Liam G Boyle,11
Bob Casey Jr,2,16,15,14,12,10,8,8,8,6,6,4,3,2,11
Monica Maria Djerassi,,0,14,13,11,9,7,8,8,6,6,4,3,1,11
Rebecca Poyourow,,,0,11,10,8,8,7,7,4,5,3,3,1,11
Lisa Rhodes,,,,0,9,8,6,8,8,5,5,2,2,0,11
Kathryn S Huggins,,,,,0,6,5,4,6,6,5,3,2,1,11
Joe Khan,,,,,,0,4,6,4,2,4,3,2,0,11
Dewayne Drummond,,,,,,,0,3,3,3,2,2,1,1,11
Jacque Whaumbush,,,,,,,,0,5,2,3,1,1,0,11
Linda Norris,,,,,,,,,0,3,1,0,2,0,11
Ken Washington,,,,,,,,,,0,2,2,0,1,11
Nat Lownes,,,,,,,,,,,0,2,1,0,11
Kevin Bundy,,,,,,,,,,,,0,1,1,11
John Brady,,,,,,,,,,,,,0,0,11
Liam G Boyle,,,,,,,,,,,,,,0,11
Total,21,16,15,14,12,10,8,8,8,6,6,4,3,2,11
,United States Senator - Democrat,Member Of The Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,13
