col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,Representative In The General Assembly 192nd District - Democrat,Member Of The Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,All
,Morgan Cephas,Kathryn S Huggins,Ken Washington,Dewayne Drummond,Liam G Boyle,Lisa Rhodes,Linda Norris,Monica Maria Djerassi,Kevin Bundy,John Brady,Rebecca Poyourow,Nat Lownes,Joe Khan,Jacque Whaumbush,All
Morgan Cephas,566,"5,057","3,906","3,864","3,118","2,585","2,307","2,233","2,138","1,243","1,185",867,774,753,All
Kathryn S Huggins,,82,"3,407","3,441","2,884","2,306","2,049","2,010","1,872",986,"1,076",746,612,629,All
Ken Washington,,,34,"3,215","2,772","1,834","1,743","1,644","1,713",802,694,646,496,398,All
Dewayne Drummond,,,,26,"2,724","1,847","1,732","1,684","1,701",752,741,644,493,440,All
Liam G Boyle,,,,,7,"1,443","1,376","1,403","1,350",495,541,454,316,233,All
Lisa Rhodes,,,,,,17,"1,962","1,693",679,604,617,342,409,549,All
Linda Norris,,,,,,,1,"1,605",591,535,571,299,334,461,All
Monica Maria Djerassi,,,,,,,,0,546,449,686,306,373,409,All
Kevin Bundy,,,,,,,,,13,684,547,544,363,277,All
John Brady,,,,,,,,,,9,387,316,314,236,All
Rebecca Poyourow,,,,,,,,,,,2,376,284,334,All
Nat Lownes,,,,,,,,,,,,0,241,187,All
Joe Khan,,,,,,,,,,,,,3,199,All
Jacque Whaumbush,,,,,,,,,,,,,,1,All
Total,"6,823","5,340","4,083","4,040","3,254","2,711","2,395","2,320","2,239","1,306","1,232",902,813,779,All
