col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,Representative In Congress 2nd District - Democrat,,1
,Rhea Powell,Marylouise Isaacson,Andi Perez,Tom Young,Amanda Mcillmurray,Mariel J K Martin,Darrell L Clarke,Micah Mahjoubian,Noam Kugelmass,Judi Golding Baker,Joe Celentano,Jon Geeting,Matthew D Myers,Michele Lawrence,Brendan F Boyle,1
Rhea Powell,2,60,54,48,49,48,40,48,44,45,35,33,19,63,34,1
Marylouise Isaacson,,0,47,40,44,42,29,40,40,40,29,22,14,43,27,1
Andi Perez,,,0,38,34,41,27,32,33,29,27,30,13,40,22,1
Tom Young,,,,0,29,33,21,31,36,24,30,28,15,35,23,1
Amanda Mcillmurray,,,,,1,40,22,31,32,32,25,17,12,33,24,1
Mariel J K Martin,,,,,,0,23,29,36,29,29,21,17,36,20,1
Darrell L Clarke,,,,,,,1,22,19,23,15,16,11,34,20,1
Micah Mahjoubian,,,,,,,,0,32,25,29,21,5,36,20,1
Noam Kugelmass,,,,,,,,,0,23,27,19,10,32,22,1
Judi Golding Baker,,,,,,,,,,0,12,14,12,28,22,1
Joe Celentano,,,,,,,,,,,0,22,10,22,24,1
Jon Geeting,,,,,,,,,,,,0,11,24,13,1
Matthew D Myers,,,,,,,,,,,,,1,10,10,1
Michele Lawrence,,,,,,,,,,,,,,13,0,1
Brendan F Boyle,,,,,,,,,,,,,,,11,1
Total,102,72,64,61,60,59,57,56,56,51,49,40,23,97,66,1
,Representative In Congress 2nd District - Democrat,,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,2
,Michele Lawrence,Brendan F Boyle,Rhea Powell,Darrell L Clarke,Micah Mahjoubian,Tom Young,Joe Celentano,Noam Kugelmass,Mariel J K Martin,Amanda Mcillmurray,Andi Perez,Jon Geeting,Marylouise Isaacson,Judi Golding Baker,Matthew D Myers,2
Michele Lawrence,25,0,34,17,15,15,16,12,13,14,13,7,9,9,5,2
Brendan F Boyle,,4,8,9,9,9,5,6,4,3,3,4,2,2,2,2
Rhea Powell,,,2,14,18,17,18,16,15,14,12,5,10,11,4,2
Darrell L Clarke,,,,0,9,6,5,4,9,8,11,4,4,5,6,2
Micah Mahjoubian,,,,,1,12,15,10,10,9,9,3,5,7,3,2
Tom Young,,,,,,0,16,15,11,9,6,5,7,4,2,2
Joe Celentano,,,,,,,0,14,10,8,8,5,7,5,2,2
Noam Kugelmass,,,,,,,,2,7,6,5,4,5,1,1,2
Mariel J K Martin,,,,,,,,,0,12,8,5,10,9,4,2
Amanda Mcillmurray,,,,,,,,,,0,8,7,10,10,3,2
Andi Perez,,,,,,,,,,,0,4,5,6,4,2
Jon Geeting,,,,,,,,,,,,0,5,2,1,2
Marylouise Isaacson,,,,,,,,,,,,,1,6,1,2
Judi Golding Baker,,,,,,,,,,,,,,0,3,2
Matthew D Myers,,,,,,,,,,,,,,,0,2
Total,71,25,44,27,25,24,21,20,18,17,17,12,12,11,7,2
