col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,United States Senator - Republican,,Member Of The Republican State Committee 13th Congressional District,,,,,All
,Lou Barletta,Jim Christiana,Camille G Mccolgan,Margaret L Recupido,Dan Tinney,Linwood Holland,Joseph Giedemann,All
Lou Barletta,"4,435",0,"1,702","1,548","1,604","1,236","1,359",All
Jim Christiana,,"3,905","1,327","1,211",822,"1,173",718,All
Camille G Mccolgan,,,47,"2,113","1,388","1,629","1,274",All
Margaret L Recupido,,,,46,"1,224","1,497","1,126",All
Dan Tinney,,,,,41,837,"1,610",All
Linwood Holland,,,,,,37,754,All
Joseph Giedemann,,,,,,,25,All
Total,"7,501","6,082","3,185","2,900","2,547","2,517","2,172",All
