col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,division
,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,All
,Rhea Powell,Marylouise Isaacson,Andi Perez,Amanda Mcillmurray,Micah Mahjoubian,Darrell L Clarke,Mariel J K Martin,Tom Young,Jon Geeting,Judi Golding Baker,Noam Kugelmass,Joe Celentano,Matthew D Myers,All
Rhea Powell,92,604,590,608,536,377,502,438,375,440,445,381,197,All
Marylouise Isaacson,,8,532,563,517,428,512,412,274,399,350,261,241,All
Andi Perez,,,24,471,486,406,485,412,354,332,349,299,233,All
Amanda Mcillmurray,,,,13,434,350,479,339,302,418,343,275,195,All
Micah Mahjoubian,,,,,25,358,423,405,252,304,352,294,222,All
Darrell L Clarke,,,,,,60,361,284,259,269,195,160,242,All
Mariel J K Martin,,,,,,,4,341,215,347,280,219,240,All
Tom Young,,,,,,,,52,246,204,305,296,224,All
Jon Geeting,,,,,,,,,76,189,202,228,123,All
Judi Golding Baker,,,,,,,,,,6,234,173,152,All
Noam Kugelmass,,,,,,,,,,,7,270,116,All
Joe Celentano,,,,,,,,,,,,19,100,All
Matthew D Myers,,,,,,,,,,,,,4,All
Total,"1,015",870,849,787,769,706,703,688,611,553,552,510,360,All
,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1
,Rhea Powell,Amanda Mcillmurray,Marylouise Isaacson,Micah Mahjoubian,Andi Perez,Mariel J K Martin,Tom Young,Darrell L Clarke,Judi Golding Baker,Noam Kugelmass,Jon Geeting,Joe Celentano,Matthew D Myers,1
Rhea Powell,7,70,66,61,55,54,47,42,43,39,33,34,26,1
Amanda Mcillmurray,,0,60,50,45,44,36,37,42,36,31,27,24,1
Marylouise Isaacson,,,1,49,45,43,39,37,37,33,23,25,19,1
Micah Mahjoubian,,,,2,43,37,34,32,31,34,23,28,20,1
Andi Perez,,,,,4,33,34,26,24,30,25,28,14,1
Mariel J K Martin,,,,,,1,31,31,32,26,17,19,17,1
Tom Young,,,,,,,6,22,21,25,20,30,13,1
Darrell L Clarke,,,,,,,,3,26,24,19,10,20,1
Judi Golding Baker,,,,,,,,,1,19,15,15,17,1
Noam Kugelmass,,,,,,,,,,0,20,24,8,1
Jon Geeting,,,,,,,,,,,4,18,10,1
Joe Celentano,,,,,,,,,,,,2,8,1
Matthew D Myers,,,,,,,,,,,,,0,1
Total,101,81,81,74,68,61,61,59,52,49,48,44,30,1
,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,2
,Marylouise Isaacson,Rhea Powell,Amanda Mcillmurray,Andi Perez,Darrell L Clarke,Mariel J K Martin,Micah Mahjoubian,Noam Kugelmass,Judi Golding Baker,Tom Young,Jon Geeting,Joe Celentano,Matthew D Myers,2
Marylouise Isaacson,3,63,60,55,49,52,47,41,43,38,31,31,24,2
Rhea Powell,,9,57,55,38,50,42,41,43,35,31,33,20,2
Amanda Mcillmurray,,,1,48,39,51,32,38,43,27,31,30,16,2
Andi Perez,,,,1,31,45,35,32,31,31,24,26,20,2
Darrell L Clarke,,,,,5,34,25,23,28,23,22,17,22,2
Mariel J K Martin,,,,,,0,31,32,35,28,21,19,23,2
Micah Mahjoubian,,,,,,,3,32,25,31,20,25,19,2
Noam Kugelmass,,,,,,,,0,27,29,16,28,15,2
Judi Golding Baker,,,,,,,,,0,12,22,17,16,2
Tom Young,,,,,,,,,,2,17,30,18,2
Jon Geeting,,,,,,,,,,,6,18,6,2
Joe Celentano,,,,,,,,,,,,2,11,2
Matthew D Myers,,,,,,,,,,,,,0,2
Total,95,89,76,69,66,64,64,55,53,53,51,48,33,2
,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,3
,Darrell L Clarke,Andi Perez,Micah Mahjoubian,Tom Young,Mariel J K Martin,Marylouise Isaacson,Matthew D Myers,Rhea Powell,Amanda Mcillmurray,Judi Golding Baker,Noam Kugelmass,Jon Geeting,Joe Celentano,3
Darrell L Clarke,1,15,14,15,14,14,14,2,3,2,1,1,0,3
Andi Perez,,1,14,15,13,14,13,3,2,1,1,2,0,3
Micah Mahjoubian,,,0,13,14,15,13,2,2,2,2,0,0,3
Tom Young,,,,0,13,13,13,2,1,0,1,2,0,3
Mariel J K Martin,,,,,0,14,12,2,2,2,1,0,0,3
Marylouise Isaacson,,,,,,0,13,2,2,2,1,0,0,3
Matthew D Myers,,,,,,,0,2,3,2,2,1,0,3
Rhea Powell,,,,,,,,1,3,2,2,2,0,3
Amanda Mcillmurray,,,,,,,,,0,3,2,1,0,3
Judi Golding Baker,,,,,,,,,,0,1,0,0,3
Noam Kugelmass,,,,,,,,,,,0,1,0,3
Jon Geeting,,,,,,,,,,,,0,0,3
Joe Celentano,,,,,,,,,,,,,0,3
Total,18,17,16,16,15,15,15,5,4,3,3,2,0,3
,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,4
,Rhea Powell,Marylouise Isaacson,Amanda Mcillmurray,Andi Perez,Darrell L Clarke,Mariel J K Martin,Judi Golding Baker,Jon Geeting,Micah Mahjoubian,Joe Celentano,Noam Kugelmass,Tom Young,Matthew D Myers,4
Rhea Powell,7,43,41,43,32,46,41,30,36,33,33,28,15,4
Marylouise Isaacson,,0,44,36,36,37,39,22,29,24,27,23,15,4
Amanda Mcillmurray,,,1,34,31,41,39,20,28,23,26,24,16,4
Andi Perez,,,,1,33,34,35,29,30,25,25,20,17,4
Darrell L Clarke,,,,,2,28,27,23,19,19,17,14,17,4
Mariel J K Martin,,,,,,0,36,22,31,25,24,22,15,4
Judi Golding Baker,,,,,,,0,21,28,24,27,20,17,4
Jon Geeting,,,,,,,,8,18,22,18,19,15,4
Micah Mahjoubian,,,,,,,,,1,24,23,18,9,4
Joe Celentano,,,,,,,,,,0,23,20,10,4
Noam Kugelmass,,,,,,,,,,,2,25,7,4
Tom Young,,,,,,,,,,,,3,16,4
Matthew D Myers,,,,,,,,,,,,,0,4
Total,75,65,59,58,56,56,54,53,47,43,43,43,27,4
,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,5
,Rhea Powell,Marylouise Isaacson,Micah Mahjoubian,Amanda Mcillmurray,Andi Perez,Jon Geeting,Darrell L Clarke,Noam Kugelmass,Mariel J K Martin,Joe Celentano,Tom Young,Judi Golding Baker,Matthew D Myers,5
Rhea Powell,3,27,28,25,22,16,13,21,19,18,16,16,6,5
Marylouise Isaacson,,2,24,21,19,14,14,20,19,15,16,14,9,5
Micah Mahjoubian,,,0,21,19,15,15,17,17,18,15,15,9,5
Amanda Mcillmurray,,,,0,18,15,16,16,20,13,13,17,8,5
Andi Perez,,,,,0,18,16,16,18,16,16,12,8,5
Jon Geeting,,,,,,4,13,10,10,11,11,6,9,5
Darrell L Clarke,,,,,,,2,11,14,8,9,10,10,5
Noam Kugelmass,,,,,,,,1,17,14,14,13,6,5
Mariel J K Martin,,,,,,,,,0,11,12,12,9,5
Joe Celentano,,,,,,,,,,0,9,8,5,5
Tom Young,,,,,,,,,,,3,7,5,5
Judi Golding Baker,,,,,,,,,,,,0,3,5
Matthew D Myers,,,,,,,,,,,,,0,5
Total,39,36,35,33,32,29,28,28,27,26,24,21,13,5
,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,6
