col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,order,division
Lisa Rhodes,,,,,,,,,,,0,0,0,0,13,5
Monica Maria Djerassi,,,,,,,,,,,,0,0,0,14,5
Nat Lownes,,,,,,,,,,,,,0,0,15,5
Rebecca Poyourow,,,,,,,,,,,,,,0,16,5
Total,58,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5
,Governor - Democrat,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,6
,Tom Wolf,Kathryn S Huggins,Ken Washington,Monica Maria Djerassi,Dewayne Drummond,Liam G Boyle,Lisa Rhodes,Rebecca Poyourow,Kevin Bundy,Linda Norris,Joe Khan,Nat Lownes,John Brady,Jacque Whaumbush,2,6
Tom Wolf,17,35,19,19,19,20,18,18,15,15,11,12,9,4,3,6
Kathryn S Huggins,,0,17,19,19,18,18,20,16,16,11,13,7,4,4,6
Ken Washington,,,0,7,13,13,9,8,13,7,4,6,3,2,5,6
Monica Maria Djerassi,,,,0,10,7,14,15,7,10,10,6,6,4,6,6
Dewayne Drummond,,,,,0,13,7,8,11,5,7,6,4,1,7,6
Liam G Boyle,,,,,,0,6,7,11,4,4,7,4,1,8,6
Lisa Rhodes,,,,,,,0,15,5,13,7,6,5,4,9,6
Rebecca Poyourow,,,,,,,,0,5,12,7,7,4,4,10,6
Kevin Bundy,,,,,,,,,0,7,5,7,4,1,11,6
Linda Norris,,,,,,,,,,0,6,7,3,4,12,6
Joe Khan,,,,,,,,,,,0,4,2,1,13,6
Nat Lownes,,,,,,,,,,,,0,3,3,14,6
John Brady,,,,,,,,,,,,,0,1,15,6
Jacque Whaumbush,,,,,,,,,,,,,,0,16,6
Total,60,37,22,21,20,20,20,20,18,17,13,13,9,5,17,6
,Governor - Democrat,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,7
,Tom Wolf,Dewayne Drummond,Jacque Whaumbush,Joe Khan,John Brady,Kathryn S Huggins,Ken Washington,Kevin Bundy,Liam G Boyle,Linda Norris,Lisa Rhodes,Monica Maria Djerassi,Nat Lownes,Rebecca Poyourow,2,7
Tom Wolf,110,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7
Dewayne Drummond,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7
Jacque Whaumbush,,,0,0,0,0,0,0,0,0,0,0,0,0,5,7
Joe Khan,,,,0,0,0,0,0,0,0,0,0,0,0,6,7
John Brady,,,,,0,0,0,0,0,0,0,0,0,0,7,7
Kathryn S Huggins,,,,,,0,0,0,0,0,0,0,0,0,8,7
Ken Washington,,,,,,,0,0,0,0,0,0,0,0,9,7
Kevin Bundy,,,,,,,,0,0,0,0,0,0,0,10,7
Liam G Boyle,,,,,,,,,0,0,0,0,0,0,11,7
Linda Norris,,,,,,,,,,0,0,0,0,0,12,7
Lisa Rhodes,,,,,,,,,,,0,0,0,0,13,7
Monica Maria Djerassi,,,,,,,,,,,,0,0,0,14,7
Nat Lownes,,,,,,,,,,,,,0,0,15,7
Rebecca Poyourow,,,,,,,,,,,,,,0,16,7
Total,110,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7
,Governor - Democrat,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,8
,Tom Wolf,Dewayne Drummond,Jacque Whaumbush,Joe Khan,John Brady,Kathryn S Huggins,Ken Washington,Kevin Bundy,Liam G Boyle,Linda Norris,Lisa Rhodes,Monica Maria Djerassi,Nat Lownes,Rebecca Poyourow,2,8
Tom Wolf,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8
Dewayne Drummond,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8
Jacque Whaumbush,,,0,0,0,0,0,0,0,0,0,0,0,0,5,8
Joe Khan,,,,0,0,0,0,0,0,0,0,0,0,0,6,8
John Brady,,,,,0,0,0,0,0,0,0,0,0,0,7,8
Kathryn S Huggins,,,,,,0,0,0,0,0,0,0,0,0,8,8
Ken Washington,,,,,,,0,0,0,0,0,0,0,0,9,8
Kevin Bundy,,,,,,,,0,0,0,0,0,0,0,10,8
Liam G Boyle,,,,,,,,,0,0,0,0,0,0,11,8
Linda Norris,,,,,,,,,,0,0,0,0,0,12,8
Lisa Rhodes,,,,,,,,,,,0,0,0,0,13,8
Monica Maria Djerassi,,,,,,,,,,,,0,0,0,14,8
Nat Lownes,,,,,,,,,,,,,0,0,15,8
Rebecca Poyourow,,,,,,,,,,,,,,0,16,8
Total,21,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8
,Governor - Democrat,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,9
,Tom Wolf,Dewayne Drummond,Jacque Whaumbush,Joe Khan,John Brady,Kathryn S Huggins,Ken Washington,Kevin Bundy,Liam G Boyle,Linda Norris,Lisa Rhodes,Monica Maria Djerassi,Nat Lownes,Rebecca Poyourow,2,9
Tom Wolf,30,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9
Dewayne Drummond,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9
Jacque Whaumbush,,,0,0,0,0,0,0,0,0,0,0,0,0,5,9
Joe Khan,,,,0,0,0,0,0,0,0,0,0,0,0,6,9
John Brady,,,,,0,0,0,0,0,0,0,0,0,0,7,9
Kathryn S Huggins,,,,,,0,0,0,0,0,0,0,0,0,8,9
Ken Washington,,,,,,,0,0,0,0,0,0,0,0,9,9
Kevin Bundy,,,,,,,,0,0,0,0,0,0,0,10,9
Liam G Boyle,,,,,,,,,0,0,0,0,0,0,11,9
Linda Norris,,,,,,,,,,0,0,0,0,0,12,9
Lisa Rhodes,,,,,,,,,,,0,0,0,0,13,9
Monica Maria Djerassi,,,,,,,,,,,,0,0,0,14,9
Nat Lownes,,,,,,,,,,,,,0,0,15,9
Rebecca Poyourow,,,,,,,,,,,,,,0,16,9
Total,30,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9
,Governor - Democrat,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,10
,Tom Wolf,Dewayne Drummond,Jacque Whaumbush,Joe Khan,John Brady,Kathryn S Huggins,Ken Washington,Kevin Bundy,Liam G Boyle,Linda Norris,Lisa Rhodes,Monica Maria Djerassi,Nat Lownes,Rebecca Poyourow,2,10
Tom Wolf,75,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10
Dewayne Drummond,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10
Jacque Whaumbush,,,0,0,0,0,0,0,0,0,0,0,0,0,5,10
Joe Khan,,,,0,0,0,0,0,0,0,0,0,0,0,6,10
John Brady,,,,,0,0,0,0,0,0,0,0,0,0,7,10
Kathryn S Huggins,,,,,,0,0,0,0,0,0,0,0,0,8,10
Ken Washington,,,,,,,0,0,0,0,0,0,0,0,9,10
Kevin Bundy,,,,,,,,0,0,0,0,0,0,0,10,10
Liam G Boyle,,,,,,,,,0,0,0,0,0,0,11,10
Linda Norris,,,,,,,,,,0,0,0,0,0,12,10
Lisa Rhodes,,,,,,,,,,,0,0,0,0,13,10
Monica Maria Djerassi,,,,,,,,,,,,0,0,0,14,10
Nat Lownes,,,,,,,,,,,,,0,0,15,10
Rebecca Poyourow,,,,,,,,,,,,,,0,16,10
Total,75,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10
,Governor - Democrat,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,11
,Tom Wolf,Monica Maria Djerassi,Rebecca Poyourow,Lisa Rhodes,Kathryn S Huggins,Joe Khan,Dewayne Drummond,Jacque Whaumbush,Linda Norris,Ken Washington,Nat Lownes,Kevin Bundy,John Brady,Liam G Boyle,2,11
Tom Wolf,1,16,15,14,12,10,8,8,8,6,6,4,3,2,3,11
Monica Maria Djerassi,,0,14,13,11,9,7,8,8,6,6,4,3,1,4,11
Rebecca Poyourow,,,0,11,10,8,8,7,7,4,5,3,3,1,5,11
Lisa Rhodes,,,,0,9,8,6,8,8,5,5,2,2,0,6,11
Kathryn S Huggins,,,,,0,6,5,4,6,6,5,3,2,1,7,11
Joe Khan,,,,,,0,4,6,4,2,4,3,2,0,8,11
Dewayne Drummond,,,,,,,0,3,3,3,2,2,1,1,9,11
Jacque Whaumbush,,,,,,,,0,5,2,3,1,1,0,10,11
Linda Norris,,,,,,,,,0,3,1,0,2,0,11,11
Ken Washington,,,,,,,,,,0,2,2,0,1,12,11
Nat Lownes,,,,,,,,,,,0,2,1,0,13,11
Kevin Bundy,,,,,,,,,,,,0,1,1,14,11
John Brady,,,,,,,,,,,,,0,0,15,11
Liam G Boyle,,,,,,,,,,,,,,0,16,11
Total,20,16,15,14,12,10,8,8,8,6,6,4,3,2,17,11
,Governor - Democrat,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,12
,Tom Wolf,Dewayne Drummond,Jacque Whaumbush,Joe Khan,John Brady,Kathryn S Huggins,Ken Washington,Kevin Bundy,Liam G Boyle,Linda Norris,Lisa Rhodes,Monica Maria Djerassi,Nat Lownes,Rebecca Poyourow,2,12
Tom Wolf,68,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12
Dewayne Drummond,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12
Jacque Whaumbush,,,0,0,0,0,0,0,0,0,0,0,0,0,5,12
Joe Khan,,,,0,0,0,0,0,0,0,0,0,0,0,6,12
John Brady,,,,,0,0,0,0,0,0,0,0,0,0,7,12
Kathryn S Huggins,,,,,,0,0,0,0,0,0,0,0,0,8,12
Ken Washington,,,,,,,0,0,0,0,0,0,0,0,9,12
Kevin Bundy,,,,,,,,0,0,0,0,0,0,0,10,12
Liam G Boyle,,,,,,,,,0,0,0,0,0,0,11,12
Linda Norris,,,,,,,,,,0,0,0,0,0,12,12
Lisa Rhodes,,,,,,,,,,,0,0,0,0,13,12
Monica Maria Djerassi,,,,,,,,,,,,0,0,0,14,12
Nat Lownes,,,,,,,,,,,,,0,0,15,12
Rebecca Poyourow,,,,,,,,,,,,,,0,16,12
Total,68,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12
,Governor - Democrat,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,13
,Tom Wolf,Kathryn S Huggins,Lisa Rhodes,Monica Maria Djerassi,Dewayne Drummond,Linda Norris,Rebecca Poyourow,Ken Washington,Liam G Boyle,Kevin Bundy,Jacque Whaumbush,Joe Khan,John Brady,Nat Lownes,2,13
Tom Wolf,20,37,30,29,27,27,25,22,20,14,12,13,10,10,3,13
Kathryn S Huggins,,0,20,22,22,21,20,14,13,10,9,9,6,9,4,13
Lisa Rhodes,,,0,19,16,23,14,10,12,9,8,9,7,7,5,13
Monica Maria Djerassi,,,,0,13,20,16,10,13,7,8,7,4,7,6,13
Dewayne Drummond,,,,,0,14,13,18,14,10,10,9,6,7,7,13
Linda Norris,,,,,,0,16,9,11,4,7,8,6,7,8,13
Rebecca Poyourow,,,,,,,0,8,6,4,9,5,4,6,9,13
Ken Washington,,,,,,,,0,13,10,5,6,4,5,10,13
Liam G Boyle,,,,,,,,,0,9,3,8,4,4,11,13
Kevin Bundy,,,,,,,,,,1,1,5,4,3,12,13
Jacque Whaumbush,,,,,,,,,,,1,3,3,2,13,13
Joe Khan,,,,,,,,,,,,0,4,2,14,13
John Brady,,,,,,,,,,,,,0,0,15,13
Nat Lownes,,,,,,,,,,,,,,0,16,13
Total,76,37,30,29,28,27,25,23,20,15,14,13,10,10,17,13
,Governor - Democrat,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,14
,Tom Wolf,Dewayne Drummond,Jacque Whaumbush,Joe Khan,John Brady,Kathryn S Huggins,Ken Washington,Kevin Bundy,Liam G Boyle,Linda Norris,Lisa Rhodes,Monica Maria Djerassi,Nat Lownes,Rebecca Poyourow,2,14
Tom Wolf,118,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14
Dewayne Drummond,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14
Jacque Whaumbush,,,0,0,0,0,0,0,0,0,0,0,0,0,5,14
Joe Khan,,,,0,0,0,0,0,0,0,0,0,0,0,6,14
John Brady,,,,,0,0,0,0,0,0,0,0,0,0,7,14
Kathryn S Huggins,,,,,,0,0,0,0,0,0,0,0,0,8,14
Ken Washington,,,,,,,0,0,0,0,0,0,0,0,9,14
Kevin Bundy,,,,,,,,0,0,0,0,0,0,0,10,14
Liam G Boyle,,,,,,,,,0,0,0,0,0,0,11,14
Linda Norris,,,,,,,,,,0,0,0,0,0,12,14
Lisa Rhodes,,,,,,,,,,,0,0,0,0,13,14
Monica Maria Djerassi,,,,,,,,,,,,0,0,0,14,14
Nat Lownes,,,,,,,,,,,,,0,0,15,14
Rebecca Poyourow,,,,,,,,,,,,,,0,16,14
Total,118,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14
,Governor - Democrat,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,15
,Tom Wolf,Dewayne Drummond,Jacque Whaumbush,Joe Khan,John Brady,Kathryn S Huggins,Ken Washington,Kevin Bundy,Liam G Boyle,Linda Norris,Lisa Rhodes,Monica Maria Djerassi,Nat Lownes,Rebecca Poyourow,2,15
Tom Wolf,92,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15
Dewayne Drummond,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15
Jacque Whaumbush,,,0,0,0,0,0,0,0,0,0,0,0,0,5,15
Joe Khan,,,,0,0,0,0,0,0,0,0,0,0,0,6,15
John Brady,,,,,0,0,0,0,0,0,0,0,0,0,7,15
Kathryn S Huggins,,,,,,0,0,0,0,0,0,0,0,0,8,15
Ken Washington,,,,,,,0,0,0,0,0,0,0,0,9,15
Kevin Bundy,,,,,,,,0,0,0,0,0,0,0,10,15
Liam G Boyle,,,,,,,,,0,0,0,0,0,0,11,15
Linda Norris,,,,,,,,,,0,0,0,0,0,12,15
Lisa Rhodes,,,,,,,,,,,0,0,0,0,13,15
Monica Maria Djerassi,,,,,,,,,,,,0,0,0,14,15
Nat Lownes,,,,,,,,,,,,,0,0,15,15
Rebecca Poyourow,,,,,,,,,,,,,,0,16,15
Total,92,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15
,Governor - Democrat,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,16
,Tom Wolf,Dewayne Drummond,Jacque Whaumbush,Joe Khan,John Brady,Kathryn S Huggins,Ken Washington,Kevin Bundy,Liam G Boyle,Linda Norris,Lisa Rhodes,Monica Maria Djerassi,Nat Lownes,Rebecca Poyourow,2,16
Tom Wolf,68,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16
Dewayne Drummond,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16
Jacque Whaumbush,,,0,0,0,0,0,0,0,0,0,0,0,0,5,16
Joe Khan,,,,0,0,0,0,0,0,0,0,0,0,0,6,16
John Brady,,,,,0,0,0,0,0,0,0,0,0,0,7,16
Kathryn S Huggins,,,,,,0,0,0,0,0,0,0,0,0,8,16
Ken Washington,,,,,,,0,0,0,0,0,0,0,0,9,16
Kevin Bundy,,,,,,,,0,0,0,0,0,0,0,10,16
Liam G Boyle,,,,,,,,,0,0,0,0,0,0,11,16
Linda Norris,,,,,,,,,,0,0,0,0,0,12,16
Lisa Rhodes,,,,,,,,,,,0,0,0,0,13,16
Monica Maria Djerassi,,,,,,,,,,,,0,0,0,14,16
Nat Lownes,,,,,,,,,,,,,0,0,15,16
Rebecca Poyourow,,,,,,,,,,,,,,0,16,16
Total,68,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16
,Governor - Democrat,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,17
,Tom Wolf,Dewayne Drummond,Jacque Whaumbush,Joe Khan,John Brady,Kathryn S Huggins,Ken Washington,Kevin Bundy,Liam G Boyle,Linda Norris,Lisa Rhodes,Monica Maria Djerassi,Nat Lownes,Rebecca Poyourow,2,17
Tom Wolf,77,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17
Dewayne Drummond,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17
Jacque Whaumbush,,,0,0,0,0,0,0,0,0,0,0,0,0,5,17
Joe Khan,,,,0,0,0,0,0,0,0,0,0,0,0,6,17
John Brady,,,,,0,0,0,0,0,0,0,0,0,0,7,17
Kathryn S Huggins,,,,,,0,0,0,0,0,0,0,0,0,8,17
Ken Washington,,,,,,,0,0,0,0,0,0,0,0,9,17
Kevin Bundy,,,,,,,,0,0,0,0,0,0,0,10,17
Liam G Boyle,,,,,,,,,0,0,0,0,0,0,11,17
Linda Norris,,,,,,,,,,0,0,0,0,0,12,17
Lisa Rhodes,,,,,,,,,,,0,0,0,0,13,17
Monica Maria Djerassi,,,,,,,,,,,,0,0,0,14,17
Nat Lownes,,,,,,,,,,,,,0,0,15,17
Rebecca Poyourow,,,,,,,,,,,,,,0,16,17
Total,77,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17
,Governor - Democrat,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,18
,Tom Wolf,Kathryn S Huggins,Monica Maria Djerassi,Rebecca Poyourow,Dewayne Drummond,Lisa Rhodes,Ken Washington,Liam G Boyle,Linda Norris,Kevin Bundy,Joe Khan,Jacque Whaumbush,Nat Lownes,John Brady,2,18
Tom Wolf,2,15,12,12,10,10,8,8,8,6,5,4,2,1,3,18
Kathryn S Huggins,,0,11,10,9,10,7,7,8,5,3,4,2,1,4,18
Monica Maria Djerassi,,,0,10,6,9,5,6,7,4,4,4,1,1,5,18
Rebecca Poyourow,,,,0,6,8,5,4,7,3,3,4,2,0,6,18
Dewayne Drummond,,,,,0,6,4,6,4,3,2,1,1,1,7,18
Lisa Rhodes,,,,,,0,4,4,8,2,3,3,2,1,8,18
Ken Washington,,,,,,,0,5,3,4,1,2,1,0,9,18
Liam G Boyle,,,,,,,,0,2,5,1,1,0,1,10,18
Linda Norris,,,,,,,,,0,2,2,3,2,0,11,18
Kevin Bundy,,,,,,,,,,0,1,1,0,0,12,18
Joe Khan,,,,,,,,,,,0,0,0,1,13,18
Jacque Whaumbush,,,,,,,,,,,,0,1,0,14,18
Nat Lownes,,,,,,,,,,,,,0,0,15,18
John Brady,,,,,,,,,,,,,,0,16,18
Total,21,15,12,12,10,10,8,8,8,6,5,4,2,1,17,18
,Governor - Democrat,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,19
,Tom Wolf,Dewayne Drummond,Jacque Whaumbush,Joe Khan,John Brady,Kathryn S Huggins,Ken Washington,Kevin Bundy,Liam G Boyle,Linda Norris,Lisa Rhodes,Monica Maria Djerassi,Nat Lownes,Rebecca Poyourow,2,19
Tom Wolf,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19
Dewayne Drummond,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19
Jacque Whaumbush,,,0,0,0,0,0,0,0,0,0,0,0,0,5,19
Joe Khan,,,,0,0,0,0,0,0,0,0,0,0,0,6,19
John Brady,,,,,0,0,0,0,0,0,0,0,0,0,7,19
Kathryn S Huggins,,,,,,0,0,0,0,0,0,0,0,0,8,19
Ken Washington,,,,,,,0,0,0,0,0,0,0,0,9,19
Kevin Bundy,,,,,,,,0,0,0,0,0,0,0,10,19
Liam G Boyle,,,,,,,,,0,0,0,0,0,0,11,19
Linda Norris,,,,,,,,,,0,0,0,0,0,12,19
Lisa Rhodes,,,,,,,,,,,0,0,0,0,13,19
Monica Maria Djerassi,,,,,,,,,,,,0,0,0,14,19
