col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Representative In The General Assembly 198th District - Democrat,,Member Of The Democratic State Committee 4th Senatorial District,,,,All
,Rosita C Youngblood,Bernard A Williams,Sherrie Cohen,Qasim Rashad,Carla Cain,Chris Rabb,All
Rosita C Youngblood,186,0,342,307,280,263,All
Bernard A Williams,,21,146,117,104,104,All
Sherrie Cohen,,,8,327,329,313,All
Qasim Rashad,,,,4,325,310,All
Carla Cain,,,,,4,311,All
Chris Rabb,,,,,,3,All
Total,663,218,502,433,394,374,All
,Representative In The General Assembly 198th District - Democrat,,Member Of The Democratic State Committee 4th Senatorial District,,,,1
,Rosita C Youngblood,Bernard A Williams,Sherrie Cohen,Carla Cain,Qasim Rashad,Chris Rabb,1
Rosita C Youngblood,22,0,41,32,28,23,1
Bernard A Williams,,1,13,8,10,7,1
Sherrie Cohen,,,0,34,31,27,1
Carla Cain,,,,1,29,28,1
Qasim Rashad,,,,,1,27,1
Chris Rabb,,,,,,0,1
Total,73,19,55,42,39,30,1
,Representative In The General Assembly 198th District - Democrat,,Member Of The Democratic State Committee 4th Senatorial District,,,,2
,Rosita C Youngblood,Bernard A Williams,Carla Cain,Qasim Rashad,Sherrie Cohen,Chris Rabb,2
Rosita C Youngblood,22,0,25,24,19,18,2
Bernard A Williams,,0,10,11,14,9,2
Carla Cain,,,1,25,24,24,2
Qasim Rashad,,,,0,25,25,2
Sherrie Cohen,,,,,1,24,2
Chris Rabb,,,,,,1,2
Total,55,21,36,35,34,28,2
,Representative In The General Assembly 198th District - Democrat,,Member Of The Democratic State Committee 4th Senatorial District,,,,3
,Rosita C Youngblood,Bernard A Williams,Sherrie Cohen,Chris Rabb,Carla Cain,Qasim Rashad,3
Rosita C Youngblood,22,0,16,15,11,9,3
Bernard A Williams,,0,5,3,3,2,3
Sherrie Cohen,,,0,13,11,11,3
Chris Rabb,,,,0,11,11,3
Carla Cain,,,,,0,10,3
Qasim Rashad,,,,,,1,3
Total,45,6,21,18,14,12,3
,Member Of The Democratic State Committee 4th Senatorial District,,,,Representative In The General Assembly 198th District - Democrat,,4
,Sherrie Cohen,Chris Rabb,Carla Cain,Qasim Rashad,Rosita C Youngblood,Bernard A Williams,4
Sherrie Cohen,4,17,17,11,14,11,4
Chris Rabb,,0,18,11,11,10,4
Carla Cain,,,0,11,10,9,4
Qasim Rashad,,,,0,9,8,4
Rosita C Youngblood,,,,,6,0,4
Bernard A Williams,,,,,,1,4
Total,29,21,19,17,27,16,4
,Representative In The General Assembly 198th District - Democrat,,Member Of The Democratic State Committee 4th Senatorial District,,,,5
,Rosita C Youngblood,Bernard A Williams,Sherrie Cohen,Qasim Rashad,Carla Cain,Chris Rabb,5
Rosita C Youngblood,30,0,55,56,46,43,5
Bernard A Williams,,1,19,11,14,13,5
Sherrie Cohen,,,0,54,53,49,5
Qasim Rashad,,,,0,53,50,5
Carla Cain,,,,,0,48,5
Chris Rabb,,,,,,0,5
Total,107,23,75,68,61,57,5
,Representative In The General Assembly 198th District - Democrat,,Member Of The Democratic State Committee 4th Senatorial District,,,,6
,Rosita C Youngblood,Bernard A Williams,Sherrie Cohen,Qasim Rashad,Chris Rabb,Carla Cain,6
Rosita C Youngblood,11,0,26,22,18,19,6
Bernard A Williams,,1,17,15,14,12,6
Sherrie Cohen,,,1,30,29,27,6
Qasim Rashad,,,,0,29,28,6
Chris Rabb,,,,,0,28,6
Carla Cain,,,,,,0,6
Total,44,23,44,37,32,31,6
,Representative In The General Assembly 198th District - Democrat,,Member Of The Democratic State Committee 4th Senatorial District,,,,7
,Rosita C Youngblood,Bernard A Williams,Sherrie Cohen,Qasim Rashad,Chris Rabb,Carla Cain,7
Rosita C Youngblood,13,0,51,42,36,33,7
Bernard A Williams,,8,13,9,11,7,7
Sherrie Cohen,,,0,38,39,38,7
Qasim Rashad,,,,0,36,36,7
Chris Rabb,,,,,0,37,7
Carla Cain,,,,,,0,7
Total,78,30,65,52,48,41,7
,Representative In The General Assembly 198th District - Democrat,,Member Of The Democratic State Committee 4th Senatorial District,,,,9
,Rosita C Youngblood,Bernard A Williams,Sherrie Cohen,Qasim Rashad,Carla Cain,Chris Rabb,9
Rosita C Youngblood,12,0,36,30,31,30,9
Bernard A Williams,,6,15,17,14,13,9
Sherrie Cohen,,,2,36,36,35,9
Qasim Rashad,,,,1,39,37,9
Carla Cain,,,,,0,35,9
Chris Rabb,,,,,,2,9
Total,63,29,54,49,46,46,9
,Representative In The General Assembly 198th District - Democrat,,Member Of The Democratic State Committee 4th Senatorial District,,,,10
,Rosita C Youngblood,Bernard A Williams,Sherrie Cohen,Qasim Rashad,Carla Cain,Chris Rabb,10
Rosita C Youngblood,18,0,30,31,31,31,10
Bernard A Williams,,1,16,14,12,10,10
Sherrie Cohen,,,0,41,40,36,10
Qasim Rashad,,,,0,41,38,10
Carla Cain,,,,,0,38,10
Chris Rabb,,,,,,0,10
Total,58,18,47,46,44,42,10
,Representative In The General Assembly 198th District - Democrat,,Member Of The Democratic State Committee 4th Senatorial District,,,,12
,Rosita C Youngblood,Bernard A Williams,Qasim Rashad,Sherrie Cohen,Carla Cain,Chris Rabb,12
Rosita C Youngblood,10,0,38,35,30,25,12
Bernard A Williams,,1,17,19,12,12,12
Qasim Rashad,,,1,38,39,33,12
Sherrie Cohen,,,,0,37,32,12
Carla Cain,,,,,0,32,12
Chris Rabb,,,,,,0,12
Total,63,27,57,55,43,37,12
,Representative In The General Assembly 198th District - Democrat,,Member Of The Democratic State Committee 4th Senatorial District,,,,13
,Rosita C Youngblood,Bernard A Williams,Sherrie Cohen,Qasim Rashad,Carla Cain,Chris Rabb,13
Rosita C Youngblood,20,0,19,18,12,13,13
Bernard A Williams,,1,4,3,3,2,13
Sherrie Cohen,,,0,12,12,12,13
Qasim Rashad,,,,0,14,13,13
Carla Cain,,,,,2,12,13
Chris Rabb,,,,,,0,13
Total,50,6,23,21,17,15,13
