col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,division
,Member Of The Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,All
,Kathryn S Huggins,Ken Washington,Dewayne Drummond,Liam G Boyle,Lisa Rhodes,Linda Norris,Monica Maria Djerassi,Kevin Bundy,Rebecca Poyourow,John Brady,Joe Khan,Nat Lownes,Jacque Whaumbush,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,All
Kathryn S Huggins,210,"7,749","7,783","6,891","5,745","5,428","5,402","4,401","3,702","2,172","1,973","1,907","1,800","5,800","2,713","2,709","1,207",89,All
Ken Washington,,126,"7,110","6,377","4,203","4,143","3,898","3,920","2,125","1,660","1,358","1,538","1,036","4,930","1,790","1,704",779,65,All
Dewayne Drummond,,,98,"6,132","4,270","4,092","4,033","3,826","2,210","1,559","1,383","1,534","1,099","4,644","1,885","1,650",764,81,All
Liam G Boyle,,,,33,"3,594","3,558","3,580","3,297","2,092","1,398","1,248","1,153",853,"4,256","1,353","1,513",804,66,All
Lisa Rhodes,,,,,25,"5,180","4,473","1,700","2,437","1,368","1,347",989,"1,638","3,302","1,962",630,719,63,All
Linda Norris,,,,,,16,"4,407","1,586","2,332","1,276","1,232",972,"1,435","3,179","1,795",624,719,50,All
Monica Maria Djerassi,,,,,,,7,"1,559","2,662","1,145","1,438","1,017","1,377","2,943","1,892",630,781,56,All
Kevin Bundy,,,,,,,,56,"1,577","1,481","1,040","1,344",711,"2,190","1,029","1,467",517,56,All
Rebecca Poyourow,,,,,,,,,6,"1,246","1,549","1,118","1,389","1,306","1,634",688,897,62,All
John Brady,,,,,,,,,,26,"1,041",751,696,"1,354",855,397,392,64,All
Joe Khan,,,,,,,,,,,5,752,840,917,"1,051",303,641,47,All
Nat Lownes,,,,,,,,,,,,7,518,891,703,444,317,48,All
Jacque Whaumbush,,,,,,,,,,,,,3,736,920,320,380,33,All
Mike Stack,,,,,,,,,,,,,,"1,965",0,0,0,0,All
Nina Ahmad,,,,,,,,,,,,,,,"1,744",0,0,0,All
Kathi Cozzone,,,,,,,,,,,,,,,,911,0,0,All
John Fetterman,,,,,,,,,,,,,,,,,"1,578",0,All
Ray Sosa,,,,,,,,,,,,,,,,,,45,All
Total,"13,134","9,756","9,461","8,317","6,910","6,570","6,468","5,552","4,682","3,186","3,024","2,475","2,449","9,565","5,602","4,207","3,477",213,All
