col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,Representative In The General Assembly 181st District - Democrat,,,,,All
,Barbara Carroll,Sharon Vaughn,David Rodriguez,Jaime Bouldin,Humberto Perez,Dustin Morris,Latrice Y Bryant,Jonathan M Gary,Robert Taylor,Lewis Nash Sr,Malcolm Kenyatta,Lewis Thomas Iii,Alex Deering,Gilberto Gonzalez,All
Barbara Carroll,0,94,84,80,79,81,77,69,71,32,70,11,9,2,All
Sharon Vaughn,,0,83,80,81,81,80,67,71,34,60,10,8,3,All
David Rodriguez,,,0,83,90,80,72,71,73,43,46,12,6,2,All
Jaime Bouldin,,,,1,80,72,72,63,66,46,43,10,8,2,All
Humberto Perez,,,,,0,76,69,67,71,40,43,14,7,2,All
Dustin Morris,,,,,,0,69,69,73,28,45,9,6,4,All
Latrice Y Bryant,,,,,,,0,66,69,23,44,7,8,1,All
Jonathan M Gary,,,,,,,,0,70,24,38,9,5,1,All
Robert Taylor,,,,,,,,,1,22,39,8,6,1,All
Lewis Nash Sr,,,,,,,,,,30,0,0,0,0,All
Malcolm Kenyatta,,,,,,,,,,,24,0,0,0,All
Lewis Thomas Iii,,,,,,,,,,,,8,0,0,All
Alex Deering,,,,,,,,,,,,,0,0,All
Gilberto Gonzalez,,,,,,,,,,,,,,0,All
Total,125,116,110,110,106,92,84,77,77,107,107,36,14,4,All
,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,Representative In The General Assembly 181st District - Democrat,,,,,5
,Jonathan M Gary,David Rodriguez,Humberto Perez,Jaime Bouldin,Sharon Vaughn,Barbara Carroll,Dustin Morris,Latrice Y Bryant,Robert Taylor,Lewis Nash Sr,Malcolm Kenyatta,Lewis Thomas Iii,Alex Deering,Gilberto Gonzalez,5
Jonathan M Gary,0,4,4,4,3,3,3,4,4,2,2,3,0,0,5
David Rodriguez,,0,5,5,4,5,4,4,4,2,2,1,0,0,5
Humberto Perez,,,0,5,4,4,4,4,4,3,2,1,0,0,5
