col_1,col_2,division
,United States Senator - Democrat,All
,Bob Casey Jr,All
Bob Casey Jr,"4,222",All
Total,"4,222",All
,United States Senator - Democrat,1
,Bob Casey Jr,1
Bob Casey Jr,199,1
Total,199,1
,United States Senator - Democrat,2
,Bob Casey Jr,2
Bob Casey Jr,124,2
Total,124,2
,United States Senator - Democrat,3
,Bob Casey Jr,3
Bob Casey Jr,100,3
Total,100,3
,United States Senator - Democrat,4
,Bob Casey Jr,4
Bob Casey Jr,164,4
Total,164,4
,United States Senator - Democrat,5
,Bob Casey Jr,5
Bob Casey Jr,135,5
Total,135,5
,United States Senator - Democrat,6
,Bob Casey Jr,6
Bob Casey Jr,167,6
Total,167,6
,United States Senator - Democrat,7
,Bob Casey Jr,7
Bob Casey Jr,164,7
Total,164,7
,United States Senator - Democrat,8
,Bob Casey Jr,8
Bob Casey Jr,107,8
Total,107,8
,United States Senator - Democrat,9
,Bob Casey Jr,9
Bob Casey Jr,129,9
Total,129,9
,United States Senator - Democrat,10
,Bob Casey Jr,10
Bob Casey Jr,142,10
Total,142,10
,United States Senator - Democrat,11
,Bob Casey Jr,11
Bob Casey Jr,137,11
Total,137,11
,United States Senator - Democrat,12
,Bob Casey Jr,12
Bob Casey Jr,141,12
Total,141,12
,United States Senator - Democrat,13
,Bob Casey Jr,13
Bob Casey Jr,49,13
Total,49,13
,United States Senator - Democrat,14
,Bob Casey Jr,14
Bob Casey Jr,119,14
Total,119,14
,United States Senator - Democrat,15
,Bob Casey Jr,15
Bob Casey Jr,222,15
Total,222,15
,United States Senator - Democrat,16
,Bob Casey Jr,16
Bob Casey Jr,267,16
Total,267,16
,United States Senator - Democrat,17
,Bob Casey Jr,17
Bob Casey Jr,160,17
Total,160,17
,United States Senator - Democrat,18
,Bob Casey Jr,18
Bob Casey Jr,151,18
Total,151,18
,United States Senator - Democrat,19
,Bob Casey Jr,19
Bob Casey Jr,124,19
Total,124,19
,United States Senator - Democrat,20
,Bob Casey Jr,20
Bob Casey Jr,64,20
Total,64,20
,United States Senator - Democrat,21
,Bob Casey Jr,21
Bob Casey Jr,92,21
Total,92,21
,United States Senator - Democrat,22
,Bob Casey Jr,22
Bob Casey Jr,197,22
Total,197,22
,United States Senator - Democrat,23
,Bob Casey Jr,23
Bob Casey Jr,211,23
Total,211,23
,United States Senator - Democrat,24
,Bob Casey Jr,24
Bob Casey Jr,216,24
Total,216,24
,United States Senator - Democrat,25
,Bob Casey Jr,25
Bob Casey Jr,158,25
Total,158,25
,United States Senator - Democrat,26
,Bob Casey Jr,26
Bob Casey Jr,266,26
Total,266,26
,United States Senator - Democrat,27
,Bob Casey Jr,27
Bob Casey Jr,217,27
Total,217,27
