col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,Representative In The General Assembly 195th District - Democrat,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,All
,Donna Bullock,Jaime Bouldin,David Rodriguez,Humberto Perez,Barbara Carroll,Sharon Vaughn,Latrice Y Bryant,Dustin Morris,Robert Taylor,Jonathan M Gary,All
Donna Bullock,637,"1,147",890,856,687,658,597,526,520,514,All
Jaime Bouldin,,17,738,730,566,557,530,501,491,493,All
David Rodriguez,,,9,729,549,540,524,492,493,493,All
Humberto Perez,,,,5,532,531,503,479,487,481,All
Barbara Carroll,,,,,1,603,563,500,491,492,All
Sharon Vaughn,,,,,,4,562,492,491,488,All
Latrice Y Bryant,,,,,,,1,476,493,489,All
Dustin Morris,,,,,,,,3,463,461,All
Robert Taylor,,,,,,,,,2,476,All
Jonathan M Gary,,,,,,,,,,0,All
Total,"2,207","1,183",917,880,699,677,608,540,531,523,All
