col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Member Of The Republican State Committee 13th Congressional District,,,,,Member Of The Republican State Committee 2nd Congressional District,,,All
,Joseph Giedemann,Linwood Holland,Camille G Mccolgan,Margaret L Recupido,Dan Tinney,Denise Furey,Walt Vogler,Calvin R Tucker,All
Joseph Giedemann,0,11,13,9,11,0,0,0,All
Linwood Holland,,4,10,6,6,0,0,0,All
Camille G Mccolgan,,,1,8,7,0,0,0,All
Margaret L Recupido,,,,4,4,0,0,0,All
Dan Tinney,,,,,1,0,0,0,All
Denise Furey,,,,,,7,9,8,All
Walt Vogler,,,,,,,5,8,All
Calvin R Tucker,,,,,,,,3,All
Total,17,16,15,13,12,16,14,11,All
