col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Member Of The Republican State Committee 13th Congressional District,,,,,Member Of The Republican State Committee 1st Congressional District,,,,1
,Camille G Mccolgan,Joseph Giedemann,Dan Tinney,Linwood Holland,Margaret L Recupido,Christopher M Vogler,Maria Digiorgio Mccolgan,Michael A Cibik,Theresa A Dintino,1
Camille G Mccolgan,2,0,0,0,0,0,0,0,0,1
Joseph Giedemann,,1,0,0,0,0,0,0,0,1
Dan Tinney,,,0,0,0,0,0,0,0,1
Linwood Holland,,,,0,0,0,0,0,0,1
Margaret L Recupido,,,,,0,0,0,0,0,1
Christopher M Vogler,,,,,,0,0,0,0,1
Maria Digiorgio Mccolgan,,,,,,,0,0,0,1
Michael A Cibik,,,,,,,,0,0,1
Theresa A Dintino,,,,,,,,,0,1
Total,2,1,0,0,0,0,0,0,0,1
,Member Of The Republican State Committee 1st Congressional District,,,,Member Of The Republican State Committee 13th Congressional District,,,,,3
,Maria Digiorgio Mccolgan,Theresa A Dintino,Christopher M Vogler,Michael A Cibik,Camille G Mccolgan,Dan Tinney,Joseph Giedemann,Linwood Holland,Margaret L Recupido,3
Maria Digiorgio Mccolgan,0,1,0,0,0,0,0,0,0,3
Theresa A Dintino,,0,0,0,0,0,0,0,0,3
Christopher M Vogler,,,0,0,0,0,0,0,0,3
Michael A Cibik,,,,0,0,0,0,0,0,3
Camille G Mccolgan,,,,,0,0,0,0,0,3
Dan Tinney,,,,,,0,0,0,0,3
Joseph Giedemann,,,,,,,0,0,0,3
Linwood Holland,,,,,,,,0,0,3
Margaret L Recupido,,,,,,,,,0,3
Total,1,1,0,0,0,0,0,0,0,3
,Member Of The Republican State Committee 13th Congressional District,,,,,Member Of The Republican State Committee 1st Congressional District,,,,4
,Camille G Mccolgan,Linwood Holland,Dan Tinney,Joseph Giedemann,Margaret L Recupido,Christopher M Vogler,Maria Digiorgio Mccolgan,Michael A Cibik,Theresa A Dintino,4
Camille G Mccolgan,1,0,0,0,0,0,0,0,0,4
Linwood Holland,,1,0,0,0,0,0,0,0,4
Dan Tinney,,,0,0,0,0,0,0,0,4
Joseph Giedemann,,,,0,0,0,0,0,0,4
Margaret L Recupido,,,,,0,0,0,0,0,4
Christopher M Vogler,,,,,,0,0,0,0,4
Maria Digiorgio Mccolgan,,,,,,,0,0,0,4
Michael A Cibik,,,,,,,,0,0,4
Theresa A Dintino,,,,,,,,,0,4
Total,1,1,0,0,0,0,0,0,0,4
,Member Of The Republican State Committee 13th Congressional District,,,,,Member Of The Republican State Committee 1st Congressional District,,,,5
,Joseph Giedemann,Linwood Holland,Margaret L Recupido,Dan Tinney,Camille G Mccolgan,Christopher M Vogler,Maria Digiorgio Mccolgan,Michael A Cibik,Theresa A Dintino,5
Joseph Giedemann,1,3,4,3,2,0,0,0,0,5
Linwood Holland,,1,3,2,1,0,0,0,0,5
Margaret L Recupido,,,0,3,2,0,0,0,0,5
Dan Tinney,,,,0,1,0,0,0,0,5
Camille G Mccolgan,,,,,0,0,0,0,0,5
Christopher M Vogler,,,,,,0,0,0,0,5
Maria Digiorgio Mccolgan,,,,,,,0,0,0,5
Michael A Cibik,,,,,,,,0,0,5
Theresa A Dintino,,,,,,,,,0,5
Total,5,4,4,3,2,0,0,0,0,5
