col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,Representative In Congress 3rd District - Democrat,,Member Of The Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,All
,Dwight Evans,Kevin Johnson,Kathryn S Huggins,Monica Maria Djerassi,Ken Washington,Linda Norris,Dewayne Drummond,Liam G Boyle,Lisa Rhodes,Kevin Bundy,Rebecca Poyourow,Joe Khan,Nat Lownes,Jacque Whaumbush,John Brady,All
Dwight Evans,166,0,"1,083",746,776,712,727,714,597,448,383,281,287,177,187,All
Kevin Johnson,,69,188,166,104,157,127,120,135,113,119,80,64,74,46,All
Kathryn S Huggins,,,12,727,729,690,736,707,636,405,408,224,237,190,162,All
Monica Maria Djerassi,,,,2,464,680,490,475,571,252,374,228,213,169,122,All
Ken Washington,,,,,7,462,652,617,416,330,190,139,167,92,110,All
Linda Norris,,,,,,9,463,465,609,235,314,194,221,177,116,All
Dewayne Drummond,,,,,,,0,602,428,319,209,148,154,99,94,All
Liam G Boyle,,,,,,,,4,393,302,210,128,157,88,104,All
Lisa Rhodes,,,,,,,,,1,184,296,159,138,176,96,All
Kevin Bundy,,,,,,,,,,4,169,130,188,75,116,All
Rebecca Poyourow,,,,,,,,,,,3,178,141,167,100,All
Joe Khan,,,,,,,,,,,,3,108,96,73,All
Nat Lownes,,,,,,,,,,,,,2,56,69,All
Jacque Whaumbush,,,,,,,,,,,,,,0,41,All
John Brady,,,,,,,,,,,,,,,2,All
Total,"1,659",366,"1,320",943,917,913,880,861,760,574,518,372,365,257,244,All
,Member Of The Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Representative In Congress 3rd District - Democrat,,1
,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Liam G Boyle,Linda Norris,Monica Maria Djerassi,Lisa Rhodes,Kevin Bundy,Rebecca Poyourow,John Brady,Nat Lownes,Joe Khan,Jacque Whaumbush,Dwight Evans,Kevin Johnson,1
Kathryn S Huggins,0,48,48,48,43,39,38,9,3,1,1,1,0,38,16,1
Dewayne Drummond,,0,50,48,42,37,39,7,2,1,2,1,0,32,17,1
Ken Washington,,,0,49,42,37,40,6,1,1,2,0,0,33,16,1
Liam G Boyle,,,,0,42,37,39,7,2,1,2,0,0,32,16,1
Linda Norris,,,,,1,37,39,3,2,2,1,1,0,29,18,1
Monica Maria Djerassi,,,,,,0,32,4,3,2,2,2,0,30,11,1
Lisa Rhodes,,,,,,,0,0,0,0,1,0,0,24,15,1
Kevin Bundy,,,,,,,,1,3,1,1,1,0,8,0,1
Rebecca Poyourow,,,,,,,,,0,2,2,2,0,3,0,1
John Brady,,,,,,,,,,0,1,1,0,2,0,1
