col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,division
,Member Of The Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,All
,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Monica Maria Djerassi,Lisa Rhodes,Linda Norris,Rebecca Poyourow,Liam G Boyle,Kevin Bundy,Joe Khan,Nat Lownes,Jacque Whaumbush,John Brady,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,All
Kathryn S Huggins,5,315,290,262,261,261,231,220,191,107,104,99,74,208,120,103,92,2,All
Dewayne Drummond,,6,268,173,177,176,135,193,164,81,85,60,52,158,88,62,52,1,All
Ken Washington,,,5,161,168,166,123,198,153,73,87,56,57,181,73,47,54,1,All
Monica Maria Djerassi,,,,0,216,217,180,126,80,79,63,79,40,114,89,73,24,2,All
Lisa Rhodes,,,,,0,238,147,124,83,70,61,89,43,111,94,64,27,2,All
Linda Norris,,,,,,1,145,123,81,69,60,79,34,115,85,69,26,1,All
Rebecca Poyourow,,,,,,,0,85,93,88,69,75,43,71,86,83,32,2,All
Liam G Boyle,,,,,,,,1,107,39,39,29,35,128,39,43,39,2,All
Kevin Bundy,,,,,,,,,1,52,68,37,47,101,46,31,44,0,All
Joe Khan,,,,,,,,,,0,54,42,36,52,55,39,10,0,All
Nat Lownes,,,,,,,,,,,2,33,33,52,34,35,16,0,All
Jacque Whaumbush,,,,,,,,,,,,0,20,38,46,27,12,2,All
John Brady,,,,,,,,,,,,,1,48,21,14,14,2,All
Mike Stack,,,,,,,,,,,,,,33,0,0,0,0,All
Nina Ahmad,,,,,,,,,,,,,,,49,0,0,0,All
John Fetterman,,,,,,,,,,,,,,,,52,0,0,All
Kathi Cozzone,,,,,,,,,,,,,,,,,13,0,All
Ray Sosa,,,,,,,,,,,,,,,,,,0,All
Total,544,383,375,309,306,304,276,261,232,156,142,130,104,310,221,188,123,3,All
,Member Of The Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1
,Kathryn S Huggins,Ken Washington,Linda Norris,Dewayne Drummond,Liam G Boyle,Monica Maria Djerassi,Lisa Rhodes,Rebecca Poyourow,Kevin Bundy,Joe Khan,Jacque Whaumbush,John Brady,Nat Lownes,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,1
Kathryn S Huggins,0,38,40,38,36,34,32,18,15,13,8,4,6,34,10,12,6,0,1
Ken Washington,,0,27,32,30,25,25,10,11,8,4,4,4,29,5,6,4,0,1
