col_1,col_2,division
,Representative In The General Assembly 192nd District - Democrat,All
,Morgan Cephas,All
Morgan Cephas,"1,710",All
Total,"1,710",All
,Representative In The General Assembly 192nd District - Democrat,5
,Morgan Cephas,5
Morgan Cephas,135,5
Total,135,5
,Representative In The General Assembly 192nd District - Democrat,14
,Morgan Cephas,14
Morgan Cephas,144,14
Total,144,14
,Representative In The General Assembly 192nd District - Democrat,15
,Morgan Cephas,15
Morgan Cephas,138,15
Total,138,15
,Representative In The General Assembly 192nd District - Democrat,16
,Morgan Cephas,16
Morgan Cephas,132,16
Total,132,16
,Representative In The General Assembly 192nd District - Democrat,17
,Morgan Cephas,17
Morgan Cephas,110,17
Total,110,17
,Representative In The General Assembly 192nd District - Democrat,18
,Morgan Cephas,18
Morgan Cephas,132,18
Total,132,18
,Representative In The General Assembly 192nd District - Democrat,19
,Morgan Cephas,19
Morgan Cephas,119,19
Total,119,19
,Representative In The General Assembly 192nd District - Democrat,20
,Morgan Cephas,20
Morgan Cephas,129,20
Total,129,20
,Representative In The General Assembly 192nd District - Democrat,22
,Morgan Cephas,22
Morgan Cephas,96,22
Total,96,22
,Representative In The General Assembly 192nd District - Democrat,23
,Morgan Cephas,23
Morgan Cephas,87,23
Total,87,23
,Representative In The General Assembly 192nd District - Democrat,24
,Morgan Cephas,24
Morgan Cephas,94,24
Total,94,24
,Representative In The General Assembly 192nd District - Democrat,25
,Morgan Cephas,25
Morgan Cephas,142,25
Total,142,25
,Representative In The General Assembly 192nd District - Democrat,26
,Morgan Cephas,26
Morgan Cephas,123,26
Total,123,26
,Representative In The General Assembly 192nd District - Democrat,27
,Morgan Cephas,27
Morgan Cephas,129,27
Total,129,27
