col_1,col_2,col_3,division
,Governor - Democrat,Representative In The General Assembly 201st District - Democrat,All
,Tom Wolf,Stephen Kinsey,All
Tom Wolf,167,"2,509",All
Stephen Kinsey,,85,All
Total,"2,676","2,594",All
,Governor - Democrat,Representative In The General Assembly 201st District - Democrat,1
,Tom Wolf,Stephen Kinsey,1
Tom Wolf,3,70,1
Stephen Kinsey,,2,1
Total,73,72,1
,Representative In The General Assembly 201st District - Democrat,Governor - Democrat,2
,Stephen Kinsey,Tom Wolf,2
Stephen Kinsey,11,88,2
Tom Wolf,,4,2
Total,99,92,2
,Representative In The General Assembly 201st District - Democrat,Governor - Democrat,3
,Stephen Kinsey,Tom Wolf,3
Stephen Kinsey,1,62,3
Tom Wolf,,1,3
Total,63,63,3
,Governor - Democrat,Representative In The General Assembly 201st District - Democrat,4
,Tom Wolf,Stephen Kinsey,4
Tom Wolf,11,188,4
Stephen Kinsey,,6,4
Total,199,194,4
,Representative In The General Assembly 201st District - Democrat,Governor - Democrat,5
,Stephen Kinsey,Tom Wolf,5
Stephen Kinsey,6,92,5
Tom Wolf,,5,5
Total,98,97,5
,Governor - Democrat,Representative In The General Assembly 201st District - Democrat,6
,Tom Wolf,Stephen Kinsey,6
Tom Wolf,3,56,6
Stephen Kinsey,,0,6
Total,59,56,6
,Governor - Democrat,Representative In The General Assembly 201st District - Democrat,7
,Tom Wolf,Stephen Kinsey,7
Tom Wolf,5,76,7
Stephen Kinsey,,3,7
Total,81,79,7
,Governor - Democrat,Representative In The General Assembly 201st District - Democrat,8
,Tom Wolf,Stephen Kinsey,8
Tom Wolf,4,89,8
Stephen Kinsey,,3,8
Total,93,92,8
,Governor - Democrat,Representative In The General Assembly 201st District - Democrat,9
,Tom Wolf,Stephen Kinsey,9
Tom Wolf,4,57,9
Stephen Kinsey,,2,9
Total,61,59,9
,Governor - Democrat,Representative In The General Assembly 201st District - Democrat,10
,Tom Wolf,Stephen Kinsey,10
Tom Wolf,5,127,10
Stephen Kinsey,,4,10
Total,132,131,10
,Governor - Democrat,Representative In The General Assembly 201st District - Democrat,11
,Tom Wolf,Stephen Kinsey,11
Tom Wolf,7,82,11
Stephen Kinsey,,1,11
Total,89,83,11
,Governor - Democrat,Representative In The General Assembly 201st District - Democrat,12
,Tom Wolf,Stephen Kinsey,12
Tom Wolf,7,117,12
Stephen Kinsey,,2,12
Total,124,119,12
,Governor - Democrat,Representative In The General Assembly 201st District - Democrat,13
,Tom Wolf,Stephen Kinsey,13
Tom Wolf,6,105,13
Stephen Kinsey,,3,13
Total,111,108,13
,Governor - Democrat,Representative In The General Assembly 201st District - Democrat,14
,Tom Wolf,Stephen Kinsey,14
Tom Wolf,3,65,14
Stephen Kinsey,,0,14
Total,68,65,14
,Governor - Democrat,Representative In The General Assembly 201st District - Democrat,15
,Tom Wolf,Stephen Kinsey,15
Tom Wolf,8,72,15
Stephen Kinsey,,2,15
Total,80,74,15
,Governor - Democrat,Representative In The General Assembly 201st District - Democrat,16
,Tom Wolf,Stephen Kinsey,16
Tom Wolf,7,62,16
Stephen Kinsey,,2,16
Total,69,64,16
,Governor - Democrat,Representative In The General Assembly 201st District - Democrat,17
,Tom Wolf,Stephen Kinsey,17
Tom Wolf,20,201,17
Stephen Kinsey,,11,17
Total,221,212,17
,Governor - Democrat,Representative In The General Assembly 201st District - Democrat,18
,Tom Wolf,Stephen Kinsey,18
Tom Wolf,7,111,18
Stephen Kinsey,,2,18
Total,118,113,18
,Governor - Democrat,Representative In The General Assembly 201st District - Democrat,19
,Tom Wolf,Stephen Kinsey,19
Tom Wolf,13,176,19
Stephen Kinsey,,8,19
Total,189,184,19
,Governor - Democrat,Representative In The General Assembly 201st District - Democrat,20
,Tom Wolf,Stephen Kinsey,20
Tom Wolf,6,20,20
Stephen Kinsey,,0,20
Total,26,20,20
,Governor - Democrat,Representative In The General Assembly 201st District - Democrat,21
,Tom Wolf,Stephen Kinsey,21
Tom Wolf,12,108,21
Stephen Kinsey,,2,21
Total,120,110,21
,Governor - Democrat,Representative In The General Assembly 201st District - Democrat,22
,Tom Wolf,Stephen Kinsey,22
Tom Wolf,7,141,22
Stephen Kinsey,,4,22
Total,148,145,22
,Governor - Democrat,Representative In The General Assembly 201st District - Democrat,23
,Tom Wolf,Stephen Kinsey,23
Tom Wolf,4,118,23
Stephen Kinsey,,2,23
Total,122,120,23
,Governor - Democrat,Representative In The General Assembly 201st District - Democrat,24
,Tom Wolf,Stephen Kinsey,24
Tom Wolf,8,104,24
Stephen Kinsey,,5,24
Total,112,109,24
,Governor - Democrat,Representative In The General Assembly 201st District - Democrat,25
,Tom Wolf,Stephen Kinsey,25
Tom Wolf,7,122,25
Stephen Kinsey,,3,25
Total,129,125,25
