col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,order,division
John Fetterman,,,,,,0,0,8,6
Ray Sosa,,,,,,,0,9,6
Total,18,9,10,10,7,3,0,10,6
,Representative In Congress 2nd District - Democrat,,Lieutenant Governor - Democrat,,,,,1,7
,Michele Lawrence,Brendan F Boyle,Kathi Cozzone,Mike Stack,Nina Ahmad,John Fetterman,Ray Sosa,2,7
Michele Lawrence,1,0,16,8,9,0,0,3,7
Brendan F Boyle,,0,4,11,1,0,0,4,7
Kathi Cozzone,,,1,0,0,0,0,5,7
Mike Stack,,,,1,0,0,0,6,7
Nina Ahmad,,,,,2,0,0,7,7
John Fetterman,,,,,,0,0,8,7
Ray Sosa,,,,,,,0,9,7
Total,34,16,21,20,12,0,0,10,7
,Lieutenant Governor - Democrat,,,,,Representative In Congress 2nd District - Democrat,,1,8
,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,Michele Lawrence,Brendan F Boyle,2,8
Mike Stack,3,0,0,0,0,11,23,3,8
Kathi Cozzone,,0,0,0,0,8,1,4,8
Nina Ahmad,,,0,0,0,7,2,5,8
John Fetterman,,,,0,0,2,0,6,8
Ray Sosa,,,,,0,2,0,7,8
Michele Lawrence,,,,,,1,0,8,8
Brendan F Boyle,,,,,,,2,9,8
Total,37,9,9,2,2,31,28,10,8
,Lieutenant Governor - Democrat,,,,,Representative In Congress 2nd District - Democrat,,1,9
,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,Michele Lawrence,Brendan F Boyle,2,9
Mike Stack,4,0,0,0,0,33,22,3,9
Kathi Cozzone,,0,0,0,0,7,1,4,9
Nina Ahmad,,,1,0,0,3,0,5,9
John Fetterman,,,,0,0,0,1,6,9
Ray Sosa,,,,,0,0,0,7,9
Michele Lawrence,,,,,,5,0,8,9
Brendan F Boyle,,,,,,,0,9,9
Total,59,8,4,1,0,48,24,10,9
,Representative In Congress 2nd District - Democrat,,Lieutenant Governor - Democrat,,,,,1,10
,Michele Lawrence,Brendan F Boyle,Mike Stack,Kathi Cozzone,Nina Ahmad,Ray Sosa,John Fetterman,2,10
Michele Lawrence,4,0,21,19,10,1,1,3,10
Brendan F Boyle,,1,6,1,1,0,0,4,10
Mike Stack,,,12,0,0,0,0,5,10
Kathi Cozzone,,,,5,0,0,0,6,10
Nina Ahmad,,,,,2,0,0,7,10
Ray Sosa,,,,,,1,0,8,10
John Fetterman,,,,,,,0,9,10
Total,56,9,39,25,13,2,1,10,10
,Representative In Congress 2nd District - Democrat,,Lieutenant Governor - Democrat,,,,,1,11
,Michele Lawrence,Brendan F Boyle,Mike Stack,Kathi Cozzone,Nina Ahmad,Ray Sosa,John Fetterman,2,11
Michele Lawrence,5,0,20,10,8,2,0,3,11
Brendan F Boyle,,0,9,4,2,0,1,4,11
Mike Stack,,,10,0,0,0,0,5,11
Kathi Cozzone,,,,1,0,0,0,6,11
Nina Ahmad,,,,,2,0,0,7,11
Ray Sosa,,,,,,0,0,8,11
John Fetterman,,,,,,,0,9,11
Total,45,16,39,15,12,2,1,10,11
,Lieutenant Governor - Democrat,,,,,Representative In Congress 2nd District - Democrat,,1,12
,Mike Stack,Kathi Cozzone,John Fetterman,Nina Ahmad,Ray Sosa,Michele Lawrence,Brendan F Boyle,2,12
Mike Stack,8,0,0,0,0,10,16,3,12
Kathi Cozzone,,1,0,0,0,7,0,4,12
John Fetterman,,,0,0,0,0,2,5,12
Nina Ahmad,,,,0,0,2,0,6,12
Ray Sosa,,,,,0,0,0,7,12
Michele Lawrence,,,,,,4,0,8,12
Brendan F Boyle,,,,,,,2,9,12
Total,34,8,2,2,0,23,20,10,12
,Representative In Congress 2nd District - Democrat,,Lieutenant Governor - Democrat,,,,,1,13
,Michele Lawrence,Brendan F Boyle,Kathi Cozzone,Mike Stack,John Fetterman,Nina Ahmad,Ray Sosa,2,13
Michele Lawrence,4,0,16,8,3,0,0,3,13
Brendan F Boyle,,1,3,2,0,0,0,4,13
Kathi Cozzone,,,4,0,0,0,0,5,13
Mike Stack,,,,1,0,0,0,6,13
John Fetterman,,,,,1,0,0,7,13
Nina Ahmad,,,,,,0,0,8,13
Ray Sosa,,,,,,,0,9,13
Total,31,6,23,11,4,0,0,10,13
,Representative In Congress 2nd District - Democrat,,Lieutenant Governor - Democrat,,,,,1,14
,Michele Lawrence,Brendan F Boyle,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,14
Michele Lawrence,9,0,11,11,6,1,1,3,14
Brendan F Boyle,,17,8,4,0,1,0,4,14
Mike Stack,,,4,0,0,0,0,5,14
Kathi Cozzone,,,,1,0,0,0,6,14
Nina Ahmad,,,,,4,0,0,7,14
John Fetterman,,,,,,2,0,8,14
Ray Sosa,,,,,,,0,9,14
Total,39,30,23,16,10,4,1,10,14
,Representative In Congress 2nd District - Democrat,,Lieutenant Governor - Democrat,,,,,1,15
,Michele Lawrence,Brendan F Boyle,Mike Stack,Kathi Cozzone,John Fetterman,Nina Ahmad,Ray Sosa,2,15
Michele Lawrence,3,0,3,4,1,1,0,3,15
Brendan F Boyle,,0,3,1,1,0,0,4,15
Mike Stack,,,0,0,0,0,0,5,15
Kathi Cozzone,,,,0,0,0,0,6,15
John Fetterman,,,,,0,0,0,7,15
Nina Ahmad,,,,,,1,0,8,15
Ray Sosa,,,,,,,2,9,15
Total,12,5,6,5,2,2,2,10,15
,Representative In Congress 2nd District - Democrat,,Lieutenant Governor - Democrat,,,,,1,16
,Michele Lawrence,Brendan F Boyle,Kathi Cozzone,Mike Stack,John Fetterman,Nina Ahmad,Ray Sosa,2,16
Michele Lawrence,1,0,3,4,2,1,0,3,16
Brendan F Boyle,,1,2,2,1,0,0,4,16
Kathi Cozzone,,,2,0,0,0,0,5,16
Mike Stack,,,,1,0,0,0,6,16
John Fetterman,,,,,0,0,0,7,16
Nina Ahmad,,,,,,2,0,8,16
Ray Sosa,,,,,,,0,9,16
Total,11,6,7,7,3,3,0,10,16
,Representative In Congress 2nd District - Democrat,,Lieutenant Governor - Democrat,,,,,1,17
,Brendan F Boyle,Michele Lawrence,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,17
Brendan F Boyle,4,0,12,1,0,2,0,3,17
Michele Lawrence,,0,0,9,4,1,0,4,17
Mike Stack,,,2,0,0,0,0,5,17
Kathi Cozzone,,,,0,0,0,0,6,17
Nina Ahmad,,,,,0,0,0,7,17
John Fetterman,,,,,,0,0,8,17
Ray Sosa,,,,,,,0,9,17
Total,19,14,14,10,4,3,0,10,17
,Representative In Congress 2nd District - Democrat,,Lieutenant Governor - Democrat,,,,,1,18
,Michele Lawrence,Brendan F Boyle,John Fetterman,Mike Stack,Kathi Cozzone,Nina Ahmad,Ray Sosa,2,18
Michele Lawrence,1,0,14,13,6,2,0,3,18
Brendan F Boyle,,0,2,1,0,0,0,4,18
John Fetterman,,,3,0,0,0,0,5,18
Mike Stack,,,,2,0,0,0,6,18
Kathi Cozzone,,,,,0,0,0,7,18
Nina Ahmad,,,,,,1,0,8,18
Ray Sosa,,,,,,,0,9,18
Total,36,3,19,16,6,3,0,10,18
,Representative In Congress 2nd District - Democrat,,Lieutenant Governor - Democrat,,,,,1,19
,Michele Lawrence,Brendan F Boyle,Kathi Cozzone,John Fetterman,Mike Stack,Nina Ahmad,Ray Sosa,2,19
Michele Lawrence,4,0,8,3,3,2,1,3,19
Brendan F Boyle,,0,1,1,1,1,0,4,19
Kathi Cozzone,,,1,0,0,0,0,5,19
John Fetterman,,,,0,0,0,0,6,19
Mike Stack,,,,,0,0,0,7,19
Nina Ahmad,,,,,,0,0,8,19
Ray Sosa,,,,,,,0,9,19
Total,21,4,10,4,4,3,1,10,19
,Representative In Congress 2nd District - Democrat,,Lieutenant Governor - Democrat,,,,,1,20
,Michele Lawrence,Brendan F Boyle,Kathi Cozzone,Mike Stack,Nina Ahmad,John Fetterman,Ray Sosa,2,20
Michele Lawrence,6,0,9,5,3,0,0,3,20
Brendan F Boyle,,2,2,8,2,3,0,4,20
Kathi Cozzone,,,3,0,0,0,0,5,20
Mike Stack,,,,0,0,0,0,6,20
Nina Ahmad,,,,,0,0,0,7,20
John Fetterman,,,,,,0,0,8,20
Ray Sosa,,,,,,,0,9,20
Total,23,17,14,13,5,3,0,10,20
,Lieutenant Governor - Democrat,,,,,Representative In Congress 2nd District - Democrat,,1,21
,Mike Stack,Kathi Cozzone,John Fetterman,Ray Sosa,Nina Ahmad,Brendan F Boyle,Michele Lawrence,2,21
Mike Stack,6,0,0,0,0,49,3,3,21
Kathi Cozzone,,1,0,0,0,2,6,4,21
John Fetterman,,,0,0,0,2,1,5,21
Ray Sosa,,,,0,0,2,0,6,21
Nina Ahmad,,,,,0,1,0,7,21
Brendan F Boyle,,,,,,0,0,8,21
Michele Lawrence,,,,,,,1,9,21
Total,58,9,3,2,1,56,11,10,21
