col_1,col_2,division
,Representative In The General Assembly 202nd District - Democrat,All
,Jared Solomon,All
Jared Solomon,572,All
Total,572,All
,Representative In The General Assembly 202nd District - Democrat,1
,Jared Solomon,1
Jared Solomon,63,1
Total,63,1
,Representative In The General Assembly 202nd District - Democrat,2
,Jared Solomon,2
Jared Solomon,51,2
Total,51,2
,Representative In The General Assembly 202nd District - Democrat,3
,Jared Solomon,3
Jared Solomon,52,3
Total,52,3
,Representative In The General Assembly 202nd District - Democrat,4
,Jared Solomon,4
Jared Solomon,28,4
Total,28,4
,Representative In The General Assembly 202nd District - Democrat,5
,Jared Solomon,5
Jared Solomon,98,5
Total,98,5
,Representative In The General Assembly 202nd District - Democrat,6
,Jared Solomon,6
Jared Solomon,55,6
Total,55,6
,Representative In The General Assembly 202nd District - Democrat,7
,Jared Solomon,7
Jared Solomon,70,7
Total,70,7
,Representative In The General Assembly 202nd District - Democrat,8
,Jared Solomon,8
Jared Solomon,69,8
Total,69,8
,Representative In The General Assembly 202nd District - Democrat,12
,Jared Solomon,12
Jared Solomon,45,12
Total,45,12
,Representative In The General Assembly 202nd District - Democrat,32
,Jared Solomon,32
Jared Solomon,41,32
Total,41,32
