col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Representative In Congress 3rd District - Democrat,,Representative In The General Assembly 181st District - Democrat,,,,,All
,Dwight Evans,Kevin Johnson,Lewis Nash Sr,Malcolm Kenyatta,Lewis Thomas Iii,Alex Deering,Gilberto Gonzalez,All
Dwight Evans,126,0,456,429,160,83,15,All
Kevin Johnson,,33,110,101,38,39,7,All
Lewis Nash Sr,,,74,0,0,0,0,All
Malcolm Kenyatta,,,,50,0,0,0,All
Lewis Thomas Iii,,,,,17,0,0,All
Alex Deering,,,,,,10,0,All
Gilberto Gonzalez,,,,,,,4,All
Total,"1,269",328,640,580,215,132,26,All
