col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,division
,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,Representative In The General Assembly 181st District - Democrat,,,,,All
,Rhea Powell,Micah Mahjoubian,Marylouise Isaacson,Andi Perez,Tom Young,Amanda Mcillmurray,Mariel J K Martin,Darrell L Clarke,Noam Kugelmass,Judi Golding Baker,Joe Celentano,Jon Geeting,Matthew D Myers,Malcolm Kenyatta,Gilberto Gonzalez,Lewis Nash Sr,Lewis Thomas Iii,Alex Deering,All
Rhea Powell,2,189,188,173,155,194,160,119,136,132,118,98,65,129,60,57,32,40,All
Micah Mahjoubian,,0,190,179,168,153,170,145,120,99,102,72,97,131,58,38,28,28,All
Marylouise Isaacson,,,0,182,158,177,185,146,102,118,82,69,90,132,64,27,24,30,All
Andi Perez,,,,0,152,139,166,148,96,87,89,91,91,127,78,22,19,27,All
Tom Young,,,,,0,113,136,121,98,62,99,70,93,93,56,39,39,31,All
Amanda Mcillmurray,,,,,,1,149,106,108,127,86,86,66,119,49,23,22,29,All
Mariel J K Martin,,,,,,,0,143,87,106,69,61,97,125,52,22,23,20,All
Darrell L Clarke,,,,,,,,0,61,84,46,70,101,124,57,13,20,22,All
Noam Kugelmass,,,,,,,,,0,69,87,52,35,62,32,30,22,23,All
Judi Golding Baker,,,,,,,,,,0,51,51,49,83,29,15,14,22,All
Joe Celentano,,,,,,,,,,,0,58,30,50,33,27,22,25,All
Jon Geeting,,,,,,,,,,,,1,35,79,32,11,11,15,All
Matthew D Myers,,,,,,,,,,,,,0,63,38,9,14,10,All
Malcolm Kenyatta,,,,,,,,,,,,,,45,0,0,0,0,All
Gilberto Gonzalez,,,,,,,,,,,,,,,27,0,0,0,All
Lewis Nash Sr,,,,,,,,,,,,,,,,12,0,0,All
Lewis Thomas Iii,,,,,,,,,,,,,,,,,11,0,All
Alex Deering,,,,,,,,,,,,,,,,,,11,All
Total,323,285,281,279,262,248,246,239,170,166,159,151,135,269,148,90,82,74,All
,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,Representative In The General Assembly 181st District - Democrat,,,,,1
,Rhea Powell,Amanda Mcillmurray,Marylouise Isaacson,Micah Mahjoubian,Andi Perez,Mariel J K Martin,Tom Young,Darrell L Clarke,Judi Golding Baker,Noam Kugelmass,Jon Geeting,Joe Celentano,Matthew D Myers,Malcolm Kenyatta,Alex Deering,Lewis Thomas Iii,Lewis Nash Sr,Gilberto Gonzalez,1
Rhea Powell,0,70,66,61,55,54,47,42,43,39,33,34,26,49,15,10,15,12,1
Amanda Mcillmurray,,0,60,50,45,44,36,37,42,36,31,27,24,44,9,11,8,9,1
Marylouise Isaacson,,,0,49,45,43,39,37,37,33,23,25,19,40,11,10,9,11,1
Micah Mahjoubian,,,,0,43,37,34,32,31,34,23,28,20,35,11,9,11,8,1
Andi Perez,,,,,0,33,34,26,24,30,25,28,14,34,11,4,8,11,1
Mariel J K Martin,,,,,,0,31,31,32,26,17,19,17,30,7,10,6,8,1
Tom Young,,,,,,,0,22,21,25,20,30,13,25,9,13,10,4,1
Darrell L Clarke,,,,,,,,0,26,24,19,10,20,27,11,9,6,6,1
Judi Golding Baker,,,,,,,,,0,19,15,15,17,29,7,7,5,4,1
Noam Kugelmass,,,,,,,,,,0,20,24,8,20,9,6,7,7,1
Jon Geeting,,,,,,,,,,,1,18,10,29,6,3,3,6,1
Joe Celentano,,,,,,,,,,,,0,8,17,9,6,7,5,1
Matthew D Myers,,,,,,,,,,,,,0,17,4,6,2,1,1
Malcolm Kenyatta,,,,,,,,,,,,,,11,0,0,0,0,1
Alex Deering,,,,,,,,,,,,,,,3,0,0,0,1
Lewis Thomas Iii,,,,,,,,,,,,,,,,2,0,0,1
Lewis Nash Sr,,,,,,,,,,,,,,,,,2,0,1
Gilberto Gonzalez,,,,,,,,,,,,,,,,,,2,1
Total,101,81,81,74,68,61,61,59,52,49,48,44,30,81,25,23,22,20,1
,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,Representative In The General Assembly 181st District - Democrat,,,,,3
