col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,Representative In The General Assembly 201st District - Democrat,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,All
,Stephen Kinsey,Jaime Bouldin,David Rodriguez,Humberto Perez,Barbara Carroll,Sharon Vaughn,Latrice Y Bryant,Jonathan M Gary,Robert Taylor,Dustin Morris,All
Stephen Kinsey,327,"1,158","1,012",966,852,826,765,704,685,666,All
Jaime Bouldin,,29,856,831,716,719,688,646,642,643,All
David Rodriguez,,,12,855,702,705,679,626,639,633,All
Humberto Perez,,,,9,690,702,664,617,633,629,All
Barbara Carroll,,,,,5,752,706,652,641,638,All
Sharon Vaughn,,,,,,8,718,653,652,644,All
Latrice Y Bryant,,,,,,,5,651,646,619,All
Jonathan M Gary,,,,,,,,5,618,594,All
Robert Taylor,,,,,,,,,0,604,All
Dustin Morris,,,,,,,,,,2,All
Total,"1,948","1,225","1,060","1,007",892,869,795,727,700,689,All
