col_1,col_2,col_3,division
,Representative In The General Assembly 181st District - Republican,Representative In Congress 3rd District - Republican,All
,Milton Street,Bryan E Leib,All
Milton Street,1,8,All
Bryan E Leib,,0,All
Total,9,8,All
,Representative In Congress 3rd District - Republican,Representative In The General Assembly 181st District - Republican,6
,Bryan E Leib,Milton Street,6
Bryan E Leib,0,2,6
Milton Street,,0,6
Total,2,2,6
,Representative In Congress 3rd District - Republican,Representative In The General Assembly 181st District - Republican,8
,Bryan E Leib,Milton Street,8
Bryan E Leib,0,2,8
Milton Street,,0,8
Total,2,2,8
,Representative In Congress 3rd District - Republican,Representative In The General Assembly 181st District - Republican,9
,Bryan E Leib,Milton Street,9
Bryan E Leib,0,1,9
Milton Street,,0,9
Total,1,1,9
,Representative In The General Assembly 181st District - Republican,Representative In Congress 3rd District - Republican,12
,Milton Street,Bryan E Leib,12
Milton Street,1,2,12
Bryan E Leib,,0,12
Total,3,2,12
,Representative In Congress 3rd District - Republican,Representative In The General Assembly 181st District - Republican,16
,Bryan E Leib,Milton Street,16
Bryan E Leib,0,1,16
Milton Street,,0,16
Total,1,1,16
