col_1,col_2,col_3,col_4,division
,Member Of The - Republican State Committee 2nd Congressional District,,,All
,Denise Furey,Calvin R Tucker,Walt Vogler,All
Denise Furey,15,31,31,All
Calvin R Tucker,,7,29,All
Walt Vogler,,,3,All
Total,48,38,34,All
,Member Of The - Republican State Committee 2nd Congressional District,,,1
,Calvin R Tucker,Denise Furey,Walt Vogler,1
Calvin R Tucker,1,2,2,1
Denise Furey,,1,2,1
Walt Vogler,,,1,1
Total,3,3,3,1
,Member Of The - Republican State Committee 2nd Congressional District,,,2
,Calvin R Tucker,Walt Vogler,Denise Furey,2
Calvin R Tucker,2,0,0,2
Walt Vogler,,2,0,2
Denise Furey,,,1,2
Total,2,2,1,2
,Member Of The - Republican State Committee 2nd Congressional District,,,5
,Calvin R Tucker,Denise Furey,Walt Vogler,5
Calvin R Tucker,0,2,1,5
Denise Furey,,0,1,5
Walt Vogler,,,0,5
Total,2,2,1,5
,Member Of The - Republican State Committee 2nd Congressional District,,,7
,Denise Furey,Calvin R Tucker,Walt Vogler,7
Denise Furey,2,1,0,7
Calvin R Tucker,,0,0,7
Walt Vogler,,,0,7
Total,3,1,0,7
,Member Of The - Republican State Committee 2nd Congressional District,,,8
,Denise Furey,Calvin R Tucker,Walt Vogler,8
Denise Furey,2,0,0,8
Calvin R Tucker,,0,0,8
Walt Vogler,,,0,8
Total,2,0,0,8
,Member Of The - Republican State Committee 2nd Congressional District,,,9
,Calvin R Tucker,Denise Furey,Walt Vogler,9
Calvin R Tucker,1,0,0,9
Denise Furey,,0,0,9
Walt Vogler,,,0,9
Total,1,0,0,9
,Member Of The - Republican State Committee 2nd Congressional District,,,10
,Denise Furey,Calvin R Tucker,Walt Vogler,10
Denise Furey,2,1,1,10
Calvin R Tucker,,1,1,10
Walt Vogler,,,0,10
Total,3,2,1,10
,Member Of The - Republican State Committee 2nd Congressional District,,,13
,Calvin R Tucker,Denise Furey,Walt Vogler,13
Calvin R Tucker,0,2,2,13
Denise Furey,,0,2,13
Walt Vogler,,,0,13
Total,2,2,2,13
,Member Of The - Republican State Committee 2nd Congressional District,,,16
,Denise Furey,Calvin R Tucker,Walt Vogler,16
Denise Furey,1,6,6,16
Calvin R Tucker,,0,6,16
Walt Vogler,,,0,16
Total,7,6,6,16
,Member Of The - Republican State Committee 2nd Congressional District,,,17
,Denise Furey,Walt Vogler,Calvin R Tucker,17
Denise Furey,2,5,4,17
Walt Vogler,,0,4,17
Calvin R Tucker,,,0,17
Total,7,5,4,17
,Member Of The - Republican State Committee 2nd Congressional District,,,18
,Denise Furey,Walt Vogler,Calvin R Tucker,18
Denise Furey,0,5,4,18
Walt Vogler,,0,4,18
Calvin R Tucker,,,0,18
Total,5,5,4,18
,Member Of The - Republican State Committee 2nd Congressional District,,,19
,Denise Furey,Calvin R Tucker,Walt Vogler,19
Denise Furey,1,6,6,19
Calvin R Tucker,,0,6,19
Walt Vogler,,,0,19
Total,7,6,6,19
,Member Of The - Republican State Committee 2nd Congressional District,,,22
,Calvin R Tucker,Denise Furey,Walt Vogler,22
Calvin R Tucker,1,0,0,22
Denise Furey,,0,0,22
Walt Vogler,,,0,22
Total,1,0,0,22
,Member Of The - Republican State Committee 2nd Congressional District,,,23
,Denise Furey,Calvin R Tucker,Walt Vogler,23
Denise Furey,3,3,3,23
Calvin R Tucker,,1,3,23
Walt Vogler,,,0,23
Total,6,4,3,23
