col_1,col_2,col_3,division
,Governor - Democrat,Senator In The General Assembly 4th District - Democrat,All
,Tom Wolf,Art Haywood,All
Tom Wolf,93,802,All
Art Haywood,,24,All
Total,895,826,All
,Governor - Democrat,Senator In The General Assembly 4th District - Democrat,1
,Tom Wolf,Art Haywood,1
Tom Wolf,8,88,1
Art Haywood,,4,1
Total,96,92,1
,Governor - Democrat,Senator In The General Assembly 4th District - Democrat,2
,Tom Wolf,Art Haywood,2
Tom Wolf,8,66,2
Art Haywood,,5,2
Total,74,71,2
,Governor - Democrat,Senator In The General Assembly 4th District - Democrat,3
,Tom Wolf,Art Haywood,3
Tom Wolf,8,44,3
Art Haywood,,0,3
Total,52,44,3
,Governor - Democrat,Senator In The General Assembly 4th District - Democrat,4
,Tom Wolf,Art Haywood,4
Tom Wolf,7,39,4
Art Haywood,,2,4
Total,46,41,4
,Governor - Democrat,Senator In The General Assembly 4th District - Democrat,5
,Tom Wolf,Art Haywood,5
Tom Wolf,9,121,5
Art Haywood,,2,5
Total,130,123,5
,Governor - Democrat,Senator In The General Assembly 4th District - Democrat,6
,Tom Wolf,Art Haywood,6
Tom Wolf,8,58,6
Art Haywood,,4,6
Total,66,62,6
,Governor - Democrat,Senator In The General Assembly 4th District - Democrat,7
,Tom Wolf,Art Haywood,7
Tom Wolf,6,102,7
Art Haywood,,1,7
Total,108,103,7
,Governor - Democrat,Senator In The General Assembly 4th District - Democrat,9
,Tom Wolf,Art Haywood,9
Tom Wolf,14,84,9
Art Haywood,,2,9
Total,98,86,9
,Governor - Democrat,Senator In The General Assembly 4th District - Democrat,10
,Tom Wolf,Art Haywood,10
Tom Wolf,6,73,10
Art Haywood,,0,10
Total,79,73,10
,Governor - Democrat,Senator In The General Assembly 4th District - Democrat,12
,Tom Wolf,Art Haywood,12
Tom Wolf,13,78,12
Art Haywood,,1,12
Total,91,79,12
,Governor - Democrat,Senator In The General Assembly 4th District - Democrat,13
,Tom Wolf,Art Haywood,13
Tom Wolf,6,49,13
Art Haywood,,3,13
Total,55,52,13
