col_1,col_2,col_3,col_4,col_5,order,division
,Governor - Republican,,,Representative In Congress 3rd District - Republican,1,All
,Paul Mango,Scott R Wagner,Laura Ellsworth,Bryan E Leib,2,All
Paul Mango,"4,945",0,0,"1,018",3,All
Scott R Wagner,,"4,316",0,"1,373",4,All
Laura Ellsworth,,,"2,141",908,5,All
Bryan E Leib,,,,60,6,All
Total,"5,963","5,689","3,049","3,359",7,All
