col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,Member Of The Democratic State Committee 2nd Senatorial District,,,,,,,,,Member Of The Democratic State Committee 5th Senatorial District,,,,,All
,Meagan Ingerson,James Harrity,Mona Getzes Cohen,Richard Lombardo,Erica Vanstone,Catherine Bartch,Frank T Brzozowski,Marnie Aument Loughrey,Billy Cortes,Kathy Enggasser,John Dellricci,Mary Ann Quartullo,James G Donnelly Sr,Patrick Parkinson,All
Meagan Ingerson,57,251,259,216,243,216,199,171,134,0,0,0,0,0,All
James Harrity,,64,216,246,222,198,226,166,155,0,0,0,0,0,All
Mona Getzes Cohen,,,52,187,212,177,164,134,118,0,0,0,0,0,All
Richard Lombardo,,,,13,235,205,223,167,168,0,0,0,0,0,All
Erica Vanstone,,,,,7,228,210,185,157,0,0,0,0,0,All
Catherine Bartch,,,,,,3,183,179,148,0,0,0,0,0,All
Frank T Brzozowski,,,,,,,11,150,150,0,0,0,0,0,All
Marnie Aument Loughrey,,,,,,,,4,120,0,0,0,0,0,All
Billy Cortes,,,,,,,,,1,0,0,0,0,0,All
Kathy Enggasser,,,,,,,,,,52,266,286,262,263,All
John Dellricci,,,,,,,,,,,50,270,255,258,All
Mary Ann Quartullo,,,,,,,,,,,,29,263,262,All
James G Donnelly Sr,,,,,,,,,,,,,39,254,All
Patrick Parkinson,,,,,,,,,,,,,,19,All
Total,413,408,357,329,326,301,297,245,210,351,331,331,316,294,All
