col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,Representative In The General Assembly 180th District - Democrat,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,All
,Angel Cruz,Sharon Vaughn,David Rodriguez,Jaime Bouldin,Humberto Perez,Barbara Carroll,Latrice Y Bryant,Dustin Morris,Jonathan M Gary,Robert Taylor,All
Angel Cruz,9,31,31,28,24,19,15,14,14,12,All
Sharon Vaughn,,3,17,14,15,16,13,13,12,11,All
David Rodriguez,,,1,21,24,16,13,14,14,12,All
Jaime Bouldin,,,,1,19,14,13,13,13,12,All
Humberto Perez,,,,,0,15,13,13,13,12,All
Barbara Carroll,,,,,,0,13,14,12,11,All
Latrice Y Bryant,,,,,,,0,11,12,12,All
Dustin Morris,,,,,,,,0,12,11,All
Jonathan M Gary,,,,,,,,,0,12,All
Robert Taylor,,,,,,,,,,0,All
Total,65,36,33,30,26,19,15,14,14,12,All
,Representative In The General Assembly 180th District - Democrat,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,1
,Angel Cruz,David Rodriguez,Sharon Vaughn,Humberto Perez,Jaime Bouldin,Barbara Carroll,Latrice Y Bryant,Dustin Morris,Jonathan M Gary,Robert Taylor,1
Angel Cruz,5,27,23,21,20,15,13,12,12,11,1
David Rodriguez,,1,14,22,18,14,12,12,12,11,1
Sharon Vaughn,,,2,14,11,13,11,11,10,10,1
Humberto Perez,,,,0,17,14,12,12,12,11,1
Jaime Bouldin,,,,,1,11,11,11,11,11,1
Barbara Carroll,,,,,,0,11,12,10,10,1
Latrice Y Bryant,,,,,,,0,10,11,11,1
Dustin Morris,,,,,,,,0,10,10,1
Jonathan M Gary,,,,,,,,,0,11,1
Robert Taylor,,,,,,,,,,0,1
Total,46,29,27,23,22,15,13,12,12,11,1
,Representative In The General Assembly 180th District - Democrat,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,23
,Angel Cruz,Sharon Vaughn,Jaime Bouldin,Barbara Carroll,David Rodriguez,Humberto Perez,Dustin Morris,Jonathan M Gary,Latrice Y Bryant,Robert Taylor,23
Angel Cruz,4,8,8,4,4,3,2,2,2,1,23
Sharon Vaughn,,1,3,3,3,1,2,2,2,1,23
Jaime Bouldin,,,0,3,3,2,2,2,2,1,23
Barbara Carroll,,,,0,2,1,2,2,2,1,23
David Rodriguez,,,,,0,2,2,2,1,1,23
Humberto Perez,,,,,,0,1,1,1,1,23
Dustin Morris,,,,,,,0,2,1,1,23
Jonathan M Gary,,,,,,,,0,1,1,23
Latrice Y Bryant,,,,,,,,,0,1,23
Robert Taylor,,,,,,,,,,0,23
Total,19,9,8,4,4,3,2,2,2,1,23
