col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,order,division
Mona Getzes Cohen,0,17,17,19,17,17,13,11,11,9,10,8,1,0,3,1
Catherine Bartch,,1,14,18,17,16,12,7,9,8,6,8,2,1,4,1
James Harrity,,,0,18,17,15,15,13,13,13,5,4,2,1,5,1
Erica Vanstone,,,,0,19,18,14,11,12,8,4,8,1,1,6,1
Marnie Aument Loughrey,,,,,0,17,13,10,11,8,3,8,2,1,7,1
Meagan Ingerson,,,,,,0,11,7,10,7,5,8,1,1,8,1
Richard Lombardo,,,,,,,0,9,12,8,4,4,1,1,9,1
Billy Cortes,,,,,,,,0,6,7,2,4,1,0,10,1
Frank T Brzozowski,,,,,,,,,0,5,5,2,1,1,11,1
Mike Stack,,,,,,,,,,6,0,0,0,0,12,1
Kathi Cozzone,,,,,,,,,,,0,0,0,0,13,1
Nina Ahmad,,,,,,,,,,,,1,0,0,14,1
John Fetterman,,,,,,,,,,,,,6,0,15,1
Ray Sosa,,,,,,,,,,,,,,0,16,1
Total,28,27,25,23,23,23,18,14,14,21,13,12,11,1,17,1
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,2
,James Harrity,Meagan Ingerson,Mona Getzes Cohen,Catherine Bartch,Richard Lombardo,Frank T Brzozowski,Erica Vanstone,Marnie Aument Loughrey,Billy Cortes,Mike Stack,John Fetterman,Nina Ahmad,Kathi Cozzone,Ray Sosa,2,2
James Harrity,0,22,22,19,18,18,16,9,6,18,8,5,3,0,3,2
Meagan Ingerson,,1,25,21,17,18,18,10,8,13,8,7,4,0,4,2
Mona Getzes Cohen,,,0,22,19,17,16,10,8,9,9,8,4,0,5,2
Catherine Bartch,,,,0,19,19,18,12,8,9,7,8,4,0,6,2
Richard Lombardo,,,,,0,17,15,11,6,10,5,6,2,0,7,2
Frank T Brzozowski,,,,,,0,14,9,5,11,4,4,3,0,8,2
Erica Vanstone,,,,,,,0,7,6,8,6,6,1,0,9,2
Marnie Aument Loughrey,,,,,,,,0,5,6,2,4,2,0,10,2
Billy Cortes,,,,,,,,,0,3,2,4,0,0,11,2
Mike Stack,,,,,,,,,,4,0,0,0,0,12,2
John Fetterman,,,,,,,,,,,9,0,0,0,13,2
Nina Ahmad,,,,,,,,,,,,4,0,0,14,2
Kathi Cozzone,,,,,,,,,,,,,1,0,15,2
Ray Sosa,,,,,,,,,,,,,,0,16,2
Total,34,33,31,28,25,23,21,14,10,25,21,14,7,0,17,2
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,3
,Meagan Ingerson,James Harrity,Mona Getzes Cohen,Catherine Bartch,Erica Vanstone,Frank T Brzozowski,Richard Lombardo,Billy Cortes,Marnie Aument Loughrey,Mike Stack,Kathi Cozzone,John Fetterman,Nina Ahmad,Ray Sosa,2,3
Meagan Ingerson,0,27,27,20,20,15,16,11,14,17,8,6,6,0,3,3
James Harrity,,0,22,21,19,18,18,15,11,18,5,6,5,0,4,3
Mona Getzes Cohen,,,1,18,20,14,15,12,13,16,7,4,6,0,5,3
Catherine Bartch,,,,0,20,13,13,13,15,16,5,4,4,0,6,3
Erica Vanstone,,,,,0,15,14,14,12,13,2,4,5,0,7,3
Frank T Brzozowski,,,,,,0,16,12,6,13,2,2,4,0,8,3
Richard Lombardo,,,,,,,0,9,9,12,3,3,3,0,9,3
Billy Cortes,,,,,,,,0,7,10,2,2,2,0,10,3
Marnie Aument Loughrey,,,,,,,,,0,9,3,3,1,0,11,3
Mike Stack,,,,,,,,,,2,0,0,0,0,12,3
Kathi Cozzone,,,,,,,,,,,0,0,0,0,13,3
John Fetterman,,,,,,,,,,,,4,0,0,14,3
Nina Ahmad,,,,,,,,,,,,,1,0,15,3
Ray Sosa,,,,,,,,,,,,,,0,16,3
Total,38,36,34,30,25,22,21,17,16,31,12,11,7,0,17,3
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,4
,James Harrity,Mona Getzes Cohen,Meagan Ingerson,Catherine Bartch,Frank T Brzozowski,Erica Vanstone,Richard Lombardo,Billy Cortes,Marnie Aument Loughrey,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,2,4
James Harrity,0,26,28,20,20,19,21,16,13,21,6,4,6,1,3,4
Mona Getzes Cohen,,0,28,17,18,15,18,13,11,22,5,4,6,1,4,4
Meagan Ingerson,,,1,18,19,18,19,14,13,20,5,4,5,1,5,4
Catherine Bartch,,,,5,14,15,16,13,14,11,7,3,2,1,6,4
Frank T Brzozowski,,,,,0,16,18,11,11,14,2,2,4,1,7,4
Erica Vanstone,,,,,,0,16,10,10,13,6,0,3,0,8,4
Richard Lombardo,,,,,,,0,12,10,14,3,2,3,0,9,4
Billy Cortes,,,,,,,,0,9,6,4,2,3,1,10,4
Marnie Aument Loughrey,,,,,,,,,0,10,4,0,1,1,11,4
Mike Stack,,,,,,,,,,4,0,0,0,0,12,4
Nina Ahmad,,,,,,,,,,,1,0,0,0,13,4
John Fetterman,,,,,,,,,,,,2,0,0,14,4
Kathi Cozzone,,,,,,,,,,,,,0,0,15,4
Ray Sosa,,,,,,,,,,,,,,0,16,4
Total,40,38,36,31,24,23,23,17,17,36,11,9,9,1,17,4
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,5
,Catherine Bartch,James Harrity,Erica Vanstone,Mona Getzes Cohen,Meagan Ingerson,Richard Lombardo,Frank T Brzozowski,Marnie Aument Loughrey,Billy Cortes,Mike Stack,John Fetterman,Kathi Cozzone,Nina Ahmad,Ray Sosa,2,5
Catherine Bartch,3,17,19,11,10,13,12,13,9,11,9,2,2,1,3,5
James Harrity,,4,17,12,11,14,12,11,12,14,6,1,2,0,4,5
Erica Vanstone,,,0,13,12,14,14,12,12,11,8,1,3,1,5,5
Mona Getzes Cohen,,,,0,14,9,9,7,5,12,5,2,4,0,6,5
Meagan Ingerson,,,,,1,8,6,5,5,9,6,1,4,0,7,5
Richard Lombardo,,,,,,0,15,10,9,9,5,0,1,1,8,5
Frank T Brzozowski,,,,,,,0,8,8,9,5,0,0,1,9,5
Marnie Aument Loughrey,,,,,,,,0,9,6,5,0,2,0,10,5
Billy Cortes,,,,,,,,,0,6,4,0,2,0,11,5
Mike Stack,,,,,,,,,,1,0,0,0,0,12,5
John Fetterman,,,,,,,,,,,3,0,0,0,13,5
Kathi Cozzone,,,,,,,,,,,,1,0,0,14,5
Nina Ahmad,,,,,,,,,,,,,1,0,15,5
Ray Sosa,,,,,,,,,,,,,,0,16,5
Total,29,28,25,23,21,18,17,14,13,23,17,7,6,1,17,5
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,6
,Meagan Ingerson,Catherine Bartch,James Harrity,Mona Getzes Cohen,Erica Vanstone,Frank T Brzozowski,Billy Cortes,Marnie Aument Loughrey,Richard Lombardo,Mike Stack,John Fetterman,Nina Ahmad,Kathi Cozzone,Ray Sosa,2,6
Meagan Ingerson,1,27,27,26,30,19,16,19,18,14,9,8,8,0,3,6
Catherine Bartch,,0,27,22,29,24,22,21,20,17,8,7,5,0,4,6
James Harrity,,,1,21,25,23,22,16,22,16,7,8,4,0,5,6
Mona Getzes Cohen,,,,1,21,15,14,11,11,13,7,8,7,0,6,6
Erica Vanstone,,,,,0,22,18,22,21,12,10,7,5,0,7,6
Frank T Brzozowski,,,,,,0,19,14,19,13,9,5,0,0,8,6
Billy Cortes,,,,,,,0,11,16,8,7,8,1,0,9,6
Marnie Aument Loughrey,,,,,,,,0,14,8,7,4,4,0,10,6
Richard Lombardo,,,,,,,,,0,9,8,5,1,0,11,6
Mike Stack,,,,,,,,,,2,0,0,0,0,12,6
John Fetterman,,,,,,,,,,,2,0,0,0,13,6
Nina Ahmad,,,,,,,,,,,,2,0,0,14,6
Kathi Cozzone,,,,,,,,,,,,,1,0,15,6
Ray Sosa,,,,,,,,,,,,,,0,16,6
Total,41,39,37,37,36,28,25,25,24,24,16,14,11,0,17,6
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,7
,James Harrity,Mona Getzes Cohen,Meagan Ingerson,Catherine Bartch,Erica Vanstone,Richard Lombardo,Frank T Brzozowski,Billy Cortes,Marnie Aument Loughrey,Mike Stack,Kathi Cozzone,John Fetterman,Nina Ahmad,Ray Sosa,2,7
James Harrity,1,23,22,20,18,17,18,12,10,16,6,5,3,1,3,7
Mona Getzes Cohen,,2,27,14,13,10,10,5,5,14,8,5,6,1,4,7
Meagan Ingerson,,,1,13,12,9,9,4,5,8,12,6,5,1,5,7
Catherine Bartch,,,,1,19,15,16,12,13,7,3,4,5,0,6,7
Erica Vanstone,,,,,0,17,18,13,12,4,3,3,6,1,7,7
Richard Lombardo,,,,,,0,15,11,8,4,2,2,4,1,8,7
Frank T Brzozowski,,,,,,,0,11,10,5,2,2,3,1,9,7
Billy Cortes,,,,,,,,0,9,2,1,3,2,0,10,7
Marnie Aument Loughrey,,,,,,,,,0,3,1,2,2,0,11,7
Mike Stack,,,,,,,,,,3,0,0,0,0,12,7
Kathi Cozzone,,,,,,,,,,,3,0,0,0,13,7
John Fetterman,,,,,,,,,,,,0,0,0,14,7
Nina Ahmad,,,,,,,,,,,,,1,0,15,7
Ray Sosa,,,,,,,,,,,,,,1,16,7
Total,39,39,36,26,23,20,19,13,13,24,16,12,10,3,17,7
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,8
,Catherine Bartch,Mona Getzes Cohen,James Harrity,Meagan Ingerson,Erica Vanstone,Richard Lombardo,Marnie Aument Loughrey,Frank T Brzozowski,Billy Cortes,Mike Stack,John Fetterman,Kathi Cozzone,Nina Ahmad,Ray Sosa,2,8
Catherine Bartch,0,23,21,18,19,17,13,11,7,24,8,5,6,0,3,8
Mona Getzes Cohen,,0,23,19,16,16,11,10,6,17,8,5,2,0,4,8
James Harrity,,,0,20,15,18,9,10,6,17,5,4,2,0,5,8
Meagan Ingerson,,,,0,14,13,9,7,6,12,7,4,3,0,6,8
Erica Vanstone,,,,,0,14,11,9,5,10,4,2,4,0,7,8
Richard Lombardo,,,,,,0,7,10,4,13,2,2,2,0,8,8
Marnie Aument Loughrey,,,,,,,0,3,3,8,3,0,2,0,9,8
Frank T Brzozowski,,,,,,,,0,4,7,2,2,0,0,10,8
Billy Cortes,,,,,,,,,0,3,2,1,1,0,11,8
Mike Stack,,,,,,,,,,2,0,0,0,0,12,8
John Fetterman,,,,,,,,,,,0,0,0,0,13,8
Kathi Cozzone,,,,,,,,,,,,2,0,0,14,8
Nina Ahmad,,,,,,,,,,,,,2,0,15,8
Ray Sosa,,,,,,,,,,,,,,1,16,8
Total,43,32,28,26,20,19,13,11,7,32,11,11,9,1,17,8
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,9
,Catherine Bartch,James Harrity,Meagan Ingerson,Mona Getzes Cohen,Richard Lombardo,Erica Vanstone,Frank T Brzozowski,Billy Cortes,Marnie Aument Loughrey,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,2,9
Catherine Bartch,0,22,17,17,19,15,15,14,9,14,9,2,3,2,3,9
James Harrity,,1,19,18,19,15,16,13,8,15,7,3,2,2,4,9
Meagan Ingerson,,,0,17,15,17,14,11,8,13,8,6,2,1,5,9
Mona Getzes Cohen,,,,0,15,14,11,8,7,12,6,5,1,1,6,9
Richard Lombardo,,,,,0,15,15,11,8,14,5,0,2,2,7,9
Erica Vanstone,,,,,,0,14,12,8,7,8,2,2,1,8,9
Frank T Brzozowski,,,,,,,0,12,7,8,6,1,3,2,9,9
Billy Cortes,,,,,,,,0,5,6,5,1,2,2,10,9
Marnie Aument Loughrey,,,,,,,,,0,6,4,0,1,0,11,9
Mike Stack,,,,,,,,,,5,0,0,0,0,12,9
Nina Ahmad,,,,,,,,,,,0,0,0,0,13,9
Kathi Cozzone,,,,,,,,,,,,2,0,0,14,9
John Fetterman,,,,,,,,,,,,,1,0,15,9
Ray Sosa,,,,,,,,,,,,,,0,16,9
Total,31,31,30,25,24,20,20,16,11,28,11,10,5,2,17,9
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,10
,Mona Getzes Cohen,Catherine Bartch,Meagan Ingerson,James Harrity,Erica Vanstone,Marnie Aument Loughrey,Richard Lombardo,Billy Cortes,Frank T Brzozowski,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,2,10
Mona Getzes Cohen,1,19,20,17,18,15,13,13,9,14,10,4,3,0,3,10
Catherine Bartch,,1,16,18,19,17,13,15,11,14,8,4,4,0,4,10
Meagan Ingerson,,,0,14,17,14,12,10,8,12,11,3,2,0,5,10
James Harrity,,,,0,15,12,15,15,12,14,7,3,1,0,6,10
Erica Vanstone,,,,,0,15,14,14,11,8,12,3,1,0,7,10
Marnie Aument Loughrey,,,,,,0,11,13,6,5,11,4,1,0,8,10
Richard Lombardo,,,,,,,0,12,11,8,7,3,1,0,9,10
Billy Cortes,,,,,,,,0,11,7,7,3,1,0,10,10
Frank T Brzozowski,,,,,,,,,0,8,3,3,0,0,11,10
Mike Stack,,,,,,,,,,2,0,0,0,0,12,10
Nina Ahmad,,,,,,,,,,,2,0,0,0,13,10
John Fetterman,,,,,,,,,,,,2,0,0,14,10
Kathi Cozzone,,,,,,,,,,,,,0,0,15,10
Ray Sosa,,,,,,,,,,,,,,0,16,10
Total,32,31,28,25,24,21,19,18,14,25,18,10,6,0,17,10
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,11
,Catherine Bartch,James Harrity,Mona Getzes Cohen,Meagan Ingerson,Erica Vanstone,Richard Lombardo,Marnie Aument Loughrey,Frank T Brzozowski,Billy Cortes,Mike Stack,John Fetterman,Kathi Cozzone,Nina Ahmad,Ray Sosa,2,11
Catherine Bartch,5,51,46,44,49,45,48,39,34,31,25,11,19,1,3,11
James Harrity,,2,37,44,40,43,36,36,29,29,22,9,10,0,4,11
Mona Getzes Cohen,,,1,48,36,28,30,23,19,22,20,15,14,1,5,11
Meagan Ingerson,,,,0,36,30,31,25,19,21,17,16,11,1,6,11
Erica Vanstone,,,,,0,37,38,35,28,16,16,4,12,1,7,11
Richard Lombardo,,,,,,0,35,36,33,19,19,2,8,0,8,11
Marnie Aument Loughrey,,,,,,,0,29,28,17,14,4,11,1,9,11
Frank T Brzozowski,,,,,,,,0,29,16,14,3,6,1,10,11
Billy Cortes,,,,,,,,,0,10,15,4,4,1,11,11
Mike Stack,,,,,,,,,,5,0,0,0,0,12,11
John Fetterman,,,,,,,,,,,5,0,0,0,13,11
Kathi Cozzone,,,,,,,,,,,,6,0,0,14,11
Nina Ahmad,,,,,,,,,,,,,2,0,15,11
Ray Sosa,,,,,,,,,,,,,,0,16,11
Total,96,76,73,66,53,52,51,44,38,58,38,32,25,1,17,11
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,12
,Mona Getzes Cohen,James Harrity,Meagan Ingerson,Erica Vanstone,Richard Lombardo,Catherine Bartch,Marnie Aument Loughrey,Frank T Brzozowski,Billy Cortes,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,12
Mona Getzes Cohen,1,20,18,15,13,11,12,10,11,10,6,7,4,2,3,12
James Harrity,,0,19,18,17,13,15,12,11,10,4,5,5,1,4,12
Meagan Ingerson,,,0,13,13,10,12,10,8,10,4,4,6,1,5,12
Erica Vanstone,,,,0,15,14,13,12,9,9,3,4,2,1,6,12
Richard Lombardo,,,,,0,12,13,13,12,8,2,3,5,1,7,12
Catherine Bartch,,,,,,0,13,8,7,7,1,4,4,1,8,12
Marnie Aument Loughrey,,,,,,,0,7,8,4,2,4,6,1,9,12
Frank T Brzozowski,,,,,,,,0,9,6,2,1,4,1,10,12
Billy Cortes,,,,,,,,,0,4,1,3,3,1,11,12
Mike Stack,,,,,,,,,,5,0,0,0,0,12,12
Kathi Cozzone,,,,,,,,,,,2,0,0,0,13,12
Nina Ahmad,,,,,,,,,,,,1,0,0,14,12
John Fetterman,,,,,,,,,,,,,0,0,15,12
Ray Sosa,,,,,,,,,,,,,,0,16,12
Total,30,26,25,20,20,18,18,15,13,20,9,9,8,2,17,12
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,13
,Mona Getzes Cohen,James Harrity,Meagan Ingerson,Erica Vanstone,Catherine Bartch,Richard Lombardo,Frank T Brzozowski,Marnie Aument Loughrey,Billy Cortes,Mike Stack,John Fetterman,Nina Ahmad,Kathi Cozzone,Ray Sosa,2,13
Mona Getzes Cohen,1,25,33,27,21,17,18,17,12,13,12,8,5,0,3,13
James Harrity,,0,24,19,16,17,17,11,11,16,15,4,3,0,4,13
Meagan Ingerson,,,0,27,20,20,17,18,13,12,13,7,4,0,5,13
Erica Vanstone,,,,0,20,19,18,17,14,9,10,7,4,0,6,13
Catherine Bartch,,,,,1,12,13,17,9,10,8,7,2,0,7,13
Richard Lombardo,,,,,,0,14,10,11,6,7,5,4,0,8,13
Frank T Brzozowski,,,,,,,0,10,9,7,8,3,3,0,9,13
Marnie Aument Loughrey,,,,,,,,0,10,7,6,6,2,0,10,13
Billy Cortes,,,,,,,,,0,6,3,2,5,0,11,13
Mike Stack,,,,,,,,,,4,0,0,0,0,12,13
John Fetterman,,,,,,,,,,,3,0,0,0,13,13
Nina Ahmad,,,,,,,,,,,,1,0,0,14,13
Kathi Cozzone,,,,,,,,,,,,,1,0,15,13
Ray Sosa,,,,,,,,,,,,,,0,16,13
Total,40,39,36,30,28,22,21,21,16,27,22,9,7,0,17,13
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,14
,Meagan Ingerson,Catherine Bartch,Mona Getzes Cohen,Erica Vanstone,James Harrity,Frank T Brzozowski,Richard Lombardo,Marnie Aument Loughrey,Billy Cortes,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,2,14
Meagan Ingerson,0,40,41,41,32,26,24,22,12,21,16,9,7,1,3,14
Catherine Bartch,,0,37,38,29,25,22,24,15,17,18,9,5,0,4,14
Mona Getzes Cohen,,,0,35,29,24,20,21,11,17,16,9,7,1,5,14
Erica Vanstone,,,,0,30,25,23,22,13,12,20,7,7,0,6,14
James Harrity,,,,,0,27,25,17,12,18,15,5,5,1,7,14
Frank T Brzozowski,,,,,,0,20,13,7,18,10,2,3,0,8,14
Richard Lombardo,,,,,,,0,12,10,11,12,1,3,1,9,14
Marnie Aument Loughrey,,,,,,,,0,11,10,11,4,2,0,10,14
Billy Cortes,,,,,,,,,0,4,9,2,1,0,11,14
Mike Stack,,,,,,,,,,4,0,0,0,0,12,14
Nina Ahmad,,,,,,,,,,,2,0,0,0,13,14
John Fetterman,,,,,,,,,,,,1,0,0,14,14
Kathi Cozzone,,,,,,,,,,,,,1,0,15,14
Ray Sosa,,,,,,,,,,,,,,0,16,14
Total,55,50,50,48,45,34,28,27,16,33,24,13,12,1,17,14
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,15
,Mona Getzes Cohen,Catherine Bartch,Erica Vanstone,Meagan Ingerson,James Harrity,Richard Lombardo,Marnie Aument Loughrey,Billy Cortes,Frank T Brzozowski,Mike Stack,John Fetterman,Nina Ahmad,Kathi Cozzone,Ray Sosa,2,15
Mona Getzes Cohen,2,20,18,18,15,13,11,9,10,12,7,7,6,0,3,15
Catherine Bartch,,0,14,12,9,10,10,5,5,7,4,7,3,0,4,15
Erica Vanstone,,,0,16,13,12,11,8,9,6,5,4,3,0,5,15
Meagan Ingerson,,,,0,14,11,8,8,8,5,5,5,4,0,6,15
James Harrity,,,,,0,12,9,10,10,4,7,2,4,0,7,15
Richard Lombardo,,,,,,0,7,6,9,4,6,2,3,0,8,15
Marnie Aument Loughrey,,,,,,,0,8,5,4,4,2,2,0,9,15
Billy Cortes,,,,,,,,0,5,4,4,0,3,0,10,15
Frank T Brzozowski,,,,,,,,,0,3,4,1,2,0,11,15
Mike Stack,,,,,,,,,,3,0,0,0,0,12,15
John Fetterman,,,,,,,,,,,3,0,0,0,13,15
Nina Ahmad,,,,,,,,,,,,2,0,0,14,15
Kathi Cozzone,,,,,,,,,,,,,1,0,15,15
Ray Sosa,,,,,,,,,,,,,,0,16,15
Total,36,23,19,19,17,16,14,12,11,16,13,9,8,0,17,15
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,16
,Catherine Bartch,Richard Lombardo,James Harrity,Erica Vanstone,Frank T Brzozowski,Marnie Aument Loughrey,Mona Getzes Cohen,Billy Cortes,Meagan Ingerson,Mike Stack,Kathi Cozzone,John Fetterman,Nina Ahmad,Ray Sosa,2,16
Catherine Bartch,2,13,11,11,12,12,8,9,7,6,6,3,1,0,3,16
Richard Lombardo,,0,11,12,12,12,7,10,6,4,5,3,1,0,4,16
James Harrity,,,0,11,10,10,5,8,5,5,5,3,0,0,5,16
Erica Vanstone,,,,0,10,10,5,9,5,3,4,2,1,0,6,16
Frank T Brzozowski,,,,,0,11,5,9,5,3,5,2,0,0,7,16
Marnie Aument Loughrey,,,,,,0,5,10,5,4,3,3,0,0,8,16
Mona Getzes Cohen,,,,,,,1,2,9,4,5,2,1,0,9,16
Billy Cortes,,,,,,,,0,2,3,2,2,0,0,10,16
Meagan Ingerson,,,,,,,,,0,2,5,2,1,0,11,16
Mike Stack,,,,,,,,,,0,0,0,0,0,12,16
Kathi Cozzone,,,,,,,,,,,1,0,0,0,13,16
John Fetterman,,,,,,,,,,,,0,0,0,14,16
Nina Ahmad,,,,,,,,,,,,,0,0,15,16
Ray Sosa,,,,,,,,,,,,,,0,16,16
Total,21,16,15,13,13,13,13,10,10,10,9,4,2,0,17,16
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,17
,Catherine Bartch,Mona Getzes Cohen,James Harrity,Richard Lombardo,Frank T Brzozowski,Erica Vanstone,Marnie Aument Loughrey,Meagan Ingerson,Billy Cortes,Mike Stack,John Fetterman,Kathi Cozzone,Nina Ahmad,Ray Sosa,2,17
Catherine Bartch,1,6,7,7,7,6,7,4,5,6,7,1,2,0,3,17
Mona Getzes Cohen,,1,2,4,3,1,4,3,1,5,5,1,1,0,4,17
James Harrity,,,0,5,6,4,4,4,3,6,2,1,0,0,5,17
Richard Lombardo,,,,0,6,4,6,2,4,4,4,0,0,0,6,17
Frank T Brzozowski,,,,,0,5,5,3,4,4,3,0,0,0,7,17
Erica Vanstone,,,,,,0,4,3,5,3,1,0,2,0,8,17
Marnie Aument Loughrey,,,,,,,0,3,4,3,2,0,1,0,9,17
Meagan Ingerson,,,,,,,,0,1,3,1,0,2,0,10,17
Billy Cortes,,,,,,,,,0,2,1,0,1,0,11,17
Mike Stack,,,,,,,,,,3,0,0,0,0,12,17
John Fetterman,,,,,,,,,,,2,0,0,0,13,17
Kathi Cozzone,,,,,,,,,,,,0,0,0,14,17
Nina Ahmad,,,,,,,,,,,,,0,0,15,17
Ray Sosa,,,,,,,,,,,,,,0,16,17
Total,19,13,10,9,8,7,7,6,5,15,12,2,2,0,17,17
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,18
,Mona Getzes Cohen,James Harrity,Erica Vanstone,Richard Lombardo,Catherine Bartch,Billy Cortes,Marnie Aument Loughrey,Frank T Brzozowski,Meagan Ingerson,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,2,18
Mona Getzes Cohen,1,13,16,17,12,14,12,13,18,13,10,4,1,0,3,18
James Harrity,,0,16,17,12,13,15,14,10,11,7,4,0,1,4,18
Erica Vanstone,,,0,19,16,17,16,18,13,9,9,4,0,0,5,18
Richard Lombardo,,,,0,16,17,15,17,13,10,9,3,0,0,6,18
Catherine Bartch,,,,,0,14,16,13,10,7,9,3,1,1,7,18
Billy Cortes,,,,,,0,14,16,12,7,9,3,0,0,8,18
Marnie Aument Loughrey,,,,,,,0,13,9,6,7,4,0,1,9,18
Frank T Brzozowski,,,,,,,,0,10,8,7,3,0,0,10,18
Meagan Ingerson,,,,,,,,,0,8,7,3,0,0,11,18
Mike Stack,,,,,,,,,,3,0,0,0,0,12,18
Nina Ahmad,,,,,,,,,,,1,0,0,0,13,18
John Fetterman,,,,,,,,,,,,3,0,0,14,18
Kathi Cozzone,,,,,,,,,,,,,1,0,15,18
Ray Sosa,,,,,,,,,,,,,,0,16,18
Total,29,25,23,23,22,20,20,19,18,19,17,10,3,1,17,18
,Lieutenant Governor - Democrat,,,,,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,1,19
,Mike Stack,John Fetterman,Kathi Cozzone,Nina Ahmad,Ray Sosa,Catherine Bartch,Mona Getzes Cohen,Meagan Ingerson,Richard Lombardo,James Harrity,Billy Cortes,Erica Vanstone,Marnie Aument Loughrey,Frank T Brzozowski,2,19
Mike Stack,4,0,0,0,0,9,6,8,5,5,5,2,5,4,3,19
John Fetterman,,1,0,0,0,6,8,5,3,4,2,5,2,2,4,19
Kathi Cozzone,,,1,0,0,0,2,2,1,2,1,1,0,1,5,19
Nina Ahmad,,,,1,0,3,2,2,3,1,3,3,3,1,6,19
Ray Sosa,,,,,0,0,0,0,0,0,0,0,0,0,7,19
